ID,国語,数学,英語,理科,社会,合計,判定
20130001,69,19,32,27,52,0, 
20130002,21,47,4,30,42,0, 
20130003,74,69,5,8,46,0, 
20130004,31,76,50,32,48,0, 
20130005,38,62,58,99,68,0, 
20130006,6,27,99,46,94,0, 
20130007,94,81,15,62,36,0, 
20130008,67,69,90,43,14,0, 
20130009,13,63,3,5,26,0, 
20130010,61,41,22,33,63,0, 
20130011,82,83,21,0,12,0, 
20130012,81,49,29,87,29,0, 
20130013,84,67,18,67,49,0, 
20130014,51,95,94,7,87,0, 
20130015,99,89,2,83,96,0, 
20130016,29,71,11,12,73,0, 
20130017,3,62,96,23,38,0, 
20130018,60,30,29,52,36,0, 
20130019,40,63,43,74,65,0, 
20130020,86,40,70,85,69,0, 
20130021,57,39,87,85,89,0, 
20130022,89,2,76,68,2,0, 
20130023,21,86,84,74,41,0, 
20130024,27,92,68,3,31,0, 
20130025,18,2,71,14,37,0, 
20130026,39,46,82,1,53,0, 
20130027,86,25,90,88,52,0, 
20130028,59,14,77,79,36,0, 
20130029,37,74,54,3,69,0, 
20130030,80,12,84,48,73,0, 
20130031,72,68,52,50,26,0, 
20130032,68,64,88,43,25,0, 
20130033,31,96,86,79,39,0, 
20130034,34,27,5,46,67,0, 
20130035,8,77,74,45,19,0, 
20130036,19,14,38,67,22,0, 
20130037,66,90,98,89,33,0, 
20130038,59,56,71,50,72,0, 
20130039,8,63,57,93,8,0, 
20130040,51,31,94,34,93,0, 
20130041,72,86,5,13,53,0, 
20130042,54,28,60,22,68,0, 
20130043,1,68,2,65,67,0, 
20130044,16,94,66,68,3,0, 
20130045,34,15,49,31,47,0, 
20130046,89,96,75,92,74,0, 
20130047,30,47,35,17,13,0, 
20130048,71,93,83,31,59,0, 
20130049,35,59,60,86,29,0, 
20130050,67,54,85,85,77,0, 
20130051,77,80,32,38,84,0, 
20130052,91,6,41,62,92,0, 
20130053,67,61,46,62,27,0, 
20130054,69,22,9,18,10,0, 
20130055,39,68,80,4,93,0, 
20130056,72,35,22,83,19,0, 
20130057,11,72,29,26,89,0, 
20130058,8,4,39,1,78,0, 
20130059,42,31,22,59,1,0, 
20130060,94,34,80,5,10,0, 
20130061,54,91,75,22,9,0, 
20130062,92,87,5,93,85,0, 
20130063,98,65,33,1,73,0, 
20130064,57,59,65,3,87,0, 
20130065,61,82,84,26,44,0, 
20130066,59,44,34,77,34,0, 
20130067,42,1,80,46,90,0, 
20130068,59,83,8,2,25,0, 
20130069,4,24,41,25,32,0, 
20130070,88,96,50,49,63,0, 
20130071,0,82,22,80,89,0, 
20130072,91,37,87,67,3,0, 
20130073,37,54,48,7,73,0, 
20130074,38,50,60,5,63,0, 
20130075,53,29,15,56,85,0, 
20130076,48,54,79,19,25,0, 
20130077,20,36,43,73,65,0, 
20130078,60,35,18,84,31,0, 
20130079,79,38,8,3,55,0, 
20130080,15,60,43,88,66,0, 
20130081,22,79,73,87,20,0, 
20130082,42,88,8,79,35,0, 
20130083,23,15,25,97,43,0, 
20130084,1,11,93,33,15,0, 
20130085,11,35,21,32,72,0, 
20130086,85,66,2,34,5,0, 
20130087,6,83,96,35,56,0, 
20130088,30,66,95,44,29,0, 
20130089,86,20,94,93,92,0, 
20130090,35,53,5,52,44,0, 
20130091,17,88,24,23,1,0, 
