ID,国語,数学,英語,理科,社会,合計,判定
20150001,88,7,55,85,30,0, 
20150002,29,29,12,50,3,0, 
20150003,12,34,0,0,88,0, 
20150004,84,74,75,7,36,0, 
20150005,8,42,32,43,8,0, 
20150006,5,48,13,10,86,0, 
20150007,45,55,23,85,52,0, 
20150008,66,68,77,96,97,0, 
20150009,52,17,62,9,32,0, 
20150010,2,69,23,97,72,0, 
20150011,26,49,12,52,24,0, 
20150012,16,96,64,57,69,0, 
20150013,4,52,81,18,36,0, 
20150014,53,83,60,43,29,0, 
20150015,32,47,50,43,39,0, 
20150016,61,87,60,74,30,0, 
20150017,73,69,11,98,20,0, 
20150018,38,9,85,83,4,0, 
20150019,4,1,3,70,58,0, 
20150020,3,27,19,30,26,0, 
20150021,85,38,10,3,36,0, 
20150022,14,34,70,32,53,0, 
20150023,90,31,65,40,29,0, 
20150024,82,69,12,10,83,0, 
20150025,32,42,60,62,60,0, 
20150026,28,7,45,94,41,0, 
20150027,22,62,4,83,74,0, 
20150028,3,43,28,55,6,0, 
20150029,55,48,75,17,30,0, 
20150030,92,71,39,14,19,0, 
20150031,55,90,87,78,7,0, 
20150032,24,7,12,2,40,0, 
20150033,53,46,41,28,93,0, 
20150034,62,77,84,11,14,0, 
20150035,13,97,52,75,76,0, 
20150036,49,22,24,71,90,0, 
20150037,9,74,32,7,78,0, 
20150038,54,7,83,34,98,0, 
20150039,35,6,79,67,86,0, 
20150040,47,88,73,42,10,0, 
20150041,83,3,92,52,92,0, 
20150042,14,67,80,70,89,0, 
20150043,48,41,76,43,39,0, 
20150044,10,7,55,0,11,0, 
20150045,81,89,94,83,43,0, 
20150046,52,16,45,98,34,0, 
20150047,21,86,1,39,28,0, 
20150048,19,10,50,71,70,0, 
20150049,66,65,47,75,14,0, 
20150050,23,95,48,44,73,0, 
20150051,91,5,84,79,26,0, 
20150052,36,23,61,67,34,0, 
20150053,6,23,17,67,50,0, 
20150054,74,33,77,90,43,0, 
20150055,75,11,42,42,60,0, 
20150056,1,25,99,7,26,0, 
20150057,33,99,31,63,21,0, 
20150058,43,15,94,2,55,0, 
20150059,64,45,32,42,35,0, 
20150060,34,76,52,42,12,0, 
20150061,78,56,34,63,97,0, 
20150062,77,41,96,45,43,0, 
20150063,5,93,39,59,45,0, 
20150064,98,56,86,98,44,0, 
20150065,37,50,89,67,24,0, 
20150066,84,89,70,2,61,0, 
20150067,23,93,69,86,68,0, 
20150068,85,35,80,84,99,0, 
20150069,43,13,31,72,86,0, 
20150070,58,26,10,31,93,0, 
20150071,84,8,56,29,13,0, 
20150072,31,82,3,93,74,0, 
20150073,64,16,96,70,44,0, 
20150074,21,45,86,79,2,0, 
20150075,29,61,39,65,1,0, 
20150076,57,77,41,87,38,0, 
20150077,90,11,54,97,64,0, 
20150078,28,41,1,1,85,0, 
20150079,63,97,95,42,33,0, 
20150080,49,59,89,4,41,0, 
20150081,90,33,17,20,10,0, 
20150082,32,24,81,73,53,0, 
20150083,30,85,6,67,12,0, 
20150084,51,2,21,32,89,0, 
20150085,64,97,81,75,23,0, 
20150086,39,14,76,40,68,0, 
20150087,6,98,63,69,0,0, 
20150088,47,44,60,89,36,0, 
20150089,13,18,88,38,72,0, 
20150090,11,24,7,60,38,0, 
20150091,69,47,25,32,8,0, 
20150092,95,70,53,7,6,0, 
20150093,12,12,11,87,53,0, 
20150094,17,91,50,5,29,0, 
20150095,15,24,24,54,50,0, 
20150096,1,25,28,6,28,0, 
20150097,90,20,52,6,74,0, 
20150098,5,65,82,44,77,0, 
20150099,86,5,15,56,5,0, 
20150100,62,82,66,14,21,0, 
20150101,53,37,86,88,66,0, 
20150102,10,34,10,81,92,0, 
20150103,7,26,86,87,0,0, 
20150104,17,4,68,43,93,0, 
20150105,55,48,1,3,52,0, 
20150106,40,89,28,48,57,0, 
20150107,23,31,12,27,49,0, 
20150108,24,76,98,90,28,0, 
20150109,1,18,39,68,97,0, 
20150110,8,55,69,42,35,0, 
20150111,68,94,67,44,35,0, 
20150112,76,7,25,43,87,0, 
20150113,56,52,89,90,31,0, 
20150114,70,0,70,58,16,0, 
20150115,46,20,74,58,42,0, 
20150116,81,22,19,26,98,0, 
20150117,66,97,19,72,13,0, 
20150118,44,62,57,15,91,0, 
20150119,74,4,44,99,63,0, 
20150120,23,86,58,49,8,0, 
20150121,62,66,56,26,45,0, 
20150122,71,28,56,87,23,0, 
20150123,41,16,35,33,82,0, 
20150124,71,45,91,34,12,0, 
20150125,26,39,98,67,4,0, 
20150126,89,84,58,93,38,0, 
20150127,77,89,98,86,55,0, 
20150128,22,61,88,69,85,0, 
20150129,61,96,47,82,76,0, 
20150130,52,28,39,46,73,0, 
20150131,1,69,81,80,8,0, 
20150132,11,11,67,83,26,0, 
20150133,99,14,78,15,48,0, 
20150134,59,41,74,58,44,0, 
20150135,53,77,22,29,6,0, 
20150136,24,30,98,0,93,0, 
20150137,25,22,52,6,43,0, 
20150138,19,1,87,78,65,0, 
20150139,42,46,21,45,99,0, 
20150140,8,89,28,23,69,0, 
20150141,68,31,70,20,36,0, 
20150142,12,47,72,77,48,0, 
20150143,52,93,17,77,51,0, 
20150144,84,30,29,62,53,0, 
20150145,1,82,1,31,62,0, 
20150146,38,24,92,53,31,0, 
20150147,53,59,21,27,87,0, 
20150148,2,74,55,52,90,0, 
20150149,59,53,11,27,60,0, 
20150150,12,79,99,21,2,0, 
20150151,70,38,21,7,51,0, 
20150152,88,65,24,64,16,0, 
20150153,84,33,17,31,8,0, 
20150154,25,66,49,78,3,0, 
20150155,91,0,37,13,48,0, 
20150156,3,0,5,21,13,0, 
20150157,47,86,61,44,39,0, 
20150158,92,42,38,49,54,0, 
20150159,99,74,16,71,96,0, 
20150160,22,31,50,52,43,0, 
20150161,47,98,83,3,66,0, 
20150162,19,21,73,82,72,0, 
20150163,61,31,72,20,56,0, 
20150164,47,27,72,76,53,0, 
20150165,10,29,28,19,1,0, 
20150166,25,5,74,41,32,0, 
20150167,72,88,56,71,93,0, 
20150168,89,60,81,10,23,0, 
20150169,13,57,26,78,63,0, 
20150170,43,65,86,90,40,0, 
20150171,8,81,1,56,82,0, 
20150172,35,81,4,94,2,0, 
20150173,1,79,57,63,89,0, 
20150174,74,31,82,57,77,0, 
20150175,36,77,23,25,28,0, 
20150176,99,20,40,71,96,0, 
20150177,75,80,8,25,97,0, 
20150178,65,79,68,45,27,0, 
20150179,91,60,10,7,71,0, 
20150180,72,21,41,64,61,0, 
20150181,26,25,85,92,62,0, 
20150182,6,43,63,41,88,0, 
20150183,26,34,6,59,45,0, 
20150184,34,10,38,38,52,0, 
20150185,10,42,29,58,18,0, 
20150186,79,85,82,96,41,0, 
20150187,52,95,78,85,69,0, 
20150188,65,20,72,44,46,0, 
20150189,10,38,21,57,93,0, 
20150190,24,71,6,36,7,0, 
20150191,95,81,97,1,9,0, 
20150192,61,70,3,74,88,0, 
20150193,35,40,1,80,98,0, 
20150194,79,30,83,60,72,0, 
20150195,57,54,64,52,69,0, 
20150196,33,84,96,53,76,0, 
20150197,89,13,91,60,5,0, 
20150198,93,28,44,67,72,0, 
