ID,国語,数学,英語,理科,社会,合計,判定
20070001,5,98,75,60,38,0, 
20070002,82,4,19,51,89,0, 
20070003,22,79,96,52,6,0, 
20070004,12,14,6,41,78,0, 
20070005,76,96,39,94,42,0, 
20070006,18,28,47,77,84,0, 
20070007,92,99,41,36,97,0, 
20070008,54,52,83,19,35,0, 
20070009,67,70,65,28,83,0, 
20070010,24,92,35,88,2,0, 
20070011,22,95,64,49,1,0, 
20070012,90,21,24,38,68,0, 
20070013,14,10,48,5,4,0, 
20070014,17,19,88,93,38,0, 
20070015,25,63,31,85,47,0, 
20070016,69,57,28,35,36,0, 
20070017,2,6,48,79,52,0, 
20070018,40,69,15,52,76,0, 
20070019,98,82,88,42,10,0, 
20070020,41,78,75,24,17,0, 
20070021,95,50,89,42,16,0, 
20070022,84,3,16,71,63,0, 
20070023,68,77,92,61,54,0, 
20070024,11,25,35,78,71,0, 
20070025,93,21,92,77,20,0, 
20070026,11,46,78,26,50,0, 
20070027,42,12,39,84,78,0, 
20070028,92,61,87,43,98,0, 
20070029,79,91,90,95,49,0, 
20070030,34,12,59,52,86,0, 
20070031,92,56,75,97,32,0, 
20070032,45,15,91,36,48,0, 
20070033,12,69,51,11,78,0, 
20070034,31,15,31,12,68,0, 
20070035,85,69,8,19,13,0, 
20070036,13,73,5,80,16,0, 
20070037,29,88,3,65,49,0, 
20070038,86,67,18,58,75,0, 
20070039,42,4,73,36,32,0, 
20070040,94,86,35,71,73,0, 
20070041,30,84,29,89,56,0, 
20070042,73,55,92,48,74,0, 
20070043,5,45,32,17,37,0, 
20070044,24,97,52,31,54,0, 
20070045,14,41,28,83,27,0, 
20070046,2,63,86,43,76,0, 
20070047,97,20,58,49,73,0, 
20070048,50,67,87,23,58,0, 
20070049,84,82,61,72,53,0, 
20070050,33,49,26,39,52,0, 
20070051,39,3,28,64,32,0, 
20070052,47,49,88,61,3,0, 
20070053,91,15,41,52,91,0, 
20070054,44,82,22,82,30,0, 
20070055,86,20,21,93,89,0, 
20070056,82,1,69,24,50,0, 
20070057,78,11,26,59,62,0, 
20070058,37,78,68,73,37,0, 
20070059,83,45,32,9,68,0, 
20070060,73,66,76,10,50,0, 
20070061,31,97,6,59,38,0, 
20070062,86,26,41,52,56,0, 
20070063,43,61,27,40,96,0, 
20070064,52,30,72,89,4,0, 
20070065,63,27,60,99,39,0, 
20070066,86,85,52,37,54,0, 
20070067,65,25,22,68,51,0, 
20070068,61,0,69,89,58,0, 
20070069,91,19,77,69,29,0, 
20070070,45,13,4,12,61,0, 
20070071,13,19,63,98,22,0, 
20070072,55,4,74,55,89,0, 
20070073,21,77,83,86,80,0, 
20070074,71,35,19,83,50,0, 
20070075,12,51,50,29,95,0, 
20070076,78,6,78,51,64,0, 
20070077,67,33,52,95,66,0, 
20070078,84,98,72,73,84,0, 
20070079,66,45,90,35,57,0, 
20070080,50,74,74,17,93,0, 
20070081,60,12,38,57,85,0, 
20070082,98,0,26,3,13,0, 
20070083,82,92,56,59,46,0, 
20070084,33,56,12,38,82,0, 
20070085,81,83,79,76,25,0, 
20070086,24,8,98,84,74,0, 
20070087,51,50,59,43,0,0, 
20070088,18,46,4,7,47,0, 
20070089,50,82,38,10,55,0, 
20070090,95,97,31,99,73,0, 
20070091,3,18,46,54,18,0, 
20070092,61,93,26,50,47,0, 
20070093,50,70,79,27,80,0, 
20070094,17,27,13,21,70,0, 
20070095,85,5,96,11,35,0, 
20070096,62,27,19,57,81,0, 
20070097,15,53,38,98,28,0, 
20070098,40,25,10,75,21,0, 
20070099,56,90,76,6,12,0, 
20070100,69,40,51,1,11,0, 
20070101,91,8,41,35,32,0, 
20070102,1,85,28,74,43,0, 
20070103,39,7,77,62,20,0, 
20070104,51,52,40,91,73,0, 
20070105,11,15,20,68,85,0, 
20070106,63,50,97,87,60,0, 
20070107,37,23,82,56,28,0, 
20070108,12,63,94,20,95,0, 
20070109,11,28,84,80,46,0, 
20070110,18,28,26,38,51,0, 
20070111,47,29,61,66,46,0, 
20070112,34,17,76,18,10,0, 
20070113,17,51,24,75,9,0, 
20070114,53,56,63,63,78,0, 
20070115,65,33,55,12,59,0, 
20070116,44,32,12,8,17,0, 
20070117,28,82,19,16,81,0, 
20070118,50,79,48,73,28,0, 
20070119,93,0,68,60,8,0, 
20070120,46,34,75,96,82,0, 
20070121,27,81,97,5,5,0, 
20070122,33,34,57,55,81,0, 
20070123,27,56,6,88,86,0, 
20070124,79,70,54,21,65,0, 
20070125,92,18,42,46,56,0, 
20070126,38,24,9,39,42,0, 
20070127,94,60,38,46,45,0, 
20070128,44,69,99,79,64,0, 
20070129,24,4,26,42,81,0, 
20070130,7,2,22,9,43,0, 
20070131,33,83,4,22,39,0, 
20070132,43,29,95,88,22,0, 
20070133,40,8,70,79,38,0, 
20070134,48,69,56,22,19,0, 
20070135,70,90,9,45,69,0, 
20070136,91,50,8,84,4,0, 
20070137,81,45,52,92,9,0, 
20070138,1,48,87,32,65,0, 
20070139,54,29,80,36,98,0, 
20070140,54,39,57,22,73,0, 
20070141,5,74,7,13,75,0, 
20070142,87,36,41,1,34,0, 
20070143,24,32,27,94,17,0, 
20070144,8,74,89,28,6,0, 
20070145,49,49,55,14,90,0, 
20070146,90,3,12,66,30,0, 
20070147,55,82,55,93,78,0, 
20070148,93,57,21,75,54,0, 
20070149,15,80,88,93,54,0, 
20070150,97,88,98,24,71,0, 
20070151,66,54,3,93,51,0, 
20070152,24,26,67,58,3,0, 
20070153,46,79,41,9,94,0, 
20070154,55,81,47,88,29,0, 
20070155,33,26,13,97,40,0, 
20070156,19,78,61,24,95,0, 
20070157,29,2,33,32,83,0, 
20070158,19,55,30,82,74,0, 
20070159,40,49,21,87,40,0, 
20070160,38,8,11,22,72,0, 
20070161,20,79,54,20,93,0, 
20070162,81,96,12,24,15,0, 
20070163,25,56,12,78,0,0, 
20070164,21,79,72,21,76,0, 
20070165,86,26,65,64,16,0, 
20070166,59,64,16,3,75,0, 
20070167,33,15,93,77,47,0, 
20070168,43,20,29,56,68,0, 
20070169,6,75,85,96,63,0, 
20070170,41,10,15,30,17,0, 
20070171,27,56,79,20,35,0, 
20070172,34,75,80,18,0,0, 
20070173,91,61,94,71,15,0, 
20070174,82,34,15,25,8,0, 
20070175,98,48,7,21,7,0, 
20070176,68,78,23,75,6,0, 
20070177,83,25,70,12,3,0, 
20070178,28,60,76,87,59,0, 
20070179,4,5,2,3,47,0, 
20070180,5,42,0,99,5,0, 
20070181,15,28,85,38,39,0, 
20070182,3,23,13,97,99,0, 
20070183,0,1,32,0,12,0, 
20070184,73,37,24,9,5,0, 
20070185,71,45,47,50,92,0, 
20070186,92,64,19,64,0,0, 
20070187,48,69,87,91,93,0, 
20070188,32,73,52,47,96,0, 
20070189,98,83,13,85,32,0, 
20070190,70,83,26,7,74,0, 
20070191,31,32,75,74,82,0, 
20070192,96,26,81,94,22,0, 
20070193,6,19,52,78,45,0, 
20070194,93,98,18,84,13,0, 
20070195,22,98,1,48,45,0, 
20070196,73,38,10,60,26,0, 
20070197,44,90,16,96,46,0, 
20070198,95,70,92,93,52,0, 
20070199,59,53,77,61,76,0, 
20070200,79,99,23,6,91,0, 
20070201,94,93,14,50,50,0, 
20070202,52,44,46,85,38,0, 
20070203,63,5,8,82,55,0, 
20070204,46,12,99,27,36,0, 
20070205,84,49,36,55,9,0, 
20070206,46,97,65,8,14,0, 
20070207,84,35,72,27,21,0, 
20070208,29,67,9,52,6,0, 
20070209,87,37,87,41,6,0, 
20070210,92,60,4,32,13,0, 
20070211,84,87,16,46,31,0, 
20070212,26,57,18,55,22,0, 
20070213,79,51,44,32,8,0, 
20070214,90,52,55,1,18,0, 
20070215,27,58,15,0,36,0, 
20070216,86,50,10,56,13,0, 
20070217,47,78,77,99,93,0, 
20070218,72,61,41,73,35,0, 
20070219,67,22,52,73,78,0, 
20070220,80,83,16,8,91,0, 
20070221,50,54,15,38,22,0, 
20070222,33,67,75,78,75,0, 
20070223,86,49,91,58,54,0, 
20070224,84,68,78,12,29,0, 
20070225,66,36,86,3,5,0, 
20070226,7,5,40,87,31,0, 
20070227,30,73,35,2,74,0, 
20070228,35,30,65,48,17,0, 
20070229,71,93,56,31,78,0, 
20070230,77,89,64,55,78,0, 
20070231,72,96,50,18,0,0, 
20070232,78,61,79,81,78,0, 
20070233,95,1,69,66,52,0, 
20070234,13,42,53,1,70,0, 
20070235,32,24,39,26,61,0, 
20070236,77,28,68,6,98,0, 
20070237,29,71,2,0,10,0, 
20070238,4,76,68,64,84,0, 
20070239,15,93,55,83,53,0, 
20070240,47,86,95,87,15,0, 
20070241,55,48,4,75,22,0, 
20070242,17,76,92,41,25,0, 
20070243,29,8,95,78,29,0, 
20070244,21,9,43,26,67,0, 
20070245,24,77,48,26,6,0, 
20070246,28,40,79,74,26,0, 
20070247,91,39,96,27,77,0, 
20070248,49,86,42,9,8,0, 
20070249,60,12,78,93,17,0, 
20070250,84,76,94,6,28,0, 
20070251,74,85,48,68,29,0, 
20070252,64,84,47,20,48,0, 
20070253,93,42,27,35,29,0, 
20070254,25,49,48,20,44,0, 
20070255,54,88,28,27,31,0, 
20070256,53,31,65,61,59,0, 
20070257,12,14,38,45,90,0, 
20070258,64,40,29,69,94,0, 
20070259,38,44,76,65,44,0, 
20070260,13,45,71,21,71,0, 
20070261,60,55,30,54,57,0, 
20070262,68,67,76,14,17,0, 
20070263,40,98,86,20,24,0, 
20070264,75,43,82,56,98,0, 
20070265,10,89,57,80,0,0, 
20070266,25,40,63,39,76,0, 
20070267,92,95,15,55,85,0, 
20070268,62,7,15,6,63,0, 
20070269,98,73,74,86,88,0, 
20070270,79,25,45,6,3,0, 
20070271,91,17,74,47,9,0, 
20070272,17,7,9,97,37,0, 
20070273,7,75,83,13,21,0, 
20070274,63,99,5,50,21,0, 
20070275,53,46,11,94,65,0, 
20070276,17,79,55,46,33,0, 
20070277,92,70,7,8,25,0, 
20070278,28,0,20,35,64,0, 
20070279,82,73,46,74,80,0, 
20070280,45,92,16,27,69,0, 
20070281,23,89,2,13,5,0, 
20070282,70,21,82,93,32,0, 
20070283,27,1,8,2,81,0, 
20070284,99,72,29,43,70,0, 
20070285,13,1,23,30,1,0, 
20070286,8,54,43,33,16,0, 
20070287,17,46,4,84,23,0, 
20070288,16,11,66,41,61,0, 
