ID,国語,数学,英語,理科,社会,合計,判定
20090001,66,0,11,37,28,0, 
20090002,34,17,26,33,8,0, 
20090003,94,35,36,54,85,0, 
20090004,40,40,50,7,2,0, 
20090005,57,62,99,78,31,0, 
20090006,8,89,46,64,65,0, 
20090007,25,97,59,76,28,0, 
20090008,49,84,47,63,76,0, 
20090009,2,56,15,83,47,0, 
20090010,94,11,40,79,75,0, 
20090011,70,15,93,14,75,0, 
20090012,94,13,82,62,6,0, 
20090013,45,44,21,56,62,0, 
20090014,9,21,43,56,46,0, 
20090015,18,54,68,78,38,0, 
20090016,51,18,5,19,38,0, 
20090017,58,96,35,13,73,0, 
20090018,45,19,16,49,88,0, 
20090019,98,80,2,73,87,0, 
20090020,72,19,44,27,83,0, 
20090021,12,15,11,96,48,0, 
20090022,27,1,80,92,77,0, 
20090023,52,90,28,49,9,0, 
20090024,71,6,22,48,9,0, 
20090025,28,69,43,64,24,0, 
20090026,66,29,20,74,49,0, 
20090027,86,51,27,74,27,0, 
20090028,24,95,28,3,42,0, 
20090029,76,95,75,55,23,0, 
20090030,70,65,36,8,89,0, 
20090031,17,31,92,65,55,0, 
20090032,83,7,2,79,62,0, 
20090033,61,51,72,14,48,0, 
20090034,88,59,68,17,61,0, 
20090035,21,53,33,47,48,0, 
20090036,86,34,68,92,66,0, 
20090037,74,74,37,53,31,0, 
20090038,69,64,37,1,38,0, 
20090039,26,93,54,78,16,0, 
20090040,66,60,10,10,40,0, 
20090041,61,48,79,92,40,0, 
20090042,45,82,76,69,81,0, 
20090043,43,81,21,76,99,0, 
20090044,67,47,44,86,23,0, 
20090045,64,81,53,37,43,0, 
20090046,33,75,10,6,75,0, 
20090047,39,87,47,45,77,0, 
20090048,89,59,51,93,28,0, 
20090049,8,74,0,35,75,0, 
20090050,62,1,66,11,73,0, 
20090051,41,19,99,76,85,0, 
20090052,63,22,62,99,79,0, 
20090053,67,89,78,28,83,0, 
20090054,34,44,20,13,49,0, 
20090055,95,83,82,89,63,0, 
20090056,86,39,95,38,38,0, 
20090057,99,62,5,40,70,0, 
20090058,3,32,91,2,94,0, 
20090059,17,6,90,50,89,0, 
20090060,73,45,92,69,84,0, 
20090061,49,26,53,30,11,0, 
20090062,50,44,73,41,41,0, 
20090063,44,39,32,4,89,0, 
20090064,39,78,4,76,21,0, 
20090065,59,55,96,15,27,0, 
20090066,15,29,56,40,50,0, 
20090067,9,51,89,21,83,0, 
