ID,国語,数学,英語,理科,社会,合計,判定
20020001,68,42,44,76,69,0, 
20020002,94,87,56,91,86,0, 
20020003,47,38,88,26,65,0, 
20020004,34,35,1,71,41,0, 
20020005,9,26,4,28,93,0, 
20020006,74,68,12,57,20,0, 
20020007,87,16,97,6,98,0, 
20020008,47,78,72,1,9,0, 
20020009,64,58,63,24,10,0, 
20020010,80,64,58,14,92,0, 
20020011,54,35,52,41,92,0, 
20020012,89,65,64,6,17,0, 
20020013,81,22,54,7,93,0, 
20020014,82,46,87,66,53,0, 
20020015,91,86,36,37,30,0, 
20020016,96,85,99,85,21,0, 
20020017,46,35,75,93,82,0, 
20020018,14,31,8,5,99,0, 
20020019,81,98,50,56,10,0, 
20020020,23,3,69,43,52,0, 
20020021,75,77,36,76,55,0, 
20020022,12,60,40,69,79,0, 
20020023,9,94,24,98,49,0, 
20020024,74,24,79,21,98,0, 
20020025,42,65,12,94,98,0, 
20020026,25,18,75,17,85,0, 
20020027,36,80,91,4,58,0, 
20020028,46,81,68,91,80,0, 
20020029,31,49,59,18,56,0, 
20020030,28,36,2,8,41,0, 
20020031,65,34,75,69,72,0, 
20020032,60,98,30,33,14,0, 
20020033,7,50,28,61,42,0, 
20020034,34,71,90,68,46,0, 
20020035,46,44,5,30,61,0, 
20020036,68,60,9,4,72,0, 
20020037,78,82,42,7,36,0, 
20020038,43,23,74,93,93,0, 
20020039,63,56,58,78,5,0, 
20020040,56,88,87,84,67,0, 
20020041,40,95,84,85,51,0, 
20020042,16,62,95,95,99,0, 
20020043,8,49,62,54,99,0, 
20020044,38,8,54,85,66,0, 
20020045,58,54,11,63,19,0, 
20020046,97,49,77,43,42,0, 
20020047,31,7,36,66,88,0, 
20020048,9,67,39,87,68,0, 
20020049,93,55,82,99,0,0, 
20020050,9,40,99,91,16,0, 
20020051,76,45,83,29,78,0, 
20020052,11,90,6,55,80,0, 
20020053,46,61,61,11,28,0, 
20020054,17,88,14,52,50,0, 
20020055,35,16,10,37,87,0, 
20020056,22,61,33,68,84,0, 
20020057,66,18,17,68,26,0, 
20020058,96,46,69,59,86,0, 
20020059,12,86,84,68,14,0, 
20020060,52,6,7,34,17,0, 
20020061,21,34,35,4,74,0, 
20020062,20,30,96,18,13,0, 
20020063,12,53,33,85,22,0, 
20020064,19,14,66,97,90,0, 
20020065,24,69,34,22,1,0, 
20020066,10,48,29,88,82,0, 
20020067,68,38,80,20,41,0, 
20020068,1,38,3,64,29,0, 
20020069,65,16,78,88,30,0, 
20020070,68,82,21,60,2,0, 
20020071,70,26,35,79,38,0, 
20020072,36,68,11,24,79,0, 
20020073,43,70,49,56,22,0, 
20020074,37,88,57,0,16,0, 
20020075,2,32,61,17,4,0, 
20020076,62,24,52,91,1,0, 
20020077,31,54,64,53,31,0, 
20020078,25,30,25,64,91,0, 
20020079,27,74,88,72,81,0, 
20020080,37,10,97,36,88,0, 
20020081,30,95,84,63,74,0, 
20020082,11,20,78,48,98,0, 
20020083,25,30,25,22,61,0, 
20020084,12,28,44,0,98,0, 
20020085,23,47,90,93,96,0, 
20020086,67,80,29,42,15,0, 
20020087,44,87,51,23,24,0, 
