ID,国語,数学,英語,理科,社会,合計,判定
20140001,67,4,39,30,62,0, 
20140002,92,10,38,78,22,0, 
20140003,34,35,29,37,60,0, 
20140004,54,62,78,82,86,0, 
20140005,3,98,73,65,45,0, 
20140006,6,47,5,48,21,0, 
20140007,42,99,15,39,96,0, 
20140008,70,29,25,36,62,0, 
20140009,10,10,61,30,91,0, 
20140010,60,45,28,69,15,0, 
20140011,50,11,61,35,47,0, 
20140012,44,72,12,19,67,0, 
20140013,27,2,39,7,71,0, 
20140014,58,39,3,14,32,0, 
20140015,19,98,27,78,14,0, 
20140016,83,74,76,73,43,0, 
20140017,12,23,68,11,15,0, 
20140018,86,92,73,60,16,0, 
20140019,49,3,79,35,16,0, 
20140020,34,99,70,84,13,0, 
20140021,13,81,25,55,58,0, 
20140022,47,11,40,64,11,0, 
20140023,97,97,25,57,23,0, 
20140024,79,3,77,33,19,0, 
20140025,94,18,62,45,63,0, 
20140026,37,94,10,60,83,0, 
20140027,73,64,7,59,34,0, 
20140028,62,93,75,92,77,0, 
20140029,32,99,98,0,39,0, 
20140030,13,18,95,5,19,0, 
20140031,85,73,81,35,3,0, 
20140032,96,87,11,20,32,0, 
20140033,85,69,6,14,39,0, 
20140034,4,86,23,12,51,0, 
20140035,2,35,96,64,48,0, 
20140036,20,22,65,94,49,0, 
20140037,98,13,9,65,32,0, 
20140038,39,30,9,43,34,0, 
20140039,6,26,59,79,56,0, 
20140040,3,69,98,38,69,0, 
20140041,56,66,35,72,57,0, 
20140042,17,87,5,79,36,0, 
20140043,75,56,1,42,38,0, 
20140044,18,33,79,10,9,0, 
20140045,58,32,18,54,35,0, 
20140046,41,45,95,86,17,0, 
20140047,79,64,25,15,49,0, 
20140048,51,65,24,25,74,0, 
20140049,16,34,77,50,74,0, 
20140050,50,26,83,22,74,0, 
20140051,2,62,26,87,37,0, 
20140052,37,3,20,11,52,0, 
20140053,94,7,86,58,7,0, 
20140054,22,9,9,84,4,0, 
20140055,23,27,53,33,36,0, 
20140056,83,5,25,32,65,0, 
20140057,90,80,52,24,52,0, 
20140058,7,20,74,64,75,0, 
20140059,46,42,43,47,93,0, 
20140060,52,78,20,15,5,0, 
20140061,4,39,79,35,46,0, 
20140062,18,78,57,34,98,0, 
20140063,91,31,78,99,63,0, 
20140064,87,93,5,96,64,0, 
20140065,2,70,48,39,30,0, 
20140066,65,29,33,78,19,0, 
20140067,13,70,61,23,24,0, 
20140068,25,85,13,5,39,0, 
20140069,15,56,4,11,43,0, 
20140070,41,39,19,46,49,0, 
20140071,40,12,42,49,69,0, 
20140072,82,2,33,49,27,0, 
20140073,1,84,88,83,54,0, 
20140074,38,12,65,25,74,0, 
20140075,7,70,71,66,28,0, 
20140076,62,10,45,92,41,0, 
20140077,64,46,33,74,2,0, 
20140078,45,52,35,6,26,0, 
20140079,81,95,69,81,32,0, 
20140080,42,8,69,39,24,0, 
20140081,29,73,48,20,15,0, 
20140082,54,99,53,39,18,0, 
20140083,22,16,82,72,31,0, 
20140084,31,13,15,67,79,0, 
20140085,10,78,7,17,97,0, 
20140086,76,76,14,77,31,0, 
20140087,93,34,14,23,93,0, 
20140088,65,25,36,84,56,0, 
20140089,80,90,71,99,96,0, 
20140090,38,64,33,6,11,0, 
20140091,52,53,45,57,93,0, 
20140092,95,10,92,72,28,0, 
20140093,7,25,69,94,96,0, 
20140094,38,68,13,83,63,0, 
20140095,17,26,75,61,2,0, 
20140096,8,85,94,28,62,0, 
20140097,59,91,90,31,37,0, 
20140098,8,82,43,97,35,0, 
20140099,77,12,28,75,0,0, 
20140100,5,25,3,81,5,0, 
20140101,69,65,59,43,94,0, 
20140102,94,53,92,88,99,0, 
20140103,27,4,49,54,69,0, 
20140104,37,22,73,40,12,0, 
20140105,46,64,13,88,53,0, 
20140106,23,8,46,83,74,0, 
20140107,6,34,12,39,7,0, 
20140108,61,52,70,58,43,0, 
20140109,40,90,58,2,32,0, 
20140110,82,54,28,84,24,0, 
20140111,45,51,36,83,29,0, 
20140112,66,90,96,15,86,0, 
20140113,71,10,78,71,30,0, 
20140114,79,64,90,92,68,0, 
20140115,63,54,34,69,15,0, 
20140116,59,59,21,25,29,0, 
20140117,56,81,31,33,12,0, 
20140118,19,39,67,46,55,0, 
20140119,45,49,63,82,9,0, 
20140120,32,18,30,59,13,0, 
20140121,48,10,43,75,49,0, 
20140122,55,4,72,5,73,0, 
20140123,56,62,28,22,3,0, 
20140124,44,75,71,32,84,0, 
20140125,63,4,29,96,55,0, 
20140126,34,18,93,64,19,0, 
20140127,33,32,77,15,23,0, 
20140128,35,85,78,43,59,0, 
20140129,52,78,67,83,40,0, 
20140130,15,84,75,65,16,0, 
20140131,2,92,97,40,13,0, 
20140132,95,8,40,20,1,0, 
20140133,37,37,55,26,94,0, 
