ID,国語,数学,英語,理科,社会,合計,判定
20170001,44,27,6,87,90,0, 
20170002,16,84,96,27,17,0, 
20170003,90,96,86,58,79,0, 
20170004,24,40,46,5,79,0, 
20170005,70,54,50,42,79,0, 
20170006,58,14,80,8,95,0, 
20170007,27,87,11,75,51,0, 
20170008,95,11,31,22,39,0, 
20170009,4,94,80,69,86,0, 
20170010,57,26,77,24,90,0, 
20170011,35,62,48,21,83,0, 
20170012,65,5,21,27,74,0, 
20170013,38,1,10,73,33,0, 
20170014,91,97,0,70,32,0, 
20170015,48,61,27,48,71,0, 
20170016,57,22,80,93,61,0, 
20170017,66,17,28,36,84,0, 
20170018,26,12,56,33,14,0, 
20170019,71,61,62,61,26,0, 
20170020,22,73,81,73,29,0, 
20170021,15,13,76,58,55,0, 
20170022,33,68,33,6,92,0, 
20170023,58,53,69,28,6,0, 
20170024,27,82,16,95,8,0, 
20170025,51,54,25,34,37,0, 
20170026,58,90,35,52,60,0, 
20170027,90,89,29,28,64,0, 
20170028,79,95,89,20,58,0, 
20170029,41,23,58,30,42,0, 
20170030,68,65,91,35,58,0, 
20170031,16,23,2,77,69,0, 
20170032,8,77,52,81,5,0, 
20170033,0,19,88,66,58,0, 
20170034,87,66,64,82,31,0, 
20170035,20,7,48,62,94,0, 
20170036,82,58,39,83,33,0, 
20170037,20,83,12,7,93,0, 
20170038,78,26,28,95,90,0, 
20170039,95,83,35,69,97,0, 
20170040,90,81,52,87,43,0, 
20170041,18,40,95,97,26,0, 
20170042,9,64,90,59,15,0, 
20170043,27,22,28,23,57,0, 
20170044,45,14,94,18,94,0, 
20170045,19,61,53,92,53,0, 
20170046,28,76,10,85,54,0, 
20170047,55,53,52,3,71,0, 
20170048,12,44,24,43,1,0, 
20170049,82,29,5,38,51,0, 
20170050,98,68,31,38,20,0, 
20170051,14,71,54,66,75,0, 
20170052,18,78,21,85,40,0, 
20170053,2,91,76,61,89,0, 
20170054,61,13,25,76,97,0, 
20170055,83,82,39,16,7,0, 
20170056,57,30,88,68,85,0, 
20170057,72,57,56,73,67,0, 
20170058,12,56,1,62,82,0, 
20170059,35,65,55,46,39,0, 
20170060,20,9,96,70,66,0, 
20170061,3,31,78,37,26,0, 
20170062,89,40,61,37,24,0, 
20170063,35,28,19,2,63,0, 
20170064,81,0,8,11,98,0, 
20170065,58,90,21,88,99,0, 
20170066,35,81,23,78,73,0, 
20170067,92,30,32,5,81,0, 
20170068,22,69,2,54,58,0, 
20170069,82,26,75,16,54,0, 
20170070,35,21,83,79,7,0, 
20170071,6,19,98,99,66,0, 
20170072,26,11,22,88,53,0, 
20170073,93,67,39,60,17,0, 
20170074,59,89,75,60,2,0, 
20170075,86,21,76,93,75,0, 
20170076,91,76,60,68,80,0, 
20170077,71,31,55,8,87,0, 
20170078,3,47,56,62,12,0, 
20170079,14,46,35,63,13,0, 
20170080,24,2,2,92,41,0, 
20170081,30,79,16,55,30,0, 
20170082,43,29,17,15,31,0, 
20170083,11,44,67,97,94,0, 
20170084,87,23,94,93,14,0, 
20170085,16,32,34,55,71,0, 
20170086,3,8,23,89,73,0, 
20170087,3,32,72,66,22,0, 
20170088,31,23,79,91,62,0, 
20170089,86,24,47,25,89,0, 
20170090,97,51,32,48,24,0, 
20170091,0,41,99,32,5,0, 
20170092,11,62,96,2,33,0, 
20170093,77,44,14,50,30,0, 
20170094,52,92,68,22,68,0, 
20170095,91,9,84,65,5,0, 
20170096,34,66,68,83,17,0, 
20170097,92,37,28,12,99,0, 
20170098,47,84,98,48,72,0, 
20170099,90,69,99,62,20,0, 
20170100,46,89,87,78,62,0, 
20170101,98,61,77,56,54,0, 
20170102,3,1,39,5,43,0, 
20170103,59,7,11,89,38,0, 
20170104,20,79,94,23,93,0, 
20170105,28,60,13,61,41,0, 
20170106,68,11,97,69,40,0, 
20170107,50,78,19,52,92,0, 
20170108,3,82,83,6,47,0, 
20170109,69,64,76,58,26,0, 
20170110,55,40,50,70,61,0, 
20170111,4,62,37,52,77,0, 
20170112,50,24,60,77,84,0, 
20170113,9,37,35,25,80,0, 
20170114,15,35,23,1,50,0, 
20170115,94,36,43,98,72,0, 
20170116,81,80,58,48,92,0, 
20170117,19,20,87,37,58,0, 
20170118,59,58,8,10,7,0, 
20170119,48,66,60,43,10,0, 
20170120,8,91,61,93,0,0, 
20170121,5,94,74,74,68,0, 
20170122,96,44,97,3,74,0, 
20170123,23,99,57,21,55,0, 
20170124,37,97,54,93,43,0, 
20170125,88,24,38,26,71,0, 
20170126,58,35,27,94,23,0, 
20170127,45,48,26,25,20,0, 
20170128,24,34,59,6,92,0, 
20170129,17,53,87,44,67,0, 
20170130,65,8,89,91,23,0, 
20170131,90,60,87,58,20,0, 
20170132,88,59,95,12,66,0, 
20170133,55,31,66,93,90,0, 
20170134,16,19,21,37,27,0, 
20170135,74,67,45,75,39,0, 
20170136,83,36,69,75,80,0, 
20170137,88,73,47,26,93,0, 
20170138,10,23,50,1,95,0, 
20170139,61,54,71,35,83,0, 
20170140,31,85,31,23,29,0, 
20170141,94,47,99,38,53,0, 
20170142,1,22,89,91,80,0, 
20170143,24,87,84,4,26,0, 
20170144,34,83,33,43,15,0, 
20170145,4,12,85,99,87,0, 
20170146,9,75,4,87,28,0, 
20170147,19,16,85,47,41,0, 
20170148,61,3,71,19,49,0, 
20170149,45,48,46,6,74,0, 
20170150,56,62,43,69,25,0, 
20170151,72,71,16,21,27,0, 
20170152,85,48,31,71,93,0, 
20170153,45,73,17,26,27,0, 
20170154,68,56,73,83,79,0, 
20170155,0,10,26,35,55,0, 
20170156,44,13,40,6,78,0, 
20170157,85,72,57,37,62,0, 
20170158,73,88,68,95,42,0, 
20170159,84,33,37,66,70,0, 
20170160,14,87,7,72,47,0, 
20170161,61,68,11,10,9,0, 
20170162,34,23,73,25,70,0, 
20170163,28,9,64,41,17,0, 
20170164,12,38,76,43,41,0, 
20170165,67,89,95,80,63,0, 
20170166,56,98,32,96,28,0, 
20170167,83,12,35,79,8,0, 
20170168,20,56,16,27,47,0, 
20170169,98,50,44,5,75,0, 
20170170,51,34,45,64,29,0, 
20170171,75,29,43,53,24,0, 
20170172,45,31,47,16,52,0, 
20170173,97,37,18,94,80,0, 
20170174,99,64,47,63,79,0, 
20170175,52,26,11,25,46,0, 
20170176,99,41,12,50,40,0, 
20170177,54,78,55,38,50,0, 
20170178,21,74,72,80,38,0, 
20170179,42,48,70,36,81,0, 
20170180,82,69,90,99,35,0, 
20170181,90,83,63,62,78,0, 
20170182,14,61,5,27,88,0, 
20170183,38,24,9,23,53,0, 
20170184,42,73,81,7,51,0, 
20170185,79,26,22,68,94,0, 
20170186,61,65,44,59,90,0, 
20170187,36,92,37,93,15,0, 
20170188,93,89,80,51,8,0, 
20170189,38,38,96,91,2,0, 
20170190,3,76,62,55,52,0, 
20170191,50,64,77,68,73,0, 
20170192,64,68,94,29,51,0, 
20170193,23,59,95,19,77,0, 
20170194,84,29,94,58,70,0, 
20170195,5,72,81,20,8,0, 
20170196,27,62,66,86,62,0, 
20170197,37,63,58,85,79,0, 
20170198,45,11,44,88,86,0, 
20170199,86,4,89,94,87,0, 
20170200,51,76,68,62,43,0, 
20170201,10,50,38,11,82,0, 
20170202,94,40,60,22,51,0, 
20170203,84,40,17,19,96,0, 
20170204,17,76,23,52,54,0, 
20170205,40,99,21,42,30,0, 
20170206,90,19,64,62,43,0, 
20170207,52,65,68,73,41,0, 
20170208,88,21,44,95,45,0, 
20170209,99,79,85,29,72,0, 
20170210,88,53,39,89,81,0, 
20170211,17,66,65,34,93,0, 
20170212,32,11,52,60,79,0, 
20170213,11,49,0,72,25,0, 
20170214,3,36,53,36,44,0, 
20170215,28,0,29,50,54,0, 
20170216,49,0,33,13,74,0, 
20170217,87,73,46,55,72,0, 
20170218,80,46,45,1,65,0, 
20170219,48,35,81,86,7,0, 
20170220,18,30,9,14,62,0, 
20170221,59,88,49,24,53,0, 
20170222,82,8,40,50,34,0, 
20170223,83,47,40,64,44,0, 
20170224,21,84,17,78,91,0, 
20170225,53,75,12,33,18,0, 
20170226,3,56,68,89,96,0, 
20170227,37,77,28,19,35,0, 
20170228,78,85,39,65,89,0, 
20170229,69,78,28,27,67,0, 
20170230,33,48,34,39,27,0, 
20170231,49,39,58,26,83,0, 
20170232,38,70,85,47,26,0, 
20170233,76,86,66,88,10,0, 
20170234,72,91,41,90,1,0, 
20170235,12,41,49,85,62,0, 
20170236,95,45,29,18,68,0, 
20170237,33,45,88,74,95,0, 
20170238,27,58,0,56,87,0, 
20170239,24,72,30,3,14,0, 
20170240,85,5,25,41,25,0, 
20170241,16,63,38,18,13,0, 
20170242,89,66,50,4,53,0, 
20170243,83,66,82,45,73,0, 
20170244,20,66,75,41,97,0, 
20170245,9,91,86,69,86,0, 
20170246,89,62,95,63,73,0, 
20170247,51,36,19,29,13,0, 
20170248,47,81,83,90,17,0, 
20170249,5,65,91,0,58,0, 
