ID,国語,数学,英語,理科,社会,合計,判定
20000001,96,47,18,31,48,0, 
20000002,38,59,9,27,87,0, 
20000003,46,37,60,35,89,0, 
20000004,37,9,25,63,89,0, 
20000005,55,60,45,15,66,0, 
20000006,45,87,53,38,93,0, 
20000007,17,26,29,18,74,0, 
20000008,4,24,23,46,16,0, 
20000009,42,45,45,21,69,0, 
20000010,29,48,43,21,9,0, 
20000011,95,89,24,67,81,0, 
20000012,28,82,85,21,5,0, 
20000013,72,12,97,71,64,0, 
20000014,85,56,83,79,33,0, 
20000015,97,61,90,29,14,0, 
20000016,51,16,12,80,97,0, 
20000017,29,2,76,81,21,0, 
20000018,55,60,65,54,7,0, 
20000019,72,39,10,53,4,0, 
20000020,48,7,95,53,23,0, 
20000021,79,33,23,90,18,0, 
20000022,12,62,42,63,52,0, 
20000023,91,44,28,36,75,0, 
20000024,85,99,71,99,14,0, 
20000025,50,0,46,82,30,0, 
20000026,49,43,73,90,28,0, 
20000027,2,68,89,31,95,0, 
20000028,74,47,45,1,92,0, 
20000029,88,57,41,19,79,0, 
20000030,70,73,73,64,13,0, 
20000031,4,8,48,8,24,0, 
20000032,3,78,8,13,94,0, 
20000033,17,65,54,63,94,0, 
20000034,54,71,14,66,58,0, 
20000035,14,75,33,95,41,0, 
20000036,47,86,52,78,21,0, 
20000037,47,44,17,22,85,0, 
20000038,31,16,90,31,13,0, 
20000039,8,58,51,18,24,0, 
20000040,99,9,83,19,12,0, 
20000041,60,34,56,7,6,0, 
20000042,2,16,62,73,99,0, 
20000043,79,61,44,0,75,0, 
20000044,64,90,71,66,75,0, 
20000045,30,32,20,2,83,0, 
20000046,47,79,18,11,40,0, 
20000047,68,99,32,6,95,0, 
20000048,35,79,68,59,23,0, 
20000049,82,36,20,47,82,0, 
20000050,2,59,51,69,75,0, 
20000051,82,88,51,45,3,0, 
20000052,36,96,1,97,7,0, 
20000053,36,22,59,30,49,0, 
20000054,58,39,98,85,0,0, 
20000055,15,9,19,80,62,0, 
20000056,9,66,40,3,9,0, 
20000057,93,37,0,41,37,0, 
20000058,11,64,7,76,41,0, 
20000059,65,98,22,94,66,0, 
20000060,85,72,80,36,20,0, 
20000061,28,22,25,58,22,0, 
20000062,8,49,99,84,48,0, 
20000063,59,11,78,66,48,0, 
20000064,1,26,83,64,70,0, 
20000065,80,77,26,35,73,0, 
20000066,29,97,9,59,68,0, 
20000067,33,73,47,79,56,0, 
20000068,72,90,87,83,24,0, 
