ID,国語,数学,英語,理科,社会,合計,判定
20050001,41,4,22,34,8,0, 
20050002,82,29,29,30,75,0, 
20050003,1,21,0,7,43,0, 
20050004,17,63,84,70,1,0, 
20050005,86,70,87,59,81,0, 
20050006,84,5,84,30,48,0, 
20050007,79,61,85,77,23,0, 
20050008,84,94,23,74,65,0, 
20050009,96,99,38,49,9,0, 
20050010,62,51,42,41,30,0, 
20050011,5,98,21,25,11,0, 
20050012,7,37,36,47,29,0, 
20050013,25,95,24,54,94,0, 
20050014,35,49,22,51,9,0, 
20050015,75,13,74,65,13,0, 
20050016,49,79,1,21,27,0, 
20050017,13,28,58,42,17,0, 
20050018,98,47,89,9,64,0, 
20050019,14,66,53,99,92,0, 
20050020,84,50,17,37,55,0, 
20050021,62,97,90,65,22,0, 
20050022,44,89,19,9,14,0, 
20050023,84,87,70,32,36,0, 
20050024,33,29,28,98,14,0, 
20050025,65,70,45,3,98,0, 
20050026,29,51,51,63,33,0, 
20050027,85,78,89,97,32,0, 
20050028,54,97,50,39,46,0, 
20050029,36,44,22,32,32,0, 
20050030,56,92,35,75,79,0, 
20050031,74,14,96,23,1,0, 
20050032,76,80,20,40,89,0, 
20050033,48,36,4,52,19,0, 
20050034,59,3,48,1,35,0, 
20050035,92,78,74,94,44,0, 
20050036,93,0,92,8,26,0, 
20050037,6,63,36,89,33,0, 
20050038,39,91,20,6,54,0, 
20050039,78,74,44,42,22,0, 
20050040,50,63,7,15,98,0, 
20050041,70,69,93,58,55,0, 
20050042,56,39,36,19,8,0, 
20050043,59,83,53,36,1,0, 
20050044,73,99,21,2,12,0, 
20050045,62,82,79,27,22,0, 
20050046,36,77,22,91,83,0, 
20050047,7,10,39,72,57,0, 
20050048,70,37,66,30,43,0, 
20050049,69,7,49,69,32,0, 
20050050,76,37,33,76,8,0, 
20050051,68,16,10,72,80,0, 
20050052,61,32,99,92,76,0, 
20050053,7,65,83,26,71,0, 
20050054,11,56,3,60,65,0, 
20050055,23,38,38,72,67,0, 
20050056,45,72,72,68,59,0, 
20050057,64,43,88,96,62,0, 
20050058,53,92,97,25,90,0, 
20050059,79,81,88,44,34,0, 
20050060,16,49,76,95,81,0, 
20050061,5,53,50,16,94,0, 
20050062,68,26,72,27,4,0, 
20050063,84,31,2,28,14,0, 
20050064,7,92,80,69,17,0, 
20050065,59,38,53,86,75,0, 
20050066,43,20,15,34,38,0, 
20050067,7,4,90,10,20,0, 
20050068,61,49,47,97,79,0, 
20050069,72,52,3,13,48,0, 
20050070,21,72,81,14,7,0, 
20050071,96,39,84,10,47,0, 
20050072,13,51,76,59,87,0, 
20050073,46,19,3,89,28,0, 
20050074,76,23,73,28,43,0, 
20050075,75,12,36,93,94,0, 
20050076,94,96,92,7,49,0, 
20050077,29,60,67,13,91,0, 
20050078,14,22,49,32,60,0, 
20050079,55,43,21,80,46,0, 
20050080,40,76,90,71,61,0, 
20050081,36,62,44,23,14,0, 
20050082,95,93,11,80,47,0, 
20050083,23,47,71,10,55,0, 
20050084,42,57,7,50,19,0, 
20050085,50,37,91,46,2,0, 
20050086,43,83,58,96,93,0, 
20050087,0,2,62,16,7,0, 
20050088,17,59,18,93,75,0, 
20050089,24,61,13,98,20,0, 
20050090,23,79,23,88,72,0, 
20050091,56,26,67,95,17,0, 
20050092,65,17,95,89,63,0, 
20050093,37,34,52,19,11,0, 
20050094,34,76,16,4,97,0, 
20050095,89,5,84,79,39,0, 
20050096,77,99,13,15,62,0, 
20050097,61,28,82,73,69,0, 
20050098,59,13,61,87,94,0, 
20050099,49,99,11,58,79,0, 
20050100,32,40,51,7,37,0, 
20050101,56,35,14,46,70,0, 
20050102,28,55,70,96,68,0, 
20050103,9,87,88,16,57,0, 
20050104,28,80,83,98,76,0, 
20050105,73,86,64,12,94,0, 
20050106,38,64,49,54,10,0, 
20050107,87,47,18,8,73,0, 
20050108,59,53,52,53,88,0, 
20050109,11,21,43,66,43,0, 
20050110,71,70,47,54,62,0, 
20050111,22,74,17,5,72,0, 
20050112,7,25,13,13,26,0, 
20050113,3,65,39,28,64,0, 
20050114,50,24,24,46,69,0, 
20050115,82,6,13,91,68,0, 
20050116,52,93,18,2,84,0, 
20050117,64,82,93,89,32,0, 
20050118,49,76,22,77,18,0, 
20050119,18,88,92,93,21,0, 
20050120,61,89,5,40,36,0, 
20050121,17,55,82,86,82,0, 
20050122,87,13,47,34,50,0, 
20050123,13,64,66,54,18,0, 
20050124,47,80,52,68,66,0, 
20050125,39,38,66,36,11,0, 
20050126,91,11,62,69,22,0, 
20050127,33,56,42,87,10,0, 
20050128,80,44,89,20,15,0, 
20050129,43,12,96,1,22,0, 
20050130,92,14,76,64,51,0, 
20050131,2,74,79,20,34,0, 
20050132,37,5,1,10,9,0, 
20050133,49,33,75,28,49,0, 
20050134,69,61,7,42,71,0, 
20050135,54,5,22,94,87,0, 
20050136,23,99,72,2,54,0, 
20050137,45,73,16,5,24,0, 
20050138,59,36,15,15,21,0, 
20050139,11,37,35,94,48,0, 
20050140,9,32,37,57,40,0, 
20050141,88,17,33,67,34,0, 
20050142,6,50,16,36,58,0, 
20050143,14,24,59,2,79,0, 
20050144,78,29,57,91,35,0, 
