ID,国語,数学,英語,理科,社会,合計,判定
20080001,41,19,88,98,12,0, 
20080002,11,68,96,2,82,0, 
20080003,37,89,66,59,49,0, 
20080004,45,77,81,0,93,0, 
20080005,89,15,25,7,40,0, 
20080006,3,8,7,5,53,0, 
20080007,63,27,59,64,15,0, 
20080008,5,99,44,33,54,0, 
20080009,84,28,43,56,75,0, 
20080010,5,56,71,47,28,0, 
20080011,93,54,38,41,78,0, 
20080012,37,80,30,38,50,0, 
20080013,80,88,50,82,28,0, 
20080014,69,29,10,8,15,0, 
20080015,5,92,14,46,11,0, 
20080016,92,69,36,63,90,0, 
20080017,71,22,96,42,85,0, 
20080018,47,80,20,63,53,0, 
20080019,20,12,77,4,44,0, 
20080020,19,64,46,40,72,0, 
20080021,6,1,65,58,85,0, 
20080022,49,64,95,56,5,0, 
20080023,35,45,81,60,26,0, 
20080024,73,50,4,85,60,0, 
20080025,18,55,95,62,21,0, 
20080026,61,32,17,97,45,0, 
20080027,63,8,67,34,30,0, 
20080028,99,39,35,2,5,0, 
20080029,6,95,1,4,36,0, 
20080030,78,67,90,51,12,0, 
20080031,40,35,58,49,48,0, 
20080032,96,44,1,30,90,0, 
20080033,71,16,98,13,64,0, 
20080034,16,7,8,23,32,0, 
20080035,66,64,94,6,34,0, 
20080036,43,64,96,13,43,0, 
20080037,73,86,76,0,23,0, 
20080038,18,52,31,89,7,0, 
20080039,34,51,20,78,90,0, 
20080040,31,18,89,54,78,0, 
20080041,85,95,17,81,34,0, 
20080042,40,7,51,62,92,0, 
20080043,80,49,3,31,35,0, 
20080044,87,91,6,66,0,0, 
20080045,61,92,6,80,87,0, 
20080046,83,89,66,48,73,0, 
20080047,57,91,43,72,53,0, 
20080048,52,49,92,83,97,0, 
20080049,32,87,79,72,68,0, 
20080050,53,46,56,73,73,0, 
20080051,28,42,52,71,40,0, 
20080052,51,40,88,32,4,0, 
20080053,17,96,33,11,82,0, 
20080054,11,22,27,58,41,0, 
20080055,13,89,61,53,41,0, 
20080056,84,77,11,93,31,0, 
20080057,41,45,17,63,96,0, 
20080058,26,27,81,98,58,0, 
20080059,4,40,79,76,17,0, 
20080060,17,12,18,23,62,0, 
20080061,63,73,38,93,17,0, 
20080062,21,30,77,65,62,0, 
20080063,1,55,52,61,46,0, 
20080064,53,16,64,53,57,0, 
20080065,63,23,74,55,36,0, 
20080066,7,45,61,90,15,0, 
20080067,60,70,54,25,96,0, 
20080068,96,0,66,18,2,0, 
20080069,44,95,11,77,53,0, 
20080070,38,67,51,39,23,0, 
20080071,7,51,62,36,44,0, 
20080072,12,22,77,74,62,0, 
20080073,46,6,3,96,7,0, 
20080074,64,9,75,10,37,0, 
20080075,74,88,33,37,41,0, 
20080076,0,94,1,46,37,0, 
20080077,55,89,33,34,43,0, 
20080078,80,34,60,77,45,0, 
20080079,31,54,4,31,74,0, 
20080080,51,69,97,45,83,0, 
20080081,7,40,74,15,71,0, 
20080082,87,2,84,69,97,0, 
20080083,65,30,20,87,14,0, 
20080084,43,75,15,7,97,0, 
20080085,9,77,47,26,74,0, 
20080086,38,9,49,45,43,0, 
20080087,20,51,60,19,65,0, 
20080088,25,31,91,28,70,0, 
20080089,68,77,47,0,99,0, 
20080090,27,64,68,10,44,0, 
20080091,17,1,50,85,71,0, 
20080092,74,98,16,33,27,0, 
20080093,57,17,24,37,65,0, 
20080094,99,46,43,16,11,0, 
20080095,83,63,0,51,87,0, 
20080096,40,46,92,70,61,0, 
20080097,98,98,28,91,63,0, 
20080098,21,30,65,96,95,0, 
20080099,77,18,40,34,85,0, 
20080100,68,48,45,42,66,0, 
20080101,42,64,52,16,96,0, 
20080102,27,90,65,5,30,0, 
20080103,25,43,45,10,65,0, 
20080104,81,89,19,37,84,0, 
20080105,34,90,73,97,28,0, 
20080106,60,85,59,35,44,0, 
20080107,79,50,98,5,30,0, 
20080108,62,1,12,97,95,0, 
20080109,81,61,78,77,34,0, 
20080110,83,67,10,47,23,0, 
20080111,61,29,41,91,17,0, 
20080112,84,75,8,73,3,0, 
20080113,65,74,32,42,82,0, 
20080114,38,9,50,14,8,0, 
20080115,21,75,77,87,78,0, 
20080116,57,43,27,96,68,0, 
20080117,28,40,37,64,21,0, 
20080118,46,80,61,70,43,0, 
20080119,7,92,49,82,81,0, 
20080120,20,43,76,37,92,0, 
20080121,9,44,85,17,37,0, 
20080122,1,77,72,0,64,0, 
20080123,7,54,6,96,17,0, 
20080124,42,41,97,65,88,0, 
20080125,1,64,96,38,13,0, 
20080126,39,55,98,83,81,0, 
20080127,91,58,55,35,93,0, 
20080128,86,14,66,93,2,0, 
20080129,66,92,18,40,69,0, 
20080130,82,71,3,95,72,0, 
20080131,98,51,88,41,32,0, 
20080132,85,10,29,56,76,0, 
20080133,45,38,64,35,22,0, 
20080134,83,99,15,25,20,0, 
20080135,80,5,20,52,47,0, 
20080136,7,3,21,9,27,0, 
20080137,46,19,78,72,50,0, 
20080138,29,84,81,32,70,0, 
20080139,78,27,78,61,89,0, 
20080140,77,48,97,50,27,0, 
20080141,70,69,15,39,2,0, 
20080142,1,73,14,47,21,0, 
20080143,93,35,1,9,45,0, 
20080144,95,56,24,18,59,0, 
20080145,1,8,98,70,16,0, 
20080146,59,4,29,70,13,0, 
20080147,39,36,20,67,93,0, 
20080148,33,10,89,51,47,0, 
20080149,22,90,48,99,91,0, 
20080150,20,97,74,47,46,0, 
20080151,54,83,53,79,79,0, 
20080152,4,13,70,15,78,0, 
20080153,99,7,54,75,62,0, 
20080154,22,67,57,23,94,0, 
20080155,95,64,93,43,99,0, 
20080156,99,94,71,95,62,0, 
20080157,41,81,66,67,60,0, 
20080158,90,21,33,95,76,0, 
20080159,14,44,21,15,91,0, 
20080160,57,7,63,11,23,0, 
20080161,60,0,7,3,97,0, 
20080162,19,76,9,50,39,0, 
20080163,80,53,16,16,14,0, 
20080164,41,7,55,32,44,0, 
20080165,3,6,91,94,28,0, 
20080166,15,42,64,73,83,0, 
20080167,94,43,34,49,16,0, 
20080168,65,79,80,17,43,0, 
20080169,5,40,10,43,34,0, 
20080170,54,89,45,29,53,0, 
20080171,37,70,87,23,86,0, 
20080172,28,22,57,8,90,0, 
20080173,90,23,4,41,92,0, 
20080174,90,86,26,37,63,0, 
20080175,83,94,52,91,54,0, 
20080176,35,94,17,80,44,0, 
20080177,92,90,28,18,7,0, 
20080178,2,64,3,91,64,0, 
20080179,63,93,72,76,52,0, 
20080180,95,71,38,66,22,0, 
20080181,56,83,39,5,91,0, 
20080182,5,18,50,62,71,0, 
20080183,82,26,4,59,8,0, 
20080184,59,24,91,36,43,0, 
20080185,6,38,83,39,60,0, 
20080186,91,15,52,94,40,0, 
20080187,50,83,85,3,48,0, 
20080188,70,15,32,71,38,0, 
20080189,87,87,4,95,70,0, 
20080190,60,63,42,61,16,0, 
20080191,32,84,27,62,77,0, 
20080192,35,63,47,16,2,0, 
20080193,87,30,29,25,48,0, 
20080194,96,38,3,7,44,0, 
20080195,6,58,65,52,96,0, 
20080196,65,80,61,31,74,0, 
20080197,51,29,83,91,56,0, 
20080198,27,67,63,22,23,0, 
20080199,8,66,48,57,14,0, 
20080200,25,66,49,44,71,0, 
20080201,76,84,95,82,54,0, 
20080202,7,25,75,35,68,0, 
20080203,28,16,73,29,10,0, 
20080204,27,99,15,47,66,0, 
20080205,3,26,32,7,44,0, 
20080206,48,4,77,32,62,0, 
20080207,87,22,53,17,59,0, 
20080208,2,41,67,64,41,0, 
20080209,21,92,2,75,70,0, 
20080210,97,33,92,88,18,0, 
20080211,95,4,49,20,79,0, 
20080212,77,60,19,59,78,0, 
20080213,34,64,86,51,47,0, 
20080214,98,39,94,42,52,0, 
20080215,66,41,69,76,45,0, 
20080216,78,5,15,40,31,0, 
20080217,32,75,86,69,27,0, 
20080218,25,17,89,65,30,0, 
20080219,99,58,71,85,67,0, 
20080220,22,30,27,13,36,0, 
20080221,47,77,78,96,73,0, 
20080222,93,2,39,86,92,0, 
20080223,91,60,23,47,15,0, 
20080224,51,96,63,99,13,0, 
20080225,1,82,51,62,85,0, 
20080226,45,94,18,70,18,0, 
20080227,28,74,15,12,25,0, 
20080228,49,18,40,12,92,0, 
20080229,8,16,7,58,86,0, 
20080230,84,9,37,54,93,0, 
20080231,95,74,26,81,89,0, 
20080232,60,8,65,73,99,0, 
20080233,56,65,20,51,66,0, 
20080234,19,50,68,53,40,0, 
20080235,57,54,78,12,94,0, 
20080236,21,81,16,79,73,0, 
20080237,38,65,0,2,88,0, 
20080238,51,24,74,93,56,0, 
20080239,19,1,34,98,22,0, 
20080240,66,20,53,43,95,0, 
20080241,23,30,17,14,58,0, 
20080242,63,39,76,95,51,0, 
20080243,59,0,85,25,0,0, 
20080244,78,94,54,25,58,0, 
20080245,0,84,14,74,5,0, 
20080246,8,0,37,26,4,0, 
20080247,17,16,38,81,94,0, 
20080248,70,66,99,48,12,0, 
20080249,26,69,67,8,36,0, 
20080250,19,71,98,60,61,0, 
20080251,93,85,62,60,56,0, 
20080252,2,13,60,31,53,0, 
20080253,9,88,99,40,60,0, 
20080254,50,66,75,0,89,0, 
20080255,71,46,48,11,19,0, 
20080256,37,42,54,94,29,0, 
20080257,68,18,37,30,27,0, 
20080258,74,27,6,94,63,0, 
20080259,72,48,82,26,55,0, 
20080260,72,26,85,16,45,0, 
20080261,70,37,55,74,35,0, 
20080262,69,10,37,24,19,0, 
20080263,74,76,16,20,40,0, 
20080264,97,4,56,97,47,0, 
20080265,82,6,10,95,30,0, 
20080266,72,31,42,32,63,0, 
20080267,45,82,80,62,12,0, 
20080268,31,0,27,75,74,0, 
20080269,56,51,29,26,23,0, 
20080270,44,11,79,80,72,0, 
20080271,21,57,99,39,87,0, 
20080272,56,25,49,32,75,0, 
20080273,61,86,2,60,87,0, 
20080274,60,57,78,46,72,0, 
20080275,30,33,3,18,64,0, 
20080276,19,60,99,5,10,0, 
20080277,35,95,25,43,97,0, 
20080278,71,93,48,39,62,0, 
20080279,39,39,87,12,31,0, 
20080280,50,26,82,91,23,0, 
20080281,80,57,37,18,19,0, 
20080282,71,84,10,38,40,0, 
20080283,1,57,83,44,11,0, 
20080284,8,72,5,74,36,0, 
20080285,15,30,91,81,64,0, 
20080286,89,48,82,2,1,0, 
20080287,33,69,52,50,10,0, 
20080288,73,62,50,54,80,0, 
20080289,6,84,14,23,61,0, 
20080290,23,57,27,69,46,0, 
20080291,27,31,6,73,10,0, 
20080292,77,12,6,38,26,0, 
20080293,0,78,95,84,66,0, 
20080294,90,55,33,16,38,0, 
20080295,15,14,34,78,12,0, 
20080296,86,19,46,95,64,0, 
20080297,0,8,41,54,98,0, 
20080298,51,91,38,15,39,0, 
20080299,63,87,68,1,5,0, 
20080300,17,59,25,32,58,0, 
20080301,99,7,99,33,2,0, 
20080302,38,98,18,37,0,0, 
20080303,89,31,81,38,69,0, 
20080304,15,16,56,89,12,0, 
20080305,4,11,23,65,69,0, 
20080306,23,85,73,99,23,0, 
20080307,68,68,61,83,33,0, 
20080308,52,25,29,11,14,0, 
20080309,57,90,37,55,48,0, 
20080310,14,66,8,19,0,0, 
20080311,58,93,77,45,10,0, 
20080312,90,20,8,64,58,0, 
20080313,70,85,65,87,23,0, 
20080314,76,91,66,3,58,0, 
20080315,97,14,28,8,91,0, 
20080316,65,52,17,76,14,0, 
20080317,58,61,33,44,33,0, 
20080318,48,56,14,10,49,0, 
20080319,21,77,64,78,15,0, 
20080320,19,4,49,89,45,0, 
20080321,69,45,68,15,2,0, 
20080322,88,40,65,18,90,0, 
20080323,66,62,61,84,21,0, 
20080324,3,10,60,45,80,0, 
20080325,13,72,14,53,97,0, 
20080326,81,65,37,86,33,0, 
20080327,34,73,23,91,57,0, 
20080328,26,48,89,40,9,0, 
20080329,45,29,28,64,78,0, 
20080330,64,20,70,59,1,0, 
20080331,34,63,84,7,40,0, 
20080332,43,13,85,87,18,0, 
20080333,95,25,58,72,57,0, 
20080334,60,10,87,6,10,0, 
20080335,88,0,34,97,85,0, 
20080336,43,48,17,92,86,0, 
20080337,96,3,64,20,46,0, 
20080338,89,73,73,91,86,0, 
