ID,国語,数学,英語,理科,社会,合計,判定
20110001,67,81,60,81,46,0, 
20110002,79,91,59,12,91,0, 
20110003,2,81,53,43,49,0, 
20110004,63,98,96,69,30,0, 
20110005,28,96,74,98,97,0, 
20110006,14,35,27,98,49,0, 
20110007,73,55,87,30,29,0, 
20110008,30,82,60,68,74,0, 
20110009,46,60,32,52,54,0, 
20110010,6,29,39,44,42,0, 
20110011,8,21,22,29,54,0, 
20110012,31,27,27,94,50,0, 
20110013,87,40,39,53,51,0, 
20110014,65,15,12,54,86,0, 
20110015,33,76,20,49,20,0, 
20110016,94,21,23,67,2,0, 
20110017,15,98,58,39,64,0, 
20110018,95,47,27,56,48,0, 
20110019,26,17,22,13,28,0, 
20110020,70,7,98,46,42,0, 
20110021,24,51,6,54,65,0, 
20110022,81,53,6,79,91,0, 
20110023,75,60,65,69,75,0, 
20110024,92,82,72,38,0,0, 
20110025,98,42,49,73,49,0, 
20110026,75,72,86,63,52,0, 
20110027,31,3,22,30,2,0, 
20110028,44,64,16,80,71,0, 
20110029,27,68,90,69,2,0, 
20110030,30,90,54,13,56,0, 
20110031,68,93,16,38,14,0, 
20110032,24,94,67,9,35,0, 
20110033,8,91,77,91,21,0, 
20110034,98,8,28,12,87,0, 
20110035,28,67,13,20,69,0, 
20110036,80,20,89,81,46,0, 
20110037,35,98,21,62,89,0, 
20110038,39,95,78,75,13,0, 
20110039,46,83,67,28,58,0, 
20110040,88,54,96,60,9,0, 
20110041,82,66,93,87,89,0, 
20110042,42,3,83,85,45,0, 
20110043,36,13,35,38,71,0, 
20110044,84,97,60,96,40,0, 
20110045,47,16,82,1,83,0, 
20110046,41,5,47,26,17,0, 
20110047,5,56,37,4,32,0, 
20110048,27,69,15,35,20,0, 
20110049,30,71,46,50,55,0, 
20110050,33,51,65,50,29,0, 
20110051,69,67,15,21,63,0, 
20110052,76,0,27,34,43,0, 
20110053,30,92,88,40,0,0, 
20110054,59,85,17,24,51,0, 
20110055,56,41,91,27,78,0, 
20110056,56,65,27,21,13,0, 
20110057,72,10,12,27,8,0, 
20110058,40,54,68,17,52,0, 
20110059,16,94,63,77,39,0, 
20110060,18,68,55,85,82,0, 
20110061,45,20,38,13,95,0, 
20110062,14,84,11,90,16,0, 
20110063,85,30,65,77,23,0, 
20110064,49,81,74,55,60,0, 
20110065,14,42,38,60,94,0, 
20110066,2,55,9,28,96,0, 
20110067,79,37,8,60,77,0, 
20110068,4,93,6,24,73,0, 
20110069,18,30,58,47,19,0, 
20110070,76,87,16,6,19,0, 
20110071,94,30,46,76,26,0, 
20110072,48,51,29,54,36,0, 
20110073,53,77,53,53,99,0, 
20110074,13,60,95,99,21,0, 
20110075,62,87,10,51,40,0, 
20110076,58,98,97,90,40,0, 
20110077,84,72,46,78,81,0, 
20110078,22,5,39,83,5,0, 
20110079,38,76,19,36,25,0, 
20110080,82,58,4,84,5,0, 
20110081,96,81,35,5,46,0, 
20110082,88,75,45,11,80,0, 
20110083,66,43,70,55,47,0, 
20110084,75,19,58,24,76,0, 
20110085,39,79,82,38,35,0, 
20110086,47,36,64,80,98,0, 
20110087,70,73,97,19,97,0, 
20110088,40,67,11,77,16,0, 
20110089,99,23,54,87,33,0, 
20110090,60,64,2,89,49,0, 
20110091,54,2,33,79,89,0, 
20110092,67,75,9,95,9,0, 
20110093,87,30,11,46,57,0, 
20110094,86,24,6,95,59,0, 
20110095,27,51,92,45,34,0, 
20110096,8,69,10,46,74,0, 
20110097,39,1,5,20,59,0, 
20110098,7,61,34,55,7,0, 
20110099,65,58,47,31,75,0, 
20110100,35,32,34,43,85,0, 
20110101,97,73,93,24,78,0, 
20110102,88,18,23,44,77,0, 
20110103,9,30,94,64,42,0, 
20110104,75,73,89,88,77,0, 
20110105,38,86,48,62,59,0, 
20110106,75,65,74,70,7,0, 
20110107,9,30,93,44,8,0, 
20110108,47,86,7,19,55,0, 
20110109,45,7,12,28,89,0, 
20110110,80,68,23,43,97,0, 
20110111,79,32,60,61,13,0, 
20110112,74,62,36,91,43,0, 
20110113,20,53,5,38,54,0, 
20110114,44,88,40,51,27,0, 
20110115,25,81,24,83,84,0, 
20110116,46,97,79,59,41,0, 
20110117,91,74,10,37,92,0, 
20110118,64,47,21,30,59,0, 
20110119,34,70,96,63,83,0, 
20110120,68,41,86,41,91,0, 
20110121,38,46,69,76,82,0, 
20110122,95,1,10,27,67,0, 
20110123,5,62,19,85,70,0, 
20110124,91,70,0,30,90,0, 
20110125,93,34,60,71,47,0, 
20110126,25,58,87,66,81,0, 
20110127,16,14,15,16,75,0, 
20110128,75,76,47,79,22,0, 
20110129,97,90,45,72,84,0, 
20110130,85,59,1,81,26,0, 
20110131,90,84,27,90,78,0, 
20110132,13,97,88,23,91,0, 
20110133,11,80,22,97,8,0, 
20110134,80,0,1,5,81,0, 
20110135,61,20,9,65,72,0, 
20110136,99,97,92,81,74,0, 
20110137,89,95,23,88,58,0, 
20110138,83,9,58,75,6,0, 
20110139,47,75,68,91,86,0, 
20110140,85,16,31,2,79,0, 
20110141,73,54,25,59,20,0, 
20110142,27,78,10,12,41,0, 
20110143,2,4,96,2,21,0, 
20110144,78,25,19,61,57,0, 
20110145,44,1,67,26,19,0, 
20110146,22,58,3,29,40,0, 
20110147,55,99,52,10,89,0, 
20110148,98,37,29,55,71,0, 
20110149,2,39,71,54,21,0, 
20110150,5,31,28,33,31,0, 
20110151,70,91,88,88,86,0, 
20110152,86,95,31,59,3,0, 
20110153,75,22,38,14,75,0, 
20110154,1,64,28,33,35,0, 
20110155,68,2,35,94,62,0, 
20110156,6,21,7,5,87,0, 
20110157,26,34,29,65,62,0, 
20110158,11,42,2,79,81,0, 
