ID,国語,数学,英語,理科,社会,合計,判定
20180001,60,92,67,31,15,265,不合格
20180002,76,48,46,30,19,219,不合格
20180003,38,30,75,44,77,264,不合格
20180004,84,59,0,47,1,191,不合格
20180005,47,94,23,38,40,242,不合格
20180006,54,58,64,15,46,237,不合格
20180007,29,96,27,68,85,305,合格
20180008,34,18,52,64,0,168,不合格
20180009,88,45,99,29,41,302,合格
20180010,19,56,75,71,94,315,合格
20180011,68,16,63,6,32,185,不合格
20180012,35,4,88,57,89,273,不合格
20180013,36,88,1,41,15,181,不合格
20180014,64,35,31,74,33,237,不合格
20180015,1,14,94,48,53,210,不合格
20180016,30,21,15,6,99,171,不合格
20180017,90,48,48,47,88,321,合格
20180018,47,6,97,5,52,207,不合格
20180019,1,99,54,45,21,220,不合格
20180020,85,19,37,26,75,242,不合格
20180021,2,90,75,74,14,255,不合格
20180022,8,76,83,45,43,255,不合格
20180023,30,12,98,91,24,255,不合格
20180024,22,89,7,47,14,179,不合格
20180025,31,23,9,7,84,154,不合格
20180026,93,26,92,70,57,338,合格
20180027,66,43,75,60,29,273,不合格
20180028,30,61,80,45,45,261,不合格
20180029,79,55,86,98,42,360,合格
20180030,99,84,91,95,38,407,合格
20180031,31,91,91,80,75,368,合格
20180032,13,21,45,97,78,254,不合格
20180033,29,96,42,6,11,184,不合格
20180034,4,73,60,40,54,231,不合格
20180035,1,3,7,50,91,152,不合格
20180036,63,45,32,63,38,241,不合格
20180037,7,63,73,84,99,326,合格
20180038,81,89,78,36,60,344,合格
20180039,21,93,95,60,89,358,合格
20180040,56,16,15,92,88,267,不合格
20180041,46,23,33,56,40,198,不合格
20180042,24,25,35,18,46,148,不合格
20180043,58,78,27,68,96,327,合格
20180044,56,84,73,78,39,330,合格
20180045,83,25,40,60,1,209,不合格
20180046,70,10,45,16,60,201,不合格
20180047,42,86,63,5,14,210,不合格
20180048,25,56,51,72,90,294,不合格
20180049,88,14,41,60,79,282,不合格
20180050,75,48,5,17,28,173,不合格
20180051,64,53,48,40,99,304,合格
20180052,93,60,95,7,58,313,合格
20180053,32,67,28,10,22,159,不合格
20180054,23,56,90,51,15,235,不合格
20180055,65,58,78,27,76,304,合格
20180056,8,42,63,97,97,307,合格
