ID,国語,数学,英語,理科,社会,合計,判定
20090001,66,0,11,37,28,142,不合格
20090002,34,17,26,33,8,118,不合格
20090003,94,35,36,54,85,304,合格
20090004,40,40,50,7,2,139,不合格
20090005,57,62,99,78,31,327,合格
20090006,8,89,46,64,65,272,不合格
20090007,25,97,59,76,28,285,不合格
20090008,49,84,47,63,76,319,合格
20090009,2,56,15,83,47,203,不合格
20090010,94,11,40,79,75,299,不合格
20090011,70,15,93,14,75,267,不合格
20090012,94,13,82,62,6,257,不合格
20090013,45,44,21,56,62,228,不合格
20090014,9,21,43,56,46,175,不合格
20090015,18,54,68,78,38,256,不合格
20090016,51,18,5,19,38,131,不合格
20090017,58,96,35,13,73,275,不合格
20090018,45,19,16,49,88,217,不合格
20090019,98,80,2,73,87,340,合格
20090020,72,19,44,27,83,245,不合格
20090021,12,15,11,96,48,182,不合格
20090022,27,1,80,92,77,277,不合格
20090023,52,90,28,49,9,228,不合格
20090024,71,6,22,48,9,156,不合格
20090025,28,69,43,64,24,228,不合格
20090026,66,29,20,74,49,238,不合格
20090027,86,51,27,74,27,265,不合格
20090028,24,95,28,3,42,192,不合格
20090029,76,95,75,55,23,324,合格
20090030,70,65,36,8,89,268,不合格
20090031,17,31,92,65,55,260,不合格
20090032,83,7,2,79,62,233,不合格
20090033,61,51,72,14,48,246,不合格
20090034,88,59,68,17,61,293,不合格
20090035,21,53,33,47,48,202,不合格
20090036,86,34,68,92,66,346,合格
20090037,74,74,37,53,31,269,不合格
20090038,69,64,37,1,38,209,不合格
20090039,26,93,54,78,16,267,不合格
20090040,66,60,10,10,40,186,不合格
20090041,61,48,79,92,40,320,合格
20090042,45,82,76,69,81,353,合格
20090043,43,81,21,76,99,320,合格
20090044,67,47,44,86,23,267,不合格
20090045,64,81,53,37,43,278,不合格
20090046,33,75,10,6,75,199,不合格
20090047,39,87,47,45,77,295,不合格
20090048,89,59,51,93,28,320,合格
20090049,8,74,0,35,75,192,不合格
20090050,62,1,66,11,73,213,不合格
20090051,41,19,99,76,85,320,合格
20090052,63,22,62,99,79,325,合格
20090053,67,89,78,28,83,345,合格
20090054,34,44,20,13,49,160,不合格
20090055,95,83,82,89,63,412,合格
20090056,86,39,95,38,38,296,不合格
20090057,99,62,5,40,70,276,不合格
20090058,3,32,91,2,94,222,不合格
20090059,17,6,90,50,89,252,不合格
20090060,73,45,92,69,84,363,合格
20090061,49,26,53,30,11,169,不合格
20090062,50,44,73,41,41,249,不合格
20090063,44,39,32,4,89,208,不合格
20090064,39,78,4,76,21,218,不合格
20090065,59,55,96,15,27,252,不合格
20090066,15,29,56,40,50,190,不合格
20090067,9,51,89,21,83,253,不合格
20090068,64,29,1,14,73,181,不合格
20090069,11,23,60,76,72,242,不合格
20090070,59,46,1,93,35,234,不合格
20090071,29,83,0,3,20,135,不合格
20090072,12,81,85,57,50,285,不合格
20090073,91,12,5,86,8,202,不合格
20090074,52,38,25,62,45,222,不合格
20090075,77,58,49,32,14,230,不合格
20090076,21,18,24,24,76,163,不合格
20090077,90,20,74,71,87,342,合格
20090078,22,89,58,77,52,298,不合格
20090079,60,44,42,46,6,198,不合格
20090080,64,50,6,94,16,230,不合格
20090081,63,39,46,74,87,309,合格
20090082,14,43,2,11,38,108,不合格
20090083,81,2,60,35,9,187,不合格
20090084,30,23,53,23,45,174,不合格
20090085,27,82,5,46,40,200,不合格
20090086,22,65,34,83,90,294,不合格
20090087,4,44,96,75,29,248,不合格
20090088,15,15,66,5,80,181,不合格
20090089,84,13,98,2,1,198,不合格
20090090,14,55,72,21,29,191,不合格
20090091,50,5,10,39,89,193,不合格
20090092,6,46,79,87,24,242,不合格
20090093,84,18,13,45,62,222,不合格
20090094,67,19,10,0,65,161,不合格
20090095,94,67,47,34,28,270,不合格
20090096,86,89,90,88,88,441,合格
20090097,86,18,96,74,91,365,合格
20090098,55,35,79,42,26,237,不合格
20090099,92,69,89,41,93,384,合格
20090100,41,83,75,58,64,321,合格
20090101,58,78,46,29,15,226,不合格
20090102,83,74,91,17,57,322,合格
20090103,85,57,92,34,44,312,合格
20090104,64,26,72,83,3,248,不合格
20090105,97,93,64,36,64,354,合格
20090106,89,6,42,59,95,291,不合格
20090107,76,74,92,26,70,338,合格
20090108,14,79,98,84,86,361,合格
20090109,39,50,17,10,66,182,不合格
20090110,34,51,46,65,96,292,不合格
20090111,31,30,78,51,72,262,不合格
20090112,60,44,71,10,92,277,不合格
20090113,2,71,59,74,99,305,合格
20090114,41,70,79,5,42,237,不合格
20090115,70,42,78,96,62,348,合格
20090116,63,84,1,5,35,188,不合格
20090117,93,21,34,26,31,205,不合格
20090118,60,34,12,0,16,122,不合格
20090119,48,58,1,73,27,207,不合格
20090120,62,27,54,92,25,260,不合格
20090121,26,56,90,60,68,300,合格
20090122,22,16,31,16,53,138,不合格
20090123,43,12,57,57,58,227,不合格
20090124,3,73,83,50,4,213,不合格
20090125,50,45,42,43,42,222,不合格
20090126,53,0,89,25,32,199,不合格
20090127,81,63,73,70,35,322,合格
20090128,20,93,16,12,25,166,不合格
20090129,89,4,54,32,38,217,不合格
20090130,27,83,56,0,74,240,不合格
20090131,71,68,96,78,81,394,合格
20090132,42,74,77,91,12,296,不合格
20090133,37,22,29,17,96,201,不合格
20090134,50,50,97,86,34,317,合格
20090135,30,49,6,46,1,132,不合格
20090136,54,28,26,44,89,241,不合格
20090137,67,37,14,84,43,245,不合格
20090138,55,23,89,59,87,313,合格
20090139,27,40,72,72,56,267,不合格
20090140,37,81,69,76,46,309,合格
20090141,40,15,11,27,85,178,不合格
20090142,84,13,81,99,13,290,不合格
20090143,9,21,82,24,38,174,不合格
20090144,40,18,65,76,98,297,不合格
20090145,15,73,33,44,20,185,不合格
20090146,32,4,72,23,0,131,不合格
20090147,25,38,91,99,92,345,合格
20090148,19,36,55,14,59,183,不合格
20090149,64,68,61,35,69,297,不合格
20090150,78,68,74,14,79,313,合格
20090151,24,68,51,98,35,276,不合格
20090152,55,92,21,66,45,279,不合格
20090153,38,19,13,3,1,74,不合格
20090154,66,49,47,63,27,252,不合格
20090155,14,51,92,54,21,232,不合格
20090156,9,11,2,69,59,150,不合格
20090157,15,52,87,80,87,321,合格
20090158,52,77,84,88,30,331,合格
20090159,79,57,77,14,30,257,不合格
20090160,91,40,2,64,27,224,不合格
20090161,55,40,34,41,13,183,不合格
20090162,99,94,98,23,80,394,合格
20090163,98,2,95,66,70,331,合格
20090164,44,49,62,27,49,231,不合格
20090165,15,63,41,44,47,210,不合格
20090166,86,5,65,29,61,246,不合格
20090167,4,70,16,17,26,133,不合格
20090168,62,36,10,23,51,182,不合格
20090169,16,2,20,79,55,172,不合格
20090170,2,52,92,58,61,265,不合格
20090171,9,30,16,49,42,146,不合格
20090172,46,14,72,77,87,296,不合格
20090173,14,17,56,85,48,220,不合格
20090174,43,54,13,88,45,243,不合格
20090175,5,13,99,25,89,231,不合格
20090176,65,38,87,33,48,271,不合格
20090177,32,84,46,23,88,273,不合格
20090178,15,4,97,71,10,197,不合格
20090179,31,59,26,80,46,242,不合格
20090180,38,22,7,7,6,80,不合格
20090181,1,6,54,51,32,144,不合格
20090182,40,57,57,88,86,328,合格
20090183,89,75,32,9,17,222,不合格
20090184,76,65,87,71,78,377,合格
20090185,0,89,50,64,58,261,不合格
20090186,17,99,22,30,14,182,不合格
20090187,78,6,60,4,38,186,不合格
20090188,70,55,81,71,92,369,合格
20090189,17,97,50,50,8,222,不合格
20090190,14,47,2,94,12,169,不合格
20090191,6,67,25,25,5,128,不合格
20090192,56,62,36,34,87,275,不合格
20090193,37,29,48,68,69,251,不合格
20090194,88,19,34,64,65,270,不合格
20090195,42,93,66,66,99,366,合格
20090196,75,62,31,29,47,244,不合格
20090197,99,16,96,99,46,356,合格
20090198,80,3,3,5,47,138,不合格
20090199,99,83,40,62,67,351,合格
20090200,12,30,80,81,19,222,不合格
20090201,87,27,37,1,54,206,不合格
20090202,14,13,75,77,24,203,不合格
20090203,63,22,33,32,78,228,不合格
20090204,81,70,99,55,62,367,合格
20090205,11,2,41,32,96,182,不合格
20090206,66,55,20,1,31,173,不合格
20090207,18,19,83,60,81,261,不合格
20090208,47,21,17,34,67,186,不合格
20090209,8,92,15,4,50,169,不合格
20090210,4,48,65,56,0,173,不合格
20090211,24,58,29,52,6,169,不合格
20090212,77,78,69,9,36,269,不合格
20090213,48,56,84,47,62,297,不合格
20090214,74,86,82,52,0,294,不合格
20090215,63,75,97,81,40,356,合格
20090216,24,81,38,77,23,243,不合格
20090217,25,23,90,77,72,287,不合格
20090218,84,73,62,97,55,371,合格
20090219,4,37,36,74,11,162,不合格
20090220,24,67,21,51,55,218,不合格
20090221,37,61,63,54,17,232,不合格
20090222,83,9,90,31,57,270,不合格
20090223,18,46,73,96,26,259,不合格
20090224,52,76,39,72,59,298,不合格
20090225,82,38,10,59,95,284,不合格
20090226,22,52,32,94,29,229,不合格
20090227,4,53,49,33,17,156,不合格
20090228,82,83,25,78,99,367,合格
20090229,8,72,57,16,97,250,不合格
20090230,61,19,37,29,64,210,不合格
20090231,1,34,98,85,15,233,不合格
20090232,50,83,2,24,38,197,不合格
20090233,24,67,78,57,76,302,合格
20090234,12,4,90,63,1,170,不合格
20090235,26,3,12,83,63,187,不合格
20090236,94,3,32,6,7,142,不合格
20090237,40,20,24,87,95,266,不合格
20090238,23,22,79,64,53,241,不合格
20090239,73,99,92,32,85,381,合格
20090240,38,53,7,26,55,179,不合格
20090241,32,30,23,60,60,205,不合格
20090242,88,23,73,47,85,316,合格
20090243,22,35,84,6,71,218,不合格
20090244,91,24,67,2,53,237,不合格
20090245,11,54,47,52,23,187,不合格
20090246,2,43,24,11,32,112,不合格
20090247,32,11,69,82,86,280,不合格
20090248,88,78,65,85,4,320,合格
20090249,37,41,55,12,9,154,不合格
20090250,89,90,35,44,71,329,合格
20090251,94,52,50,19,30,245,不合格
20090252,54,69,97,65,19,304,合格
20090253,15,71,17,76,67,246,不合格
20090254,11,51,77,45,85,269,不合格
20090255,99,37,91,84,15,326,合格
20090256,44,28,72,43,24,211,不合格
20090257,36,69,94,94,89,382,合格
20090258,87,71,14,57,84,313,合格
20090259,53,88,74,50,68,333,合格
20090260,58,44,38,91,4,235,不合格
20090261,94,17,4,6,8,129,不合格
20090262,76,93,55,82,20,326,合格
20090263,15,45,8,84,88,240,不合格
20090264,23,79,88,55,59,304,合格
20090265,46,85,41,53,84,309,合格
20090266,85,75,68,42,41,311,合格
20090267,84,82,43,73,3,285,不合格
20090268,50,37,89,31,30,237,不合格
20090269,2,33,91,61,13,200,不合格
20090270,16,63,89,58,54,280,不合格
20090271,33,80,97,45,13,268,不合格
20090272,77,69,75,72,72,365,合格
20090273,24,89,35,48,6,202,不合格
20090274,99,41,93,32,50,315,合格
20090275,11,91,2,63,69,236,不合格
20090276,2,56,47,70,91,266,不合格
20090277,37,7,88,34,78,244,不合格
20090278,42,64,58,79,1,244,不合格
20090279,90,20,74,1,77,262,不合格
20090280,82,92,7,66,12,259,不合格
20090281,52,83,14,27,6,182,不合格
20090282,11,92,85,93,81,362,合格
20090283,31,78,6,55,46,216,不合格
20090284,93,5,12,29,25,164,不合格
20090285,16,6,38,89,37,186,不合格
20090286,75,26,50,24,50,225,不合格
20090287,63,88,51,53,82,337,合格
20090288,79,87,45,28,53,292,不合格
20090289,73,78,58,55,95,359,合格
20090290,0,40,86,37,76,239,不合格
20090291,15,97,13,38,58,221,不合格
20090292,30,77,46,51,6,210,不合格
20090293,98,12,80,57,0,247,不合格
20090294,76,70,47,10,0,203,不合格
20090295,60,18,26,5,72,181,不合格
20090296,42,80,65,57,84,328,合格
20090297,66,61,48,89,86,350,合格
20090298,95,98,55,95,2,345,合格
20090299,44,31,70,64,62,271,不合格
20090300,18,34,25,71,92,240,不合格
20090301,54,94,30,54,41,273,不合格
20090302,2,39,46,88,82,257,不合格
20090303,96,30,34,71,54,285,不合格
20090304,52,64,87,9,40,252,不合格
20090305,41,70,99,80,55,345,合格
20090306,40,17,34,48,34,173,不合格
20090307,31,75,24,41,30,201,不合格
20090308,51,14,20,96,9,190,不合格
20090309,63,94,5,12,59,233,不合格
20090310,23,38,44,74,51,230,不合格
20090311,36,94,14,87,5,236,不合格
20090312,80,62,18,1,7,168,不合格
20090313,1,79,15,48,55,198,不合格
20090314,19,42,33,4,30,128,不合格
20090315,41,18,78,28,51,216,不合格
20090316,67,33,77,46,5,228,不合格
20090317,80,0,6,56,47,189,不合格
20090318,83,95,88,13,28,307,合格
20090319,5,62,87,40,43,237,不合格
20090320,3,16,41,15,21,96,不合格
20090321,75,80,92,53,53,353,合格
20090322,62,84,38,15,56,255,不合格
20090323,0,84,92,83,68,327,合格
20090324,38,8,72,40,19,177,不合格
20090325,96,32,5,44,45,222,不合格
20090326,78,87,43,6,71,285,不合格
20090327,9,29,92,43,51,224,不合格
20090328,79,87,46,69,75,356,合格
20090329,1,74,16,85,1,177,不合格
20090330,57,8,49,34,40,188,不合格
20090331,3,47,68,45,52,215,不合格
20090332,85,60,87,39,21,292,不合格
20090333,28,49,79,25,89,270,不合格
20090334,5,60,46,31,0,142,不合格
20090335,19,12,92,72,38,233,不合格
20090336,63,87,14,0,29,193,不合格
20090337,63,63,45,71,95,337,合格
20090338,38,78,21,95,14,246,不合格
20090339,17,71,79,24,67,258,不合格
20090340,30,88,73,26,94,311,合格
20090341,65,28,24,67,55,239,不合格
20090342,53,45,51,39,77,265,不合格
20090343,86,98,22,26,0,232,不合格
20090344,75,19,53,69,53,269,不合格
20090345,70,61,42,70,42,285,不合格
