ID,国語,数学,英語,理科,社会,合計,判定
20160001,6,37,20,33,29,125,不合格
20160002,92,5,74,61,38,270,不合格
20160003,88,2,68,96,19,273,不合格
20160004,15,72,23,1,2,113,不合格
20160005,83,43,99,75,48,348,合格
20160006,61,72,29,42,29,233,不合格
20160007,20,24,56,39,6,145,不合格
20160008,58,60,11,86,88,303,合格
20160009,1,58,65,91,62,277,不合格
20160010,43,8,78,65,41,235,不合格
20160011,6,41,69,88,58,262,不合格
20160012,15,80,59,25,42,221,不合格
20160013,29,90,52,20,11,202,不合格
20160014,26,39,89,94,82,330,合格
20160015,12,91,97,14,31,245,不合格
20160016,76,6,59,35,12,188,不合格
20160017,63,95,63,6,69,296,不合格
20160018,7,85,82,15,91,280,不合格
20160019,50,34,96,49,42,271,不合格
20160020,18,5,58,36,67,184,不合格
20160021,13,21,92,54,36,216,不合格
20160022,17,75,20,34,63,209,不合格
20160023,76,16,12,92,1,197,不合格
20160024,33,32,17,0,26,108,不合格
20160025,79,42,10,97,73,301,合格
20160026,30,42,47,98,59,276,不合格
20160027,0,55,91,14,78,238,不合格
20160028,85,84,8,40,56,273,不合格
20160029,98,93,69,41,31,332,合格
20160030,57,65,70,33,36,261,不合格
20160031,81,27,51,57,64,280,不合格
20160032,95,24,88,74,90,371,合格
20160033,97,13,88,79,11,288,不合格
20160034,40,3,53,59,99,254,不合格
20160035,54,41,8,12,18,133,不合格
20160036,70,57,15,9,88,239,不合格
20160037,82,21,64,40,20,227,不合格
20160038,82,59,30,65,3,239,不合格
20160039,78,10,32,30,7,157,不合格
20160040,24,5,30,25,18,102,不合格
20160041,15,52,93,54,39,253,不合格
20160042,83,4,39,4,41,171,不合格
20160043,4,93,1,82,95,275,不合格
20160044,57,15,8,24,33,137,不合格
20160045,88,90,40,5,72,295,不合格
20160046,64,29,82,17,42,234,不合格
20160047,67,30,29,27,7,160,不合格
20160048,95,55,18,4,83,255,不合格
20160049,75,56,82,16,2,231,不合格
20160050,15,77,0,7,74,173,不合格
20160051,80,61,25,18,19,203,不合格
20160052,74,37,53,84,97,345,合格
20160053,98,81,48,60,44,331,合格
20160054,26,11,39,60,70,206,不合格
20160055,54,35,37,17,23,166,不合格
20160056,77,34,55,59,91,316,合格
20160057,26,60,29,58,98,271,不合格
20160058,23,16,68,61,17,185,不合格
20160059,54,75,28,38,66,261,不合格
20160060,60,26,52,31,13,182,不合格
20160061,85,21,0,43,34,183,不合格
20160062,14,68,9,6,23,120,不合格
20160063,65,93,36,7,7,208,不合格
20160064,60,84,45,44,5,238,不合格
20160065,42,54,1,99,57,253,不合格
20160066,67,78,9,45,58,257,不合格
20160067,26,11,28,23,60,148,不合格
20160068,17,71,88,9,7,192,不合格
20160069,7,25,67,48,88,235,不合格
20160070,55,30,90,15,42,232,不合格
20160071,24,20,67,28,28,167,不合格
20160072,25,37,28,12,40,142,不合格
20160073,69,14,59,42,68,252,不合格
20160074,12,29,42,71,83,237,不合格
20160075,82,96,28,45,94,345,合格
20160076,18,99,71,27,80,295,不合格
20160077,43,9,39,98,16,205,不合格
20160078,92,94,3,95,24,308,合格
20160079,71,92,1,8,64,236,不合格
20160080,90,22,36,13,78,239,不合格
20160081,65,23,90,76,6,260,不合格
20160082,31,42,90,10,8,181,不合格
20160083,17,5,32,98,7,159,不合格
20160084,59,63,60,29,97,308,合格
20160085,20,21,69,10,30,150,不合格
20160086,80,37,77,57,6,257,不合格
20160087,9,94,96,53,44,296,不合格
20160088,2,11,36,4,45,98,不合格
20160089,72,78,91,48,84,373,合格
20160090,30,64,83,58,18,253,不合格
20160091,0,82,27,27,52,188,不合格
20160092,69,71,27,67,39,273,不合格
20160093,86,12,70,75,74,317,合格
20160094,13,16,38,39,45,151,不合格
20160095,94,74,57,99,99,423,合格
20160096,34,98,76,61,77,346,合格
20160097,7,25,95,39,33,199,不合格
20160098,23,93,2,60,41,219,不合格
20160099,19,99,53,57,34,262,不合格
20160100,11,47,72,20,91,241,不合格
20160101,54,11,27,25,99,216,不合格
20160102,66,38,62,42,55,263,不合格
20160103,82,80,19,56,38,275,不合格
20160104,35,33,58,65,94,285,不合格
20160105,98,25,25,10,44,202,不合格
20160106,72,85,20,55,31,263,不合格
20160107,57,63,51,68,65,304,合格
20160108,81,30,54,19,31,215,不合格
20160109,20,17,92,1,43,173,不合格
20160110,9,65,68,10,34,186,不合格
20160111,73,17,31,70,18,209,不合格
20160112,14,8,77,93,10,202,不合格
20160113,37,36,53,89,1,216,不合格
20160114,46,38,67,16,15,182,不合格
20160115,13,6,11,95,87,212,不合格
20160116,58,19,48,4,21,150,不合格
20160117,83,15,25,45,60,228,不合格
20160118,81,74,18,92,72,337,合格
20160119,64,19,62,18,93,256,不合格
