ID,国語,数学,英語,理科,社会,合計,判定
20010001,96,24,30,20,54,224,不合格
20010002,55,0,35,32,71,193,不合格
20010003,38,44,60,84,16,242,不合格
20010004,84,84,89,85,39,381,合格
20010005,64,30,18,54,97,263,不合格
20010006,24,95,4,51,29,203,不合格
20010007,19,11,79,20,43,172,不合格
20010008,93,54,58,48,16,269,不合格
20010009,12,37,93,14,64,220,不合格
20010010,47,36,48,78,61,270,不合格
20010011,72,55,9,12,70,218,不合格
20010012,20,43,6,87,43,199,不合格
20010013,16,91,23,27,67,224,不合格
20010014,89,46,18,72,66,291,不合格
20010015,30,27,78,30,78,243,不合格
20010016,2,24,5,6,18,55,不合格
20010017,77,3,85,79,62,306,合格
20010018,16,60,33,27,92,228,不合格
20010019,35,90,28,24,28,205,不合格
20010020,62,92,92,24,49,319,合格
20010021,5,42,6,2,75,130,不合格
20010022,32,18,73,92,47,262,不合格
20010023,16,48,82,48,35,229,不合格
20010024,61,59,20,16,64,220,不合格
20010025,87,4,39,7,30,167,不合格
20010026,77,52,64,99,80,372,合格
20010027,31,30,28,82,20,191,不合格
20010028,81,90,4,31,68,274,不合格
20010029,25,96,7,80,47,255,不合格
20010030,25,65,11,45,92,238,不合格
20010031,84,57,65,37,12,255,不合格
20010032,87,22,50,56,93,308,合格
20010033,58,97,43,78,50,326,合格
20010034,10,51,42,48,90,241,不合格
20010035,31,45,36,85,2,199,不合格
20010036,1,98,51,40,96,286,不合格
20010037,26,91,52,22,68,259,不合格
20010038,16,18,84,26,17,161,不合格
20010039,2,33,96,55,71,257,不合格
20010040,87,0,65,6,94,252,不合格
20010041,32,13,54,79,8,186,不合格
20010042,62,31,33,95,77,298,不合格
20010043,40,18,59,70,62,249,不合格
20010044,4,7,95,71,39,216,不合格
20010045,10,8,95,19,96,228,不合格
20010046,59,17,83,6,99,264,不合格
20010047,16,59,44,73,19,211,不合格
20010048,41,78,77,39,55,290,不合格
20010049,9,54,62,32,55,212,不合格
20010050,83,21,54,40,33,231,不合格
20010051,48,43,95,48,67,301,合格
20010052,37,66,62,32,74,271,不合格
20010053,79,70,2,11,28,190,不合格
20010054,72,47,57,47,41,264,不合格
20010055,24,6,55,85,52,222,不合格
20010056,17,24,73,67,2,183,不合格
20010057,48,28,62,99,16,253,不合格
20010058,42,87,76,8,78,291,不合格
20010059,76,7,3,60,39,185,不合格
20010060,94,61,35,60,29,279,不合格
20010061,4,62,16,63,53,198,不合格
20010062,37,8,68,50,93,256,不合格
20010063,54,9,52,88,19,222,不合格
20010064,73,93,62,45,95,368,合格
20010065,60,35,31,69,36,231,不合格
20010066,85,76,29,6,67,263,不合格
20010067,45,29,17,1,75,167,不合格
20010068,72,14,48,68,77,279,不合格
20010069,93,66,13,43,44,259,不合格
20010070,33,71,18,60,36,218,不合格
20010071,15,95,39,95,77,321,合格
20010072,64,87,24,12,33,220,不合格
20010073,66,34,79,97,59,335,合格
20010074,26,13,48,14,50,151,不合格
20010075,16,64,63,35,75,253,不合格
20010076,33,85,48,51,50,267,不合格
20010077,60,20,67,92,67,306,合格
20010078,13,77,77,64,48,279,不合格
20010079,24,64,69,7,83,247,不合格
20010080,84,12,11,96,22,225,不合格
20010081,55,69,23,83,87,317,合格
20010082,58,73,58,94,97,380,合格
20010083,58,75,8,11,6,158,不合格
20010084,86,70,32,4,99,291,不合格
20010085,66,39,34,71,83,293,不合格
20010086,97,69,32,76,49,323,合格
20010087,87,53,24,71,41,276,不合格
20010088,23,84,19,58,21,205,不合格
20010089,69,59,50,92,32,302,合格
20010090,29,45,75,12,88,249,不合格
20010091,63,12,58,73,8,214,不合格
20010092,56,56,3,95,1,211,不合格
20010093,93,47,2,71,88,301,合格
20010094,17,63,34,59,87,260,不合格
20010095,73,16,99,96,5,289,不合格
20010096,5,58,53,44,81,241,不合格
20010097,73,41,79,30,15,238,不合格
20010098,12,51,77,43,23,206,不合格
20010099,36,92,15,91,4,238,不合格
20010100,82,7,5,23,72,189,不合格
20010101,22,2,34,14,75,147,不合格
20010102,90,72,34,20,88,304,合格
20010103,45,68,12,58,0,183,不合格
20010104,78,12,18,67,22,197,不合格
20010105,96,58,24,54,46,278,不合格
20010106,0,89,41,6,62,198,不合格
20010107,5,78,14,33,22,152,不合格
20010108,70,33,92,30,31,256,不合格
20010109,43,64,44,98,83,332,合格
20010110,94,90,15,29,84,312,合格
20010111,87,88,61,41,47,324,合格
20010112,94,50,14,12,45,215,不合格
20010113,84,81,43,45,59,312,合格
20010114,33,46,78,0,1,158,不合格
20010115,30,68,80,83,74,335,合格
20010116,54,86,91,39,42,312,合格
20010117,73,44,63,67,63,310,合格
20010118,77,85,52,73,1,288,不合格
20010119,95,15,9,97,14,230,不合格
20010120,31,53,87,17,73,261,不合格
20010121,28,57,19,17,76,197,不合格
20010122,57,8,95,99,19,278,不合格
20010123,21,37,23,9,38,128,不合格
20010124,12,4,67,57,98,238,不合格
20010125,14,1,84,93,12,204,不合格
20010126,30,43,90,85,34,282,不合格
