ID,国語,数学,英語,理科,社会,合計,判定
20190001,14,65,67,72,85,303,合格
20190002,53,40,5,9,48,155,不合格
20190003,60,58,28,53,47,246,不合格
20190004,29,89,73,41,91,323,合格
20190005,97,14,40,42,90,283,不合格
20190006,6,24,54,50,89,223,不合格
20190007,92,53,95,98,84,422,合格
20190008,51,96,31,84,2,264,不合格
20190009,21,81,40,44,5,191,不合格
20190010,75,51,52,72,64,314,合格
20190011,58,52,32,24,77,243,不合格
20190012,52,99,11,78,29,269,不合格
20190013,63,46,28,40,46,223,不合格
20190014,23,57,30,85,17,212,不合格
20190015,42,63,67,3,49,224,不合格
20190016,79,80,16,17,47,239,不合格
20190017,41,5,16,4,77,143,不合格
20190018,28,59,8,87,53,235,不合格
20190019,66,32,94,99,38,329,合格
20190020,95,17,18,60,21,211,不合格
20190021,0,15,70,25,8,118,不合格
20190022,91,81,82,2,13,269,不合格
20190023,90,12,74,83,66,325,合格
20190024,99,45,65,65,95,369,合格
20190025,2,83,90,12,98,285,不合格
20190026,93,52,47,90,97,379,合格
20190027,35,46,88,58,3,230,不合格
20190028,65,95,93,13,88,354,合格
20190029,45,28,39,54,29,195,不合格
20190030,25,82,49,98,34,288,不合格
20190031,6,74,94,5,50,229,不合格
20190032,2,2,56,17,11,88,不合格
20190033,24,50,72,35,4,185,不合格
20190034,97,94,24,82,65,362,合格
20190035,82,15,4,43,19,163,不合格
20190036,69,56,98,18,36,277,不合格
20190037,57,69,26,9,98,259,不合格
20190038,47,63,94,19,90,313,合格
20190039,98,2,56,8,84,248,不合格
20190040,89,60,13,30,62,254,不合格
20190041,99,23,27,26,58,233,不合格
20190042,61,54,34,70,78,297,不合格
20190043,99,54,85,38,58,334,合格
20190044,77,32,45,42,8,204,不合格
20190045,49,22,91,55,92,309,合格
20190046,43,23,31,72,69,238,不合格
20190047,56,79,50,79,70,334,合格
20190048,30,32,33,19,44,158,不合格
20190049,10,12,19,10,15,66,不合格
20190050,87,52,39,29,42,249,不合格
20190051,70,59,9,16,23,177,不合格
20190052,28,60,89,49,75,301,合格
20190053,27,46,14,88,88,263,不合格
20190054,73,87,88,26,7,281,不合格
20190055,2,30,65,25,16,138,不合格
20190056,85,94,59,65,2,305,合格
20190057,28,77,65,11,29,210,不合格
20190058,26,70,84,30,55,265,不合格
20190059,44,38,49,8,14,153,不合格
20190060,88,11,43,3,81,226,不合格
20190061,14,52,42,11,16,135,不合格
20190062,47,91,22,39,60,259,不合格
20190063,53,99,65,71,90,378,合格
20190064,87,91,16,85,49,328,合格
20190065,85,71,4,88,76,324,合格
20190066,74,87,19,91,42,313,合格
20190067,68,49,89,73,4,283,不合格
20190068,6,16,85,0,18,125,不合格
20190069,85,70,46,43,41,285,不合格
20190070,44,64,0,8,24,140,不合格
20190071,81,1,98,72,68,320,合格
20190072,4,10,48,4,42,108,不合格
20190073,78,52,15,47,54,246,不合格
20190074,68,69,88,22,80,327,合格
20190075,86,47,91,49,0,273,不合格
20190076,36,74,12,2,21,145,不合格
20190077,78,52,65,79,45,319,合格
20190078,83,27,96,53,14,273,不合格
20190079,44,24,92,48,70,278,不合格
20190080,5,16,57,72,69,219,不合格
20190081,38,20,72,8,29,167,不合格
20190082,28,42,9,92,8,179,不合格
20190083,35,55,16,35,5,146,不合格
20190084,26,83,28,11,97,245,不合格
20190085,16,90,21,53,20,200,不合格
20190086,24,81,82,48,23,258,不合格
20190087,28,12,29,2,24,95,不合格
20190088,10,71,88,3,86,258,不合格
20190089,93,45,69,44,43,294,不合格
20190090,13,35,3,75,46,172,不合格
20190091,33,11,55,86,23,208,不合格
20190092,69,86,97,42,46,340,合格
20190093,80,69,37,65,47,298,不合格
20190094,13,61,59,90,80,303,合格
20190095,79,96,73,29,43,320,合格
20190096,37,29,44,72,21,203,不合格
20190097,78,4,3,71,15,171,不合格
20190098,10,19,4,15,71,119,不合格
20190099,19,10,7,27,45,108,不合格
20190100,68,31,47,29,42,217,不合格
20190101,14,15,48,63,41,181,不合格
20190102,59,46,44,19,11,179,不合格
20190103,70,62,75,15,51,273,不合格
20190104,19,7,47,64,32,169,不合格
20190105,59,18,96,62,23,258,不合格
20190106,44,63,68,13,91,279,不合格
20190107,77,72,93,72,2,316,合格
20190108,63,16,87,51,54,271,不合格
20190109,11,27,20,47,23,128,不合格
20190110,78,25,97,52,16,268,不合格
20190111,61,26,70,90,60,307,合格
20190112,32,90,88,45,69,324,合格
20190113,33,87,66,46,85,317,合格
20190114,7,39,58,49,30,183,不合格
20190115,22,23,67,70,49,231,不合格
20190116,97,33,7,65,82,284,不合格
20190117,72,61,63,64,86,346,合格
20190118,53,61,36,84,17,251,不合格
20190119,68,95,25,98,14,300,合格
20190120,57,8,63,1,76,205,不合格
20190121,57,67,93,19,30,266,不合格
20190122,7,6,62,6,96,177,不合格
20190123,74,87,70,20,54,305,合格
20190124,36,83,44,53,37,253,不合格
20190125,50,35,70,24,14,193,不合格
20190126,84,70,12,91,47,304,合格
20190127,86,70,69,96,9,330,合格
20190128,95,26,81,76,7,285,不合格
20190129,86,1,62,81,8,238,不合格
20190130,20,39,47,10,75,191,不合格
20190131,46,58,6,20,67,197,不合格
20190132,30,12,65,57,69,233,不合格
20190133,11,14,31,78,42,176,不合格
20190134,71,31,45,45,18,210,不合格
20190135,49,40,28,66,31,214,不合格
20190136,57,78,51,39,6,231,不合格
20190137,57,43,12,28,25,165,不合格
20190138,22,59,84,33,21,219,不合格
20190139,33,67,41,86,41,268,不合格
20190140,56,0,20,91,38,205,不合格
20190141,37,0,19,54,62,172,不合格
20190142,58,31,46,5,84,224,不合格
20190143,47,6,57,46,37,193,不合格
20190144,35,65,29,70,7,206,不合格
20190145,5,42,98,31,18,194,不合格
20190146,24,79,95,23,24,245,不合格
20190147,87,22,22,26,80,237,不合格
20190148,94,71,75,94,30,364,合格
20190149,29,37,40,84,98,288,不合格
20190150,96,84,23,80,68,351,合格
20190151,39,75,77,28,90,309,合格
20190152,98,46,59,10,62,275,不合格
20190153,19,45,25,59,27,175,不合格
20190154,88,10,14,13,26,151,不合格
20190155,57,47,50,42,97,293,不合格
20190156,43,0,89,84,0,216,不合格
20190157,48,41,29,20,36,174,不合格
20190158,92,27,74,32,65,290,不合格
20190159,17,56,95,21,80,269,不合格
20190160,74,58,40,24,73,269,不合格
20190161,30,76,42,60,68,276,不合格
20190162,70,79,58,53,71,331,合格
20190163,23,25,82,61,37,228,不合格
20190164,21,51,65,23,91,251,不合格
20190165,40,42,82,9,30,203,不合格
20190166,27,40,95,31,86,279,不合格
20190167,9,81,31,5,43,169,不合格
20190168,61,37,66,45,23,232,不合格
20190169,37,37,13,49,20,156,不合格
20190170,69,75,81,91,5,321,合格
20190171,84,83,19,8,9,203,不合格
20190172,50,40,88,67,18,263,不合格
20190173,39,32,77,6,41,195,不合格
20190174,52,90,20,84,45,291,不合格
20190175,43,44,17,70,87,261,不合格
20190176,70,85,84,30,46,315,合格
20190177,13,48,7,34,51,153,不合格
20190178,32,8,12,24,88,164,不合格
20190179,88,13,83,7,3,194,不合格
20190180,75,76,15,42,27,235,不合格
20190181,47,73,35,19,22,196,不合格
20190182,37,13,54,64,17,185,不合格
20190183,38,82,34,28,42,224,不合格
20190184,12,56,56,34,63,221,不合格
20190185,66,60,29,22,64,241,不合格
20190186,22,84,33,67,54,260,不合格
20190187,36,96,66,65,58,321,合格
20190188,76,2,63,38,37,216,不合格
20190189,21,22,86,4,21,154,不合格
20190190,68,60,71,31,93,323,合格
20190191,33,19,88,68,73,281,不合格
20190192,83,12,83,50,54,282,不合格
20190193,89,0,69,69,60,287,不合格
20190194,19,11,71,65,60,226,不合格
20190195,45,72,13,91,6,227,不合格
20190196,78,32,7,38,95,250,不合格
20190197,83,64,39,81,78,345,合格
20190198,13,81,79,82,84,339,合格
20190199,88,38,31,11,39,207,不合格
20190200,88,4,67,59,95,313,合格
20190201,65,63,26,13,32,199,不合格
20190202,79,19,95,86,40,319,合格
20190203,95,58,65,7,30,255,不合格
20190204,2,55,16,63,56,192,不合格
20190205,61,15,83,70,12,241,不合格
20190206,76,18,41,12,55,202,不合格
20190207,41,20,86,7,17,171,不合格
20190208,16,17,5,26,34,98,不合格
20190209,99,8,57,48,61,273,不合格
20190210,78,97,48,80,9,312,合格
20190211,74,6,57,45,67,249,不合格
20190212,8,91,78,26,15,218,不合格
20190213,76,73,25,21,92,287,不合格
20190214,78,42,2,48,89,259,不合格
20190215,81,97,50,52,95,375,合格
20190216,39,57,43,35,61,235,不合格
20190217,56,78,9,18,80,241,不合格
20190218,17,50,3,58,16,144,不合格
20190219,8,78,79,34,57,256,不合格
20190220,38,4,71,16,67,196,不合格
20190221,84,29,7,26,50,196,不合格
20190222,87,77,25,44,18,251,不合格
20190223,75,87,69,10,5,246,不合格
20190224,84,46,29,51,58,268,不合格
20190225,76,0,85,73,52,286,不合格
20190226,80,73,22,70,0,245,不合格
20190227,76,86,99,42,91,394,合格
20190228,61,29,82,65,34,271,不合格
20190229,19,13,85,47,57,221,不合格
20190230,22,50,92,85,37,286,不合格
20190231,20,48,87,38,97,290,不合格
20190232,94,57,5,84,18,258,不合格
20190233,22,83,80,11,87,283,不合格
20190234,68,63,96,9,91,327,合格
20190235,28,35,78,51,27,219,不合格
20190236,18,48,21,37,79,203,不合格
20190237,33,72,19,4,10,138,不合格
20190238,82,28,58,39,62,269,不合格
20190239,33,8,85,87,34,247,不合格
20190240,8,43,98,2,59,210,不合格
20190241,3,18,7,80,31,139,不合格
20190242,13,50,28,70,96,257,不合格
20190243,32,33,96,81,63,305,合格
20190244,2,70,44,42,66,224,不合格
20190245,24,5,14,17,30,90,不合格
20190246,34,17,63,35,14,163,不合格
20190247,27,55,68,69,4,223,不合格
20190248,42,75,23,84,89,313,合格
20190249,20,70,16,12,63,181,不合格
20190250,35,74,59,63,52,283,不合格
20190251,98,36,56,48,73,311,合格
20190252,50,15,93,6,58,222,不合格
20190253,22,3,49,60,67,201,不合格
20190254,18,87,37,75,81,298,不合格
20190255,14,94,62,20,80,270,不合格
20190256,17,68,90,69,74,318,合格
20190257,79,21,86,37,33,256,不合格
