ID,国語,数学,英語,理科,社会,合計,判定
20060001,48,41,3,28,85,205,不合格
20060002,47,63,34,35,35,214,不合格
20060003,59,47,7,91,47,251,不合格
20060004,76,28,50,86,69,309,合格
20060005,50,75,80,41,76,322,合格
20060006,16,8,85,72,17,198,不合格
20060007,27,18,70,7,64,186,不合格
20060008,23,19,23,31,9,105,不合格
20060009,76,2,73,79,13,243,不合格
20060010,61,5,7,62,67,202,不合格
20060011,11,24,96,67,24,222,不合格
20060012,16,94,32,73,27,242,不合格
20060013,97,64,81,12,69,323,合格
20060014,51,16,52,60,77,256,不合格
20060015,5,72,29,1,32,139,不合格
20060016,44,32,34,17,62,189,不合格
20060017,53,39,65,40,98,295,不合格
20060018,70,84,96,84,35,369,合格
20060019,57,19,20,44,34,174,不合格
20060020,96,42,62,37,24,261,不合格
20060021,19,4,83,81,95,282,不合格
20060022,22,16,35,6,49,128,不合格
20060023,42,50,5,63,33,193,不合格
20060024,30,17,23,29,85,184,不合格
20060025,90,17,41,6,85,239,不合格
20060026,49,79,55,98,26,307,合格
20060027,83,82,5,61,48,279,不合格
20060028,15,52,83,62,11,223,不合格
20060029,43,99,8,73,97,320,合格
20060030,26,97,8,65,29,225,不合格
20060031,0,14,85,1,97,197,不合格
20060032,67,6,10,52,41,176,不合格
20060033,91,4,68,62,40,265,不合格
20060034,90,79,54,78,80,381,合格
20060035,53,29,92,32,1,207,不合格
20060036,2,43,98,62,28,233,不合格
20060037,69,36,43,43,39,230,不合格
20060038,89,0,5,2,88,184,不合格
20060039,29,52,74,75,9,239,不合格
20060040,2,68,43,44,62,219,不合格
20060041,82,55,15,92,10,254,不合格
20060042,80,83,92,96,90,441,合格
20060043,76,56,56,61,38,287,不合格
20060044,51,41,25,81,39,237,不合格
20060045,80,29,74,25,59,267,不合格
20060046,5,11,90,37,17,160,不合格
20060047,44,81,65,29,48,267,不合格
20060048,44,98,59,4,54,259,不合格
20060049,13,55,68,77,18,231,不合格
20060050,51,79,19,27,23,199,不合格
20060051,42,18,47,95,34,236,不合格
20060052,39,14,43,27,28,151,不合格
20060053,27,49,69,40,16,201,不合格
20060054,6,97,14,65,2,184,不合格
20060055,82,19,78,26,60,265,不合格
20060056,78,38,71,32,72,291,不合格
