ID,国語,数学,英語,理科,社会,合計,判定
20020001,68,42,44,76,69,299,不合格
20020002,94,87,56,91,86,414,合格
20020003,47,38,88,26,65,264,不合格
20020004,34,35,1,71,41,182,不合格
20020005,9,26,4,28,93,160,不合格
20020006,74,68,12,57,20,231,不合格
20020007,87,16,97,6,98,304,合格
20020008,47,78,72,1,9,207,不合格
20020009,64,58,63,24,10,219,不合格
20020010,80,64,58,14,92,308,合格
20020011,54,35,52,41,92,274,不合格
20020012,89,65,64,6,17,241,不合格
20020013,81,22,54,7,93,257,不合格
20020014,82,46,87,66,53,334,合格
20020015,91,86,36,37,30,280,不合格
20020016,96,85,99,85,21,386,合格
20020017,46,35,75,93,82,331,合格
20020018,14,31,8,5,99,157,不合格
20020019,81,98,50,56,10,295,不合格
20020020,23,3,69,43,52,190,不合格
20020021,75,77,36,76,55,319,合格
20020022,12,60,40,69,79,260,不合格
20020023,9,94,24,98,49,274,不合格
20020024,74,24,79,21,98,296,不合格
20020025,42,65,12,94,98,311,合格
20020026,25,18,75,17,85,220,不合格
20020027,36,80,91,4,58,269,不合格
20020028,46,81,68,91,80,366,合格
20020029,31,49,59,18,56,213,不合格
20020030,28,36,2,8,41,115,不合格
20020031,65,34,75,69,72,315,合格
20020032,60,98,30,33,14,235,不合格
20020033,7,50,28,61,42,188,不合格
20020034,34,71,90,68,46,309,合格
20020035,46,44,5,30,61,186,不合格
20020036,68,60,9,4,72,213,不合格
20020037,78,82,42,7,36,245,不合格
20020038,43,23,74,93,93,326,合格
20020039,63,56,58,78,5,260,不合格
20020040,56,88,87,84,67,382,合格
20020041,40,95,84,85,51,355,合格
20020042,16,62,95,95,99,367,合格
20020043,8,49,62,54,99,272,不合格
20020044,38,8,54,85,66,251,不合格
20020045,58,54,11,63,19,205,不合格
20020046,97,49,77,43,42,308,合格
20020047,31,7,36,66,88,228,不合格
20020048,9,67,39,87,68,270,不合格
20020049,93,55,82,99,0,329,合格
20020050,9,40,99,91,16,255,不合格
20020051,76,45,83,29,78,311,合格
20020052,11,90,6,55,80,242,不合格
20020053,46,61,61,11,28,207,不合格
20020054,17,88,14,52,50,221,不合格
20020055,35,16,10,37,87,185,不合格
20020056,22,61,33,68,84,268,不合格
20020057,66,18,17,68,26,195,不合格
20020058,96,46,69,59,86,356,合格
20020059,12,86,84,68,14,264,不合格
20020060,52,6,7,34,17,116,不合格
20020061,21,34,35,4,74,168,不合格
20020062,20,30,96,18,13,177,不合格
20020063,12,53,33,85,22,205,不合格
20020064,19,14,66,97,90,286,不合格
20020065,24,69,34,22,1,150,不合格
20020066,10,48,29,88,82,257,不合格
20020067,68,38,80,20,41,247,不合格
20020068,1,38,3,64,29,135,不合格
20020069,65,16,78,88,30,277,不合格
20020070,68,82,21,60,2,233,不合格
20020071,70,26,35,79,38,248,不合格
20020072,36,68,11,24,79,218,不合格
20020073,43,70,49,56,22,240,不合格
20020074,37,88,57,0,16,198,不合格
20020075,2,32,61,17,4,116,不合格
20020076,62,24,52,91,1,230,不合格
20020077,31,54,64,53,31,233,不合格
20020078,25,30,25,64,91,235,不合格
20020079,27,74,88,72,81,342,合格
20020080,37,10,97,36,88,268,不合格
20020081,30,95,84,63,74,346,合格
20020082,11,20,78,48,98,255,不合格
20020083,25,30,25,22,61,163,不合格
20020084,12,28,44,0,98,182,不合格
20020085,23,47,90,93,96,349,合格
20020086,67,80,29,42,15,233,不合格
20020087,44,87,51,23,24,229,不合格
20020088,76,19,80,23,29,227,不合格
20020089,87,30,23,82,92,314,合格
20020090,20,69,43,39,83,254,不合格
20020091,34,10,48,75,34,201,不合格
20020092,95,20,49,31,11,206,不合格
20020093,69,73,45,47,92,326,合格
20020094,60,28,10,96,53,247,不合格
20020095,96,21,51,61,12,241,不合格
20020096,54,54,76,23,79,286,不合格
20020097,79,36,59,68,26,268,不合格
20020098,33,64,24,39,59,219,不合格
20020099,49,68,91,61,96,365,合格
20020100,97,39,58,24,89,307,合格
20020101,51,88,4,61,59,263,不合格
20020102,68,48,78,23,78,295,不合格
20020103,43,35,83,12,64,237,不合格
20020104,95,73,55,9,50,282,不合格
20020105,42,12,16,84,83,237,不合格
20020106,49,8,26,16,89,188,不合格
20020107,67,87,95,89,46,384,合格
20020108,26,23,97,95,31,272,不合格
20020109,83,36,62,74,48,303,合格
20020110,88,58,30,83,79,338,合格
20020111,78,75,56,33,2,244,不合格
20020112,74,87,54,82,84,381,合格
20020113,23,40,71,15,51,200,不合格
20020114,85,85,32,1,59,262,不合格
20020115,89,22,22,87,73,293,不合格
20020116,11,47,77,19,15,169,不合格
20020117,77,97,92,35,10,311,合格
20020118,21,48,92,33,88,282,不合格
20020119,26,36,2,58,63,185,不合格
20020120,47,72,62,86,21,288,不合格
20020121,19,66,18,60,73,236,不合格
20020122,17,43,90,42,92,284,不合格
20020123,55,26,8,32,9,130,不合格
20020124,33,4,0,15,48,100,不合格
20020125,95,56,44,66,51,312,合格
20020126,71,96,9,56,62,294,不合格
20020127,93,93,68,16,12,282,不合格
20020128,97,7,83,29,63,279,不合格
20020129,98,25,37,70,64,294,不合格
20020130,61,76,31,5,52,225,不合格
20020131,37,86,0,80,16,219,不合格
20020132,97,51,54,87,45,334,合格
20020133,60,50,63,87,7,267,不合格
20020134,2,14,54,12,7,89,不合格
20020135,64,93,30,14,6,207,不合格
20020136,79,6,36,69,60,250,不合格
20020137,95,70,86,20,14,285,不合格
20020138,40,23,23,85,99,270,不合格
20020139,58,82,59,89,36,324,合格
20020140,39,85,27,93,76,320,合格
20020141,80,87,33,74,23,297,不合格
20020142,29,28,32,5,61,155,不合格
20020143,58,93,97,8,63,319,合格
20020144,14,54,10,59,5,142,不合格
20020145,53,13,15,55,53,189,不合格
20020146,86,1,42,8,24,161,不合格
20020147,83,70,69,2,3,227,不合格
20020148,88,68,27,28,17,228,不合格
20020149,91,59,49,20,18,237,不合格
20020150,29,16,14,80,19,158,不合格
20020151,4,61,1,77,22,165,不合格
20020152,19,57,24,82,6,188,不合格
20020153,83,39,5,81,74,282,不合格
20020154,24,10,13,37,93,177,不合格
20020155,46,6,95,76,28,251,不合格
20020156,69,9,62,70,67,277,不合格
20020157,22,36,35,87,48,228,不合格
20020158,68,78,33,4,49,232,不合格
20020159,15,42,93,61,44,255,不合格
20020160,74,9,42,35,6,166,不合格
20020161,21,98,40,48,71,278,不合格
20020162,11,52,79,56,65,263,不合格
20020163,23,7,52,67,10,159,不合格
20020164,16,34,92,83,82,307,合格
20020165,12,36,69,10,62,189,不合格
20020166,54,4,5,60,20,143,不合格
20020167,37,88,65,86,44,320,合格
20020168,21,79,36,28,32,196,不合格
20020169,22,46,9,77,67,221,不合格
20020170,94,76,42,52,65,329,合格
20020171,80,13,60,67,70,290,不合格
20020172,10,59,54,1,78,202,不合格
20020173,3,46,96,65,73,283,不合格
20020174,22,25,90,18,90,245,不合格
20020175,31,11,8,11,50,111,不合格
20020176,91,12,68,3,14,188,不合格
20020177,33,55,54,54,95,291,不合格
20020178,37,19,11,86,62,215,不合格
20020179,66,17,49,51,20,203,不合格
20020180,85,82,25,61,23,276,不合格
20020181,23,86,32,40,6,187,不合格
20020182,23,61,79,12,25,200,不合格
20020183,88,50,19,42,4,203,不合格
20020184,2,47,23,88,67,227,不合格
20020185,8,15,49,57,92,221,不合格
20020186,74,3,90,77,62,306,合格
20020187,51,17,8,21,3,100,不合格
20020188,37,65,12,47,80,241,不合格
20020189,54,62,26,91,80,313,合格
20020190,84,82,35,23,93,317,合格
20020191,34,5,7,24,92,162,不合格
20020192,65,48,2,62,54,231,不合格
20020193,17,57,88,56,40,258,不合格
20020194,74,27,63,44,90,298,不合格
20020195,8,51,72,49,79,259,不合格
20020196,48,80,53,85,87,353,合格
20020197,57,68,19,65,28,237,不合格
20020198,22,66,7,83,47,225,不合格
20020199,29,77,50,83,98,337,合格
20020200,5,48,39,69,57,218,不合格
20020201,21,85,54,94,55,309,合格
20020202,96,61,70,56,71,354,合格
20020203,8,43,42,93,40,226,不合格
20020204,92,80,33,69,21,295,不合格
20020205,7,34,84,75,17,217,不合格
20020206,21,74,11,91,1,198,不合格
20020207,22,88,68,32,26,236,不合格
20020208,66,2,55,89,41,253,不合格
20020209,30,44,17,69,70,230,不合格
20020210,77,47,55,86,55,320,合格
20020211,67,2,42,45,27,183,不合格
20020212,30,73,91,16,81,291,不合格
20020213,93,14,3,83,99,292,不合格
20020214,94,49,25,52,44,264,不合格
20020215,26,92,82,41,28,269,不合格
20020216,91,0,95,40,16,242,不合格
20020217,34,35,18,65,77,229,不合格
20020218,87,3,93,0,9,192,不合格
20020219,11,1,4,29,72,117,不合格
20020220,32,33,86,11,18,180,不合格
20020221,37,32,67,29,70,235,不合格
20020222,37,83,93,49,76,338,合格
20020223,94,14,11,85,68,272,不合格
20020224,28,16,26,5,4,79,不合格
20020225,21,20,62,44,21,168,不合格
20020226,5,23,74,66,15,183,不合格
20020227,90,61,85,3,67,306,合格
20020228,76,49,20,56,50,251,不合格
20020229,74,51,36,25,2,188,不合格
20020230,50,45,51,81,47,274,不合格
20020231,22,99,32,0,23,176,不合格
20020232,71,16,51,82,91,311,合格
20020233,81,77,29,35,86,308,合格
20020234,46,37,55,73,51,262,不合格
20020235,76,19,34,65,16,210,不合格
20020236,4,98,75,29,8,214,不合格
20020237,61,54,38,94,69,316,合格
20020238,98,92,8,20,59,277,不合格
20020239,32,70,45,1,58,206,不合格
20020240,2,1,19,43,23,88,不合格
20020241,22,4,42,86,80,234,不合格
20020242,45,20,99,78,83,325,合格
20020243,59,18,47,39,59,222,不合格
20020244,18,64,30,35,25,172,不合格
20020245,63,62,2,80,89,296,不合格
20020246,1,67,1,47,91,207,不合格
20020247,96,72,45,14,68,295,不合格
20020248,0,56,70,80,93,299,不合格
20020249,6,85,72,77,85,325,合格
20020250,70,79,83,23,16,271,不合格
20020251,66,49,15,14,74,218,不合格
20020252,3,30,90,26,39,188,不合格
20020253,11,53,56,96,72,288,不合格
20020254,65,44,86,99,10,304,合格
20020255,53,57,35,80,17,242,不合格
20020256,90,75,49,95,47,356,合格
20020257,78,98,66,49,92,383,合格
20020258,48,26,24,60,8,166,不合格
20020259,24,19,4,33,66,146,不合格
20020260,28,50,38,24,99,239,不合格
20020261,65,72,62,25,85,309,合格
20020262,21,66,84,89,15,275,不合格
20020263,20,23,13,75,60,191,不合格
20020264,14,28,69,1,28,140,不合格
20020265,35,40,91,96,97,359,合格
20020266,76,94,70,8,29,277,不合格
20020267,64,40,88,34,21,247,不合格
20020268,46,89,66,33,61,295,不合格
20020269,57,97,89,75,9,327,合格
20020270,83,78,15,9,91,276,不合格
20020271,56,73,3,73,3,208,不合格
20020272,51,86,13,28,71,249,不合格
20020273,30,15,86,51,15,197,不合格
20020274,52,74,41,21,82,270,不合格
20020275,80,6,67,87,99,339,合格
20020276,72,71,43,98,78,362,合格
20020277,80,46,30,13,8,177,不合格
20020278,46,81,78,1,62,268,不合格
20020279,33,89,11,31,13,177,不合格
20020280,69,35,86,40,60,290,不合格
20020281,45,57,36,89,92,319,合格
20020282,42,45,85,15,65,252,不合格
20020283,66,15,62,34,2,179,不合格
20020284,18,64,77,45,73,277,不合格
20020285,4,51,19,17,63,154,不合格
20020286,7,87,54,86,21,255,不合格
20020287,4,80,66,20,31,201,不合格
20020288,84,58,42,93,93,370,合格
20020289,44,70,98,85,2,299,不合格
20020290,17,96,0,64,62,239,不合格
20020291,85,89,31,14,21,240,不合格
20020292,21,47,63,49,75,255,不合格
20020293,34,1,50,73,81,239,不合格
20020294,25,46,31,10,81,193,不合格
20020295,7,50,8,26,28,119,不合格
20020296,11,4,29,20,70,134,不合格
20020297,42,61,36,92,77,308,合格
20020298,11,0,73,10,1,95,不合格
20020299,42,77,61,87,70,337,合格
20020300,39,9,64,99,74,285,不合格
20020301,34,61,5,60,54,214,不合格
20020302,92,49,4,87,31,263,不合格
20020303,35,69,39,23,39,205,不合格
20020304,23,97,25,24,77,246,不合格
20020305,59,88,68,59,40,314,合格
20020306,0,42,57,93,87,279,不合格
20020307,24,70,15,69,28,206,不合格
20020308,51,8,57,32,56,204,不合格
20020309,47,32,58,53,32,222,不合格
20020310,80,14,61,85,51,291,不合格
20020311,66,0,22,2,26,116,不合格
20020312,17,99,81,60,33,290,不合格
20020313,21,69,99,16,22,227,不合格
20020314,4,15,48,36,21,124,不合格
20020315,7,69,48,22,18,164,不合格
20020316,86,14,58,32,72,262,不合格
20020317,22,40,56,85,10,213,不合格
20020318,67,47,99,90,14,317,合格
20020319,68,91,99,57,11,326,合格
20020320,9,80,25,57,63,234,不合格
20020321,71,25,3,26,74,199,不合格
20020322,7,86,9,85,92,279,不合格
20020323,43,49,49,56,56,253,不合格
20020324,33,75,49,17,73,247,不合格
20020325,24,62,53,42,95,276,不合格
20020326,48,60,84,41,57,290,不合格
20020327,17,19,78,71,97,282,不合格
20020328,31,13,58,76,29,207,不合格
20020329,92,45,87,92,53,369,合格
20020330,66,37,43,18,36,200,不合格
20020331,23,5,15,54,71,168,不合格
20020332,77,94,63,43,67,344,合格
20020333,70,99,93,99,16,377,合格
20020334,16,57,35,86,31,225,不合格
20020335,10,16,7,29,13,75,不合格
20020336,87,64,79,59,71,360,合格
20020337,22,42,71,32,50,217,不合格
20020338,52,22,39,52,58,223,不合格
20020339,66,54,64,47,38,269,不合格
20020340,4,77,56,73,19,229,不合格
20020341,14,86,14,60,44,218,不合格
20020342,34,56,93,41,39,263,不合格
20020343,31,40,27,76,7,181,不合格
20020344,45,1,22,68,98,234,不合格
20020345,19,77,83,99,69,347,合格
20020346,48,26,77,3,11,165,不合格
20020347,11,86,31,4,66,198,不合格
20020348,41,6,55,73,86,261,不合格
20020349,50,0,94,51,32,227,不合格
20020350,22,2,43,89,92,248,不合格
20020351,79,43,29,53,57,261,不合格
20020352,95,10,0,2,52,159,不合格
20020353,17,14,22,57,98,208,不合格
20020354,67,42,71,78,35,293,不合格
20020355,92,82,81,3,17,275,不合格
20020356,27,62,79,2,38,208,不合格
20020357,36,41,32,35,47,191,不合格
20020358,26,8,58,77,31,200,不合格
20020359,62,20,91,61,28,262,不合格
20020360,0,56,21,52,20,149,不合格
20020361,69,13,79,28,80,269,不合格
20020362,25,69,46,55,61,256,不合格
20020363,7,54,7,34,2,104,不合格
20020364,9,28,57,92,29,215,不合格
20020365,88,38,24,23,2,175,不合格
20020366,26,26,80,93,68,293,不合格
20020367,24,30,71,77,78,280,不合格
20020368,10,19,5,26,0,60,不合格
20020369,51,12,80,81,87,311,合格
20020370,54,77,79,99,22,331,合格
20020371,68,29,33,81,72,283,不合格
20020372,23,77,92,23,11,226,不合格
20020373,52,19,57,52,11,191,不合格
20020374,38,81,8,23,78,228,不合格
20020375,64,29,79,40,10,222,不合格
20020376,38,91,4,76,13,222,不合格
20020377,7,9,73,26,49,164,不合格
20020378,78,65,93,88,85,409,合格
20020379,51,65,45,59,47,267,不合格
20020380,23,16,52,21,48,160,不合格
20020381,88,92,21,52,40,293,不合格
20020382,36,39,60,68,81,284,不合格
20020383,77,30,88,62,59,316,合格
20020384,42,84,38,71,73,308,合格
20020385,5,33,65,56,9,168,不合格
20020386,35,68,91,90,99,383,合格
20020387,52,89,29,9,77,256,不合格
20020388,86,45,54,19,25,229,不合格
20020389,32,15,7,44,65,163,不合格
