ID,国語,数学,英語,理科,社会,合計,判定
20150001,88,7,55,85,30,265,不合格
20150002,29,29,12,50,3,123,不合格
20150003,12,34,0,0,88,134,不合格
20150004,84,74,75,7,36,276,不合格
20150005,8,42,32,43,8,133,不合格
20150006,5,48,13,10,86,162,不合格
20150007,45,55,23,85,52,260,不合格
20150008,66,68,77,96,97,404,合格
20150009,52,17,62,9,32,172,不合格
20150010,2,69,23,97,72,263,不合格
20150011,26,49,12,52,24,163,不合格
20150012,16,96,64,57,69,302,合格
20150013,4,52,81,18,36,191,不合格
20150014,53,83,60,43,29,268,不合格
20150015,32,47,50,43,39,211,不合格
20150016,61,87,60,74,30,312,合格
20150017,73,69,11,98,20,271,不合格
20150018,38,9,85,83,4,219,不合格
20150019,4,1,3,70,58,136,不合格
20150020,3,27,19,30,26,105,不合格
20150021,85,38,10,3,36,172,不合格
20150022,14,34,70,32,53,203,不合格
20150023,90,31,65,40,29,255,不合格
20150024,82,69,12,10,83,256,不合格
20150025,32,42,60,62,60,256,不合格
20150026,28,7,45,94,41,215,不合格
20150027,22,62,4,83,74,245,不合格
20150028,3,43,28,55,6,135,不合格
20150029,55,48,75,17,30,225,不合格
20150030,92,71,39,14,19,235,不合格
20150031,55,90,87,78,7,317,合格
20150032,24,7,12,2,40,85,不合格
20150033,53,46,41,28,93,261,不合格
20150034,62,77,84,11,14,248,不合格
20150035,13,97,52,75,76,313,合格
20150036,49,22,24,71,90,256,不合格
20150037,9,74,32,7,78,200,不合格
20150038,54,7,83,34,98,276,不合格
20150039,35,6,79,67,86,273,不合格
20150040,47,88,73,42,10,260,不合格
20150041,83,3,92,52,92,322,合格
20150042,14,67,80,70,89,320,合格
20150043,48,41,76,43,39,247,不合格
20150044,10,7,55,0,11,83,不合格
20150045,81,89,94,83,43,390,合格
20150046,52,16,45,98,34,245,不合格
20150047,21,86,1,39,28,175,不合格
20150048,19,10,50,71,70,220,不合格
20150049,66,65,47,75,14,267,不合格
20150050,23,95,48,44,73,283,不合格
20150051,91,5,84,79,26,285,不合格
20150052,36,23,61,67,34,221,不合格
20150053,6,23,17,67,50,163,不合格
20150054,74,33,77,90,43,317,合格
20150055,75,11,42,42,60,230,不合格
20150056,1,25,99,7,26,158,不合格
20150057,33,99,31,63,21,247,不合格
20150058,43,15,94,2,55,209,不合格
20150059,64,45,32,42,35,218,不合格
20150060,34,76,52,42,12,216,不合格
20150061,78,56,34,63,97,328,合格
20150062,77,41,96,45,43,302,合格
20150063,5,93,39,59,45,241,不合格
20150064,98,56,86,98,44,382,合格
20150065,37,50,89,67,24,267,不合格
20150066,84,89,70,2,61,306,合格
20150067,23,93,69,86,68,339,合格
20150068,85,35,80,84,99,383,合格
20150069,43,13,31,72,86,245,不合格
20150070,58,26,10,31,93,218,不合格
20150071,84,8,56,29,13,190,不合格
20150072,31,82,3,93,74,283,不合格
20150073,64,16,96,70,44,290,不合格
20150074,21,45,86,79,2,233,不合格
20150075,29,61,39,65,1,195,不合格
20150076,57,77,41,87,38,300,合格
20150077,90,11,54,97,64,316,合格
20150078,28,41,1,1,85,156,不合格
20150079,63,97,95,42,33,330,合格
20150080,49,59,89,4,41,242,不合格
20150081,90,33,17,20,10,170,不合格
20150082,32,24,81,73,53,263,不合格
20150083,30,85,6,67,12,200,不合格
20150084,51,2,21,32,89,195,不合格
20150085,64,97,81,75,23,340,合格
20150086,39,14,76,40,68,237,不合格
20150087,6,98,63,69,0,236,不合格
20150088,47,44,60,89,36,276,不合格
20150089,13,18,88,38,72,229,不合格
20150090,11,24,7,60,38,140,不合格
20150091,69,47,25,32,8,181,不合格
20150092,95,70,53,7,6,231,不合格
20150093,12,12,11,87,53,175,不合格
20150094,17,91,50,5,29,192,不合格
20150095,15,24,24,54,50,167,不合格
20150096,1,25,28,6,28,88,不合格
