ID,国語,数学,英語,理科,社会,合計,判定
20140001,67,4,39,30,62,202,不合格
20140002,92,10,38,78,22,240,不合格
20140003,34,35,29,37,60,195,不合格
20140004,54,62,78,82,86,362,合格
20140005,3,98,73,65,45,284,不合格
20140006,6,47,5,48,21,127,不合格
20140007,42,99,15,39,96,291,不合格
20140008,70,29,25,36,62,222,不合格
20140009,10,10,61,30,91,202,不合格
20140010,60,45,28,69,15,217,不合格
20140011,50,11,61,35,47,204,不合格
20140012,44,72,12,19,67,214,不合格
20140013,27,2,39,7,71,146,不合格
20140014,58,39,3,14,32,146,不合格
20140015,19,98,27,78,14,236,不合格
20140016,83,74,76,73,43,349,合格
20140017,12,23,68,11,15,129,不合格
20140018,86,92,73,60,16,327,合格
20140019,49,3,79,35,16,182,不合格
20140020,34,99,70,84,13,300,合格
20140021,13,81,25,55,58,232,不合格
20140022,47,11,40,64,11,173,不合格
20140023,97,97,25,57,23,299,不合格
20140024,79,3,77,33,19,211,不合格
20140025,94,18,62,45,63,282,不合格
20140026,37,94,10,60,83,284,不合格
20140027,73,64,7,59,34,237,不合格
20140028,62,93,75,92,77,399,合格
20140029,32,99,98,0,39,268,不合格
20140030,13,18,95,5,19,150,不合格
20140031,85,73,81,35,3,277,不合格
20140032,96,87,11,20,32,246,不合格
20140033,85,69,6,14,39,213,不合格
20140034,4,86,23,12,51,176,不合格
20140035,2,35,96,64,48,245,不合格
20140036,20,22,65,94,49,250,不合格
20140037,98,13,9,65,32,217,不合格
20140038,39,30,9,43,34,155,不合格
20140039,6,26,59,79,56,226,不合格
20140040,3,69,98,38,69,277,不合格
20140041,56,66,35,72,57,286,不合格
20140042,17,87,5,79,36,224,不合格
20140043,75,56,1,42,38,212,不合格
20140044,18,33,79,10,9,149,不合格
20140045,58,32,18,54,35,197,不合格
20140046,41,45,95,86,17,284,不合格
20140047,79,64,25,15,49,232,不合格
20140048,51,65,24,25,74,239,不合格
20140049,16,34,77,50,74,251,不合格
20140050,50,26,83,22,74,255,不合格
20140051,2,62,26,87,37,214,不合格
20140052,37,3,20,11,52,123,不合格
20140053,94,7,86,58,7,252,不合格
20140054,22,9,9,84,4,128,不合格
20140055,23,27,53,33,36,172,不合格
20140056,83,5,25,32,65,210,不合格
20140057,90,80,52,24,52,298,不合格
20140058,7,20,74,64,75,240,不合格
20140059,46,42,43,47,93,271,不合格
20140060,52,78,20,15,5,170,不合格
20140061,4,39,79,35,46,203,不合格
20140062,18,78,57,34,98,285,不合格
20140063,91,31,78,99,63,362,合格
20140064,87,93,5,96,64,345,合格
20140065,2,70,48,39,30,189,不合格
20140066,65,29,33,78,19,224,不合格
20140067,13,70,61,23,24,191,不合格
20140068,25,85,13,5,39,167,不合格
20140069,15,56,4,11,43,129,不合格
20140070,41,39,19,46,49,194,不合格
20140071,40,12,42,49,69,212,不合格
20140072,82,2,33,49,27,193,不合格
20140073,1,84,88,83,54,310,合格
20140074,38,12,65,25,74,214,不合格
20140075,7,70,71,66,28,242,不合格
20140076,62,10,45,92,41,250,不合格
20140077,64,46,33,74,2,219,不合格
20140078,45,52,35,6,26,164,不合格
20140079,81,95,69,81,32,358,合格
20140080,42,8,69,39,24,182,不合格
20140081,29,73,48,20,15,185,不合格
20140082,54,99,53,39,18,263,不合格
20140083,22,16,82,72,31,223,不合格
20140084,31,13,15,67,79,205,不合格
20140085,10,78,7,17,97,209,不合格
20140086,76,76,14,77,31,274,不合格
20140087,93,34,14,23,93,257,不合格
20140088,65,25,36,84,56,266,不合格
20140089,80,90,71,99,96,436,合格
20140090,38,64,33,6,11,152,不合格
20140091,52,53,45,57,93,300,合格
20140092,95,10,92,72,28,297,不合格
20140093,7,25,69,94,96,291,不合格
20140094,38,68,13,83,63,265,不合格
20140095,17,26,75,61,2,181,不合格
20140096,8,85,94,28,62,277,不合格
20140097,59,91,90,31,37,308,合格
20140098,8,82,43,97,35,265,不合格
20140099,77,12,28,75,0,192,不合格
20140100,5,25,3,81,5,119,不合格
20140101,69,65,59,43,94,330,合格
20140102,94,53,92,88,99,426,合格
20140103,27,4,49,54,69,203,不合格
20140104,37,22,73,40,12,184,不合格
20140105,46,64,13,88,53,264,不合格
20140106,23,8,46,83,74,234,不合格
20140107,6,34,12,39,7,98,不合格
20140108,61,52,70,58,43,284,不合格
20140109,40,90,58,2,32,222,不合格
20140110,82,54,28,84,24,272,不合格
20140111,45,51,36,83,29,244,不合格
20140112,66,90,96,15,86,353,合格
20140113,71,10,78,71,30,260,不合格
20140114,79,64,90,92,68,393,合格
20140115,63,54,34,69,15,235,不合格
20140116,59,59,21,25,29,193,不合格
20140117,56,81,31,33,12,213,不合格
20140118,19,39,67,46,55,226,不合格
20140119,45,49,63,82,9,248,不合格
20140120,32,18,30,59,13,152,不合格
20140121,48,10,43,75,49,225,不合格
20140122,55,4,72,5,73,209,不合格
20140123,56,62,28,22,3,171,不合格
20140124,44,75,71,32,84,306,合格
20140125,63,4,29,96,55,247,不合格
20140126,34,18,93,64,19,228,不合格
20140127,33,32,77,15,23,180,不合格
20140128,35,85,78,43,59,300,合格
20140129,52,78,67,83,40,320,合格
20140130,15,84,75,65,16,255,不合格
20140131,2,92,97,40,13,244,不合格
20140132,95,8,40,20,1,164,不合格
20140133,37,37,55,26,94,249,不合格
20140134,12,24,2,69,95,202,不合格
20140135,97,76,48,27,89,337,合格
20140136,28,17,79,47,8,179,不合格
20140137,96,33,77,88,28,322,合格
20140138,0,59,42,65,40,206,不合格
20140139,94,74,96,21,39,324,合格
20140140,9,34,56,42,25,166,不合格
20140141,34,96,54,42,79,305,合格
20140142,40,33,90,83,18,264,不合格
20140143,59,99,40,96,23,317,合格
20140144,33,22,90,25,98,268,不合格
20140145,98,61,43,87,36,325,合格
20140146,0,0,66,82,91,239,不合格
20140147,70,44,47,76,70,307,合格
20140148,59,52,47,56,94,308,合格
20140149,89,60,43,70,29,291,不合格
20140150,29,58,84,96,89,356,合格
20140151,96,20,58,1,94,269,不合格
20140152,17,90,69,10,10,196,不合格
20140153,41,50,93,96,7,287,不合格
20140154,49,65,99,55,8,276,不合格
20140155,45,62,28,10,64,209,不合格
20140156,63,62,2,97,14,238,不合格
20140157,53,52,70,27,15,217,不合格
20140158,55,80,96,0,16,247,不合格
20140159,83,59,72,68,35,317,合格
20140160,32,24,28,55,85,224,不合格
20140161,55,36,37,49,41,218,不合格
20140162,78,11,15,61,6,171,不合格
20140163,99,5,34,51,36,225,不合格
20140164,3,88,25,8,75,199,不合格
20140165,21,73,94,95,67,350,合格
20140166,74,32,71,5,99,281,不合格
20140167,32,68,7,30,44,181,不合格
20140168,5,55,2,75,22,159,不合格
20140169,89,11,88,0,97,285,不合格
20140170,81,17,11,22,29,160,不合格
20140171,75,74,7,24,25,205,不合格
20140172,28,34,87,30,83,262,不合格
20140173,17,22,88,11,53,191,不合格
20140174,35,53,18,97,53,256,不合格
20140175,62,7,55,48,44,216,不合格
20140176,10,51,13,16,78,168,不合格
20140177,85,5,37,70,25,222,不合格
20140178,65,89,11,55,0,220,不合格
20140179,35,16,89,89,78,307,合格
20140180,26,32,66,81,49,254,不合格
20140181,50,93,35,91,52,321,合格
20140182,10,53,25,26,47,161,不合格
20140183,48,59,61,61,16,245,不合格
20140184,25,59,35,99,74,292,不合格
20140185,66,29,20,90,59,264,不合格
20140186,16,45,78,37,11,187,不合格
20140187,62,98,88,71,88,407,合格
20140188,13,99,92,86,25,315,合格
20140189,55,40,26,92,25,238,不合格
20140190,91,96,51,29,99,366,合格
20140191,68,50,78,1,18,215,不合格
