ID,国語,数学,英語,理科,社会,合計,判定
20100001,59,49,45,26,68,247,不合格
20100002,75,60,75,29,49,288,不合格
20100003,44,34,66,95,14,253,不合格
20100004,12,97,3,68,88,268,不合格
20100005,6,19,24,65,54,168,不合格
20100006,72,14,34,76,31,227,不合格
20100007,27,28,6,4,25,90,不合格
20100008,37,54,6,2,88,187,不合格
20100009,72,90,92,57,57,368,合格
20100010,88,26,34,2,68,218,不合格
20100011,90,24,22,12,94,242,不合格
20100012,55,0,48,88,23,214,不合格
20100013,32,22,50,45,57,206,不合格
20100014,42,87,78,43,84,334,合格
20100015,32,68,87,16,56,259,不合格
20100016,60,58,56,14,36,224,不合格
20100017,89,46,68,94,87,384,合格
20100018,55,33,82,75,27,272,不合格
20100019,5,14,21,38,76,154,不合格
20100020,83,56,83,52,7,281,不合格
20100021,40,61,22,71,67,261,不合格
20100022,63,88,61,31,27,270,不合格
20100023,24,4,77,48,8,161,不合格
20100024,26,39,38,56,5,164,不合格
20100025,63,67,35,49,4,218,不合格
20100026,98,43,65,60,22,288,不合格
20100027,32,91,59,42,41,265,不合格
20100028,14,94,85,79,63,335,合格
20100029,57,44,86,73,94,354,合格
20100030,60,82,90,20,16,268,不合格
20100031,82,45,80,49,38,294,不合格
20100032,54,59,47,73,77,310,合格
20100033,11,92,42,97,52,294,不合格
20100034,83,85,49,50,89,356,合格
20100035,64,55,86,7,58,270,不合格
20100036,11,81,19,57,22,190,不合格
20100037,19,7,35,27,45,133,不合格
20100038,63,23,23,23,39,171,不合格
20100039,2,95,62,92,52,303,合格
20100040,73,77,69,1,49,269,不合格
20100041,13,94,74,83,5,269,不合格
20100042,59,60,41,53,40,253,不合格
20100043,32,72,80,29,83,296,不合格
20100044,29,69,62,61,93,314,合格
20100045,94,60,24,11,49,238,不合格
20100046,28,86,91,37,96,338,合格
20100047,57,48,90,70,14,279,不合格
20100048,68,65,52,48,70,303,合格
20100049,86,10,29,95,16,236,不合格
20100050,48,36,86,44,35,249,不合格
20100051,40,7,28,44,52,171,不合格
20100052,5,6,16,2,53,82,不合格
20100053,0,39,25,70,74,208,不合格
20100054,0,49,68,11,67,195,不合格
20100055,96,24,70,5,62,257,不合格
20100056,15,86,64,16,85,266,不合格
20100057,98,38,67,98,97,398,合格
20100058,48,98,60,67,30,303,合格
20100059,56,47,57,70,7,237,不合格
20100060,30,96,97,22,55,300,合格
20100061,13,12,45,42,18,130,不合格
20100062,10,15,75,26,96,222,不合格
20100063,51,61,28,74,48,262,不合格
20100064,10,81,62,1,46,200,不合格
20100065,25,39,99,36,50,249,不合格
20100066,88,58,99,40,64,349,合格
20100067,78,66,35,17,49,245,不合格
20100068,81,54,62,67,36,300,合格
20100069,30,32,2,47,2,113,不合格
20100070,36,9,64,15,4,128,不合格
20100071,61,93,56,50,59,319,合格
20100072,65,9,65,25,23,187,不合格
20100073,9,62,37,67,75,250,不合格
20100074,32,85,31,13,68,229,不合格
20100075,47,62,60,85,1,255,不合格
20100076,93,17,78,63,60,311,合格
20100077,85,22,27,97,69,300,合格
20100078,85,44,66,62,58,315,合格
20100079,98,41,98,49,8,294,不合格
20100080,90,83,91,98,1,363,合格
20100081,66,20,47,48,66,247,不合格
20100082,9,17,40,91,12,169,不合格
20100083,44,92,35,20,45,236,不合格
20100084,97,67,35,47,89,335,合格
20100085,92,28,23,26,32,201,不合格
20100086,88,56,45,82,92,363,合格
20100087,91,88,29,46,25,279,不合格
20100088,13,83,66,37,8,207,不合格
20100089,51,74,24,44,59,252,不合格
20100090,9,87,95,35,37,263,不合格
20100091,66,82,98,20,43,309,合格
20100092,50,20,52,76,48,246,不合格
20100093,33,67,28,86,39,253,不合格
20100094,95,12,5,15,36,163,不合格
20100095,22,55,84,55,22,238,不合格
20100096,74,24,24,94,50,266,不合格
20100097,28,33,78,90,29,258,不合格
20100098,15,93,44,43,88,283,不合格
20100099,52,53,12,28,68,213,不合格
20100100,27,51,83,27,57,245,不合格
20100101,2,59,88,84,71,304,合格
20100102,33,97,29,81,17,257,不合格
20100103,86,35,31,9,80,241,不合格
20100104,12,94,2,6,84,198,不合格
20100105,64,67,2,8,42,183,不合格
20100106,48,82,40,10,44,224,不合格
20100107,55,49,33,37,2,176,不合格
20100108,18,82,52,11,95,258,不合格
20100109,30,91,58,77,2,258,不合格
20100110,51,78,2,56,84,271,不合格
20100111,53,40,21,88,13,215,不合格
20100112,58,23,20,68,84,253,不合格
20100113,92,60,71,55,35,313,合格
20100114,80,93,82,61,30,346,合格
20100115,7,35,57,20,21,140,不合格
20100116,90,67,3,71,87,318,合格
20100117,80,6,15,67,23,191,不合格
20100118,30,40,49,87,68,274,不合格
20100119,18,35,36,90,37,216,不合格
20100120,29,66,25,67,96,283,不合格
20100121,74,41,1,78,77,271,不合格
20100122,80,83,26,36,35,260,不合格
20100123,71,84,83,30,91,359,合格
20100124,81,89,30,73,82,355,合格
20100125,63,73,76,33,86,331,合格
20100126,33,16,88,73,86,296,不合格
20100127,47,4,9,21,67,148,不合格
20100128,75,51,63,14,35,238,不合格
20100129,2,34,92,44,46,218,不合格
20100130,95,93,82,31,31,332,合格
20100131,31,79,26,99,68,303,合格
20100132,22,6,9,81,88,206,不合格
20100133,20,71,47,88,28,254,不合格
20100134,3,88,43,21,55,210,不合格
20100135,34,90,25,1,87,237,不合格
20100136,29,17,91,33,87,257,不合格
20100137,74,58,91,24,80,327,合格
20100138,44,56,19,22,96,237,不合格
20100139,11,42,25,39,60,177,不合格
20100140,74,3,51,21,32,181,不合格
20100141,92,72,17,77,65,323,合格
20100142,99,47,97,2,84,329,合格
20100143,65,86,85,20,9,265,不合格
20100144,18,23,53,84,13,191,不合格
20100145,47,43,29,37,39,195,不合格
20100146,97,79,53,19,32,280,不合格
20100147,89,0,66,30,68,253,不合格
20100148,22,53,55,69,13,212,不合格
20100149,2,27,4,31,14,78,不合格
20100150,2,91,0,59,8,160,不合格
20100151,40,42,62,26,74,244,不合格
20100152,90,75,43,37,0,245,不合格
20100153,31,44,45,9,56,185,不合格
20100154,74,31,84,24,68,281,不合格
20100155,11,53,91,85,39,279,不合格
20100156,70,46,21,35,96,268,不合格
20100157,97,58,58,92,41,346,合格
20100158,77,66,14,54,43,254,不合格
20100159,71,76,90,79,27,343,合格
20100160,54,44,39,67,17,221,不合格
20100161,51,1,40,36,96,224,不合格
20100162,92,34,86,93,87,392,合格
20100163,36,11,3,69,11,130,不合格
20100164,5,63,46,31,48,193,不合格
20100165,69,44,86,9,74,282,不合格
20100166,98,26,40,26,6,196,不合格
20100167,54,10,40,38,66,208,不合格
20100168,97,42,84,90,40,353,合格
20100169,66,58,10,29,25,188,不合格
20100170,77,38,67,7,48,237,不合格
20100171,12,7,95,26,25,165,不合格
20100172,83,70,46,34,0,233,不合格
20100173,55,61,11,24,15,166,不合格
20100174,24,91,49,38,73,275,不合格
20100175,69,22,86,24,35,236,不合格
20100176,86,6,5,32,96,225,不合格
20100177,92,76,94,17,13,292,不合格
20100178,29,52,35,21,92,229,不合格
20100179,68,20,52,73,63,276,不合格
20100180,35,76,79,83,75,348,合格
20100181,46,99,47,61,64,317,合格
20100182,75,8,98,47,99,327,合格
20100183,6,85,69,97,98,355,合格
20100184,83,43,52,36,78,292,不合格
20100185,60,54,72,26,69,281,不合格
20100186,52,49,33,14,64,212,不合格
20100187,85,22,37,62,44,250,不合格
20100188,70,30,14,16,99,229,不合格
20100189,67,54,75,52,65,313,合格
20100190,40,9,82,94,8,233,不合格
20100191,44,68,60,35,76,283,不合格
20100192,8,14,71,21,60,174,不合格
20100193,74,21,24,79,25,223,不合格
20100194,94,55,54,6,51,260,不合格
20100195,0,26,28,30,28,112,不合格
20100196,77,19,5,73,95,269,不合格
20100197,7,41,55,92,81,276,不合格
20100198,99,79,35,3,83,299,不合格
20100199,30,36,8,51,89,214,不合格
20100200,42,6,69,54,9,180,不合格
20100201,33,71,89,11,93,297,不合格
20100202,46,70,49,15,86,266,不合格
20100203,91,17,43,6,46,203,不合格
20100204,58,70,35,90,98,351,合格
20100205,68,59,24,90,99,340,合格
20100206,17,16,70,28,15,146,不合格
20100207,96,43,71,13,7,230,不合格
20100208,68,0,10,63,74,215,不合格
20100209,9,35,73,64,47,228,不合格
20100210,92,62,95,13,5,267,不合格
20100211,5,9,30,24,96,164,不合格
20100212,42,2,55,30,6,135,不合格
20100213,61,63,92,77,71,364,合格
20100214,29,31,98,32,79,269,不合格
20100215,59,41,26,34,93,253,不合格
20100216,43,66,91,51,0,251,不合格
20100217,72,88,98,33,13,304,合格
20100218,54,83,7,92,85,321,合格
20100219,9,69,95,3,33,209,不合格
20100220,20,89,25,92,22,248,不合格
20100221,34,62,37,12,62,207,不合格
20100222,46,70,86,43,90,335,合格
20100223,34,72,40,26,33,205,不合格
20100224,74,89,55,87,99,404,合格
20100225,66,19,26,3,59,173,不合格
20100226,47,82,61,25,50,265,不合格
20100227,44,5,18,99,52,218,不合格
20100228,61,54,61,45,75,296,不合格
20100229,44,10,27,49,95,225,不合格
20100230,48,54,82,79,24,287,不合格
20100231,62,31,76,45,54,268,不合格
20100232,15,93,98,65,94,365,合格
20100233,41,77,79,46,45,288,不合格
20100234,76,16,70,34,86,282,不合格
20100235,56,53,59,80,16,264,不合格
20100236,71,85,75,14,98,343,合格
20100237,60,72,47,44,72,295,不合格
20100238,75,92,65,73,59,364,合格
20100239,91,13,76,62,92,334,合格
20100240,52,28,95,25,55,255,不合格
20100241,24,24,77,9,9,143,不合格
20100242,38,92,33,17,26,206,不合格
20100243,98,26,55,87,5,271,不合格
20100244,47,3,86,88,6,230,不合格
20100245,94,52,86,5,8,245,不合格
20100246,79,98,63,66,41,347,合格
20100247,12,90,31,49,11,193,不合格
20100248,98,62,54,15,81,310,合格
20100249,96,65,42,94,87,384,合格
20100250,61,48,21,79,74,283,不合格
20100251,90,43,76,71,48,328,合格
20100252,20,93,84,10,94,301,合格
20100253,49,43,48,78,81,299,不合格
20100254,98,72,67,68,34,339,合格
20100255,78,11,50,23,49,211,不合格
20100256,28,76,39,96,90,329,合格
20100257,59,5,51,46,27,188,不合格
20100258,21,30,96,30,42,219,不合格
20100259,59,98,76,24,84,341,合格
20100260,53,10,35,80,64,242,不合格
20100261,47,15,83,95,69,309,合格
20100262,82,45,12,87,41,267,不合格
20100263,85,41,48,32,60,266,不合格
20100264,12,79,20,76,89,276,不合格
20100265,33,92,73,86,57,341,合格
20100266,8,89,96,0,12,205,不合格
20100267,1,62,95,7,21,186,不合格
20100268,14,22,6,49,37,128,不合格
20100269,92,79,76,34,23,304,合格
20100270,38,16,3,27,20,104,不合格
20100271,47,33,37,59,80,256,不合格
20100272,78,84,1,12,73,248,不合格
20100273,22,87,5,1,77,192,不合格
20100274,54,73,64,59,41,291,不合格
20100275,38,0,63,4,22,127,不合格
20100276,88,77,90,47,43,345,合格
20100277,65,45,49,49,55,263,不合格
20100278,76,20,93,66,62,317,合格
20100279,18,38,76,37,86,255,不合格
20100280,17,23,82,96,44,262,不合格
20100281,9,20,83,40,10,162,不合格
20100282,51,62,3,64,65,245,不合格
20100283,96,96,92,56,30,370,合格
20100284,73,22,76,83,66,320,合格
20100285,63,22,31,50,27,193,不合格
20100286,63,17,16,37,12,145,不合格
20100287,42,50,78,54,84,308,合格
20100288,9,10,47,81,73,220,不合格
20100289,70,46,95,15,98,324,合格
20100290,17,92,23,15,59,206,不合格
20100291,94,97,12,45,58,306,合格
20100292,87,30,95,21,66,299,不合格
20100293,90,52,99,88,38,367,合格
20100294,6,2,69,92,46,215,不合格
20100295,21,64,66,27,85,263,不合格
20100296,60,33,81,59,27,260,不合格
20100297,23,63,59,9,67,221,不合格
20100298,13,74,68,82,94,331,合格
20100299,98,20,86,44,32,280,不合格
20100300,29,33,4,77,9,152,不合格
20100301,20,88,99,26,23,256,不合格
20100302,64,12,49,83,88,296,不合格
20100303,83,53,64,48,57,305,合格
20100304,46,27,70,25,81,249,不合格
20100305,10,56,37,27,79,209,不合格
20100306,79,48,19,36,77,259,不合格
20100307,89,2,28,77,77,273,不合格
20100308,27,66,55,72,10,230,不合格
20100309,49,0,54,52,55,210,不合格
20100310,76,74,74,22,94,340,合格
20100311,9,53,73,10,85,230,不合格
20100312,76,72,1,69,67,285,不合格
20100313,48,25,46,14,74,207,不合格
20100314,99,53,45,23,25,245,不合格
20100315,72,29,58,61,22,242,不合格
20100316,46,36,17,84,23,206,不合格
20100317,59,56,88,68,25,296,不合格
20100318,37,21,47,34,78,217,不合格
20100319,2,1,44,44,34,125,不合格
20100320,25,1,7,60,98,191,不合格
20100321,7,22,38,43,18,128,不合格
20100322,74,91,66,60,44,335,合格
20100323,42,67,20,76,3,208,不合格
20100324,82,41,67,88,29,307,合格
20100325,22,11,41,0,24,98,不合格
20100326,44,38,76,97,15,270,不合格
20100327,97,16,42,22,91,268,不合格
20100328,66,10,43,24,78,221,不合格
20100329,91,48,33,92,72,336,合格
20100330,82,72,82,39,37,312,合格
20100331,9,31,12,66,95,213,不合格
20100332,25,1,93,16,96,231,不合格
20100333,45,57,55,84,89,330,合格
20100334,4,65,35,28,27,159,不合格
20100335,37,61,51,67,64,280,不合格
20100336,80,11,99,76,21,287,不合格
20100337,58,90,23,57,16,244,不合格
20100338,68,29,33,78,17,225,不合格
20100339,35,80,53,35,11,214,不合格
20100340,43,47,42,70,51,253,不合格
20100341,25,89,97,5,71,287,不合格
20100342,77,27,69,36,51,260,不合格
20100343,73,39,46,71,43,272,不合格
20100344,45,76,18,69,20,228,不合格
20100345,93,58,27,13,22,213,不合格
20100346,29,33,31,39,72,204,不合格
20100347,11,14,17,51,32,125,不合格
20100348,18,76,36,15,59,204,不合格
20100349,67,55,94,2,68,286,不合格
20100350,10,87,36,34,55,222,不合格
20100351,60,81,67,93,56,357,合格
20100352,60,65,52,16,2,195,不合格
20100353,87,39,27,61,32,246,不合格
20100354,51,80,63,52,8,254,不合格
20100355,1,66,49,66,58,240,不合格
20100356,18,14,10,84,15,141,不合格
20100357,23,74,2,66,8,173,不合格
20100358,38,33,37,8,22,138,不合格
20100359,40,79,23,95,5,242,不合格
20100360,54,55,61,91,50,311,合格
20100361,18,8,20,13,6,65,不合格
20100362,40,6,51,6,66,169,不合格
20100363,25,10,3,33,27,98,不合格
20100364,9,65,33,0,71,178,不合格
20100365,72,94,65,99,10,340,合格
20100366,53,72,83,82,16,306,合格
20100367,38,12,49,80,43,222,不合格
20100368,1,95,62,39,57,254,不合格
20100369,28,77,3,51,33,192,不合格
20100370,78,97,66,82,9,332,合格
20100371,70,88,68,79,15,320,合格
20100372,53,19,9,91,66,238,不合格
20100373,58,99,92,32,78,359,合格
20100374,76,74,28,80,76,334,合格
20100375,63,13,24,49,46,195,不合格
20100376,31,3,11,18,57,120,不合格
20100377,0,72,89,10,52,223,不合格
20100378,50,92,54,14,7,217,不合格
20100379,84,56,88,86,42,356,合格
20100380,86,4,38,92,63,283,不合格
20100381,70,99,65,19,98,351,合格
20100382,25,95,81,61,35,297,不合格
20100383,7,31,82,71,40,231,不合格
20100384,30,44,52,13,88,227,不合格
20100385,96,66,96,69,41,368,合格
20100386,0,94,68,43,90,295,不合格
20100387,75,55,26,87,68,311,合格
20100388,0,64,85,74,34,257,不合格
20100389,45,83,40,96,94,358,合格
20100390,24,59,6,64,79,232,不合格
20100391,88,85,75,58,12,318,合格
20100392,22,1,61,5,16,105,不合格
20100393,15,17,32,47,16,127,不合格
20100394,20,56,30,63,9,178,不合格
20100395,21,46,55,99,20,241,不合格
20100396,79,93,36,90,72,370,合格
20100397,81,3,71,34,27,216,不合格
20100398,44,66,77,51,41,279,不合格
20100399,68,72,8,65,8,221,不合格
20100400,62,80,59,71,6,278,不合格
20100401,13,67,38,67,88,273,不合格
20100402,12,94,37,58,8,209,不合格
20100403,35,25,3,49,36,148,不合格
20100404,78,25,48,55,93,299,不合格
20100405,76,84,50,36,61,307,合格
20100406,9,30,66,27,67,199,不合格
20100407,73,97,85,96,12,363,合格
20100408,69,9,8,79,74,239,不合格
20100409,84,36,32,86,72,310,合格
20100410,35,49,43,60,20,207,不合格
20100411,47,22,56,0,20,145,不合格
20100412,70,96,49,2,80,297,不合格
20100413,71,79,20,22,52,244,不合格
20100414,3,32,78,24,16,153,不合格
20100415,33,72,1,12,37,155,不合格
20100416,33,50,68,98,57,306,合格
20100417,16,56,13,87,35,207,不合格
20100418,24,37,14,93,2,170,不合格
20100419,62,11,80,16,50,219,不合格
20100420,78,7,55,2,83,225,不合格
20100421,35,58,48,64,55,260,不合格
20100422,85,8,5,22,11,131,不合格
20100423,56,54,49,99,74,332,合格
20100424,64,48,65,30,54,261,不合格
20100425,16,66,46,68,20,216,不合格
20100426,34,46,49,63,30,222,不合格
20100427,21,46,54,4,71,196,不合格
20100428,75,54,75,51,61,316,合格
20100429,57,31,65,38,36,227,不合格
20100430,64,21,11,14,27,137,不合格
20100431,75,75,55,33,35,273,不合格
20100432,80,6,61,50,60,257,不合格
20100433,31,89,79,82,58,339,合格
20100434,27,21,33,9,3,93,不合格
20100435,69,48,21,55,99,292,不合格
20100436,80,98,57,55,50,340,合格
20100437,43,34,1,97,14,189,不合格
20100438,13,23,67,99,50,252,不合格
20100439,11,15,90,99,95,310,合格
20100440,73,62,20,3,19,177,不合格
20100441,95,41,70,13,51,270,不合格
20100442,56,43,82,59,9,249,不合格
20100443,80,43,3,97,29,252,不合格
20100444,75,77,43,89,91,375,合格
20100445,38,91,72,62,59,322,合格
20100446,7,37,97,11,22,174,不合格
20100447,39,91,7,60,75,272,不合格
20100448,24,25,85,61,5,200,不合格
20100449,85,51,30,47,86,299,不合格
20100450,63,53,83,46,35,280,不合格
20100451,14,54,47,64,59,238,不合格
20100452,76,46,71,9,56,258,不合格
20100453,85,26,87,92,51,341,合格
20100454,81,66,39,45,95,326,合格
20100455,2,42,88,66,4,202,不合格
20100456,2,75,42,16,77,212,不合格
20100457,85,47,80,15,37,264,不合格
20100458,52,71,95,69,23,310,合格
20100459,9,3,63,60,67,202,不合格
