ID,国語,数学,英語,理科,社会,合計,判定
20120001,24,89,2,60,13,188,不合格
20120002,74,18,61,71,73,297,不合格
20120003,16,54,93,54,87,304,合格
20120004,46,42,68,8,3,167,不合格
20120005,77,90,3,78,33,281,不合格
20120006,11,49,52,77,25,214,不合格
20120007,56,47,89,78,1,271,不合格
20120008,28,19,89,32,20,188,不合格
20120009,50,35,15,96,42,238,不合格
20120010,37,46,0,12,53,148,不合格
20120011,86,12,18,14,99,229,不合格
20120012,98,12,67,0,23,200,不合格
20120013,88,60,36,19,56,259,不合格
20120014,5,89,56,2,83,235,不合格
20120015,34,45,25,70,15,189,不合格
20120016,24,27,50,96,20,217,不合格
20120017,87,45,44,65,99,340,合格
20120018,51,63,24,69,56,263,不合格
20120019,13,79,98,64,19,273,不合格
20120020,49,11,10,26,86,182,不合格
20120021,18,26,36,62,74,216,不合格
20120022,24,23,30,61,55,193,不合格
20120023,3,48,98,16,46,211,不合格
20120024,63,69,70,48,83,333,合格
20120025,4,1,28,17,98,148,不合格
20120026,6,14,14,81,50,165,不合格
20120027,38,24,17,19,84,182,不合格
20120028,71,48,65,60,64,308,合格
20120029,65,4,11,25,40,145,不合格
20120030,26,13,83,89,23,234,不合格
20120031,66,23,22,2,3,116,不合格
20120032,64,43,93,99,17,316,合格
20120033,60,56,10,44,16,186,不合格
20120034,72,24,19,81,76,272,不合格
20120035,75,99,31,16,4,225,不合格
20120036,94,9,89,56,52,300,合格
20120037,43,72,4,27,99,245,不合格
20120038,51,3,49,36,27,166,不合格
20120039,96,26,33,73,67,295,不合格
20120040,95,79,3,12,50,239,不合格
20120041,38,4,11,73,79,205,不合格
20120042,64,96,50,30,69,309,合格
20120043,17,6,55,8,75,161,不合格
20120044,29,56,48,17,57,207,不合格
20120045,60,91,93,41,11,296,不合格
20120046,55,64,29,78,63,289,不合格
20120047,74,41,73,27,17,232,不合格
20120048,77,46,79,92,10,304,合格
20120049,66,15,91,65,3,240,不合格
20120050,69,28,97,32,14,240,不合格
20120051,65,4,67,96,79,311,合格
20120052,81,92,94,53,88,408,合格
20120053,35,35,2,53,91,216,不合格
20120054,35,34,60,28,21,178,不合格
20120055,88,70,80,51,4,293,不合格
20120056,48,89,71,28,49,285,不合格
20120057,95,43,74,40,25,277,不合格
20120058,72,29,27,82,44,254,不合格
20120059,26,45,84,38,24,217,不合格
20120060,43,79,31,65,89,307,合格
20120061,22,13,3,97,3,138,不合格
20120062,18,80,55,20,52,225,不合格
20120063,62,64,3,55,23,207,不合格
20120064,79,83,74,70,8,314,合格
20120065,97,79,43,90,85,394,合格
20120066,55,14,91,6,2,168,不合格
20120067,32,38,29,72,28,199,不合格
20120068,39,57,36,51,34,217,不合格
20120069,81,23,91,62,50,307,合格
20120070,3,43,87,8,63,204,不合格
20120071,80,49,44,30,4,207,不合格
20120072,61,1,72,8,0,142,不合格
20120073,51,97,29,35,13,225,不合格
20120074,57,49,86,18,57,267,不合格
20120075,3,10,66,61,15,155,不合格
20120076,5,17,21,90,37,170,不合格
20120077,0,32,4,65,14,115,不合格
20120078,36,81,42,42,36,237,不合格
20120079,94,86,73,3,55,311,合格
20120080,8,60,37,18,69,192,不合格
20120081,15,99,95,43,74,326,合格
20120082,10,18,51,23,39,141,不合格
20120083,65,86,8,66,94,319,合格
20120084,30,67,37,70,32,236,不合格
20120085,43,47,84,94,55,323,合格
20120086,59,13,52,83,79,286,不合格
20120087,56,86,93,59,12,306,合格
20120088,71,49,61,28,74,283,不合格
20120089,67,9,88,86,46,296,不合格
20120090,26,67,48,40,77,258,不合格
20120091,9,18,82,91,86,286,不合格
20120092,23,2,14,67,13,119,不合格
20120093,11,0,22,85,52,170,不合格
20120094,83,19,92,31,1,226,不合格
20120095,99,46,39,85,72,341,合格
20120096,86,72,44,37,64,303,合格
20120097,47,69,61,69,86,332,合格
20120098,1,86,64,69,77,297,不合格
20120099,4,84,12,90,4,194,不合格
20120100,96,27,65,67,6,261,不合格
20120101,23,78,2,16,76,195,不合格
20120102,49,1,70,93,86,299,不合格
20120103,83,94,10,18,75,280,不合格
20120104,80,81,81,12,51,305,合格
20120105,86,33,62,70,59,310,合格
20120106,96,4,87,70,49,306,合格
20120107,49,5,78,66,27,225,不合格
20120108,78,1,26,91,15,211,不合格
20120109,57,58,20,78,34,247,不合格
20120110,82,83,88,34,97,384,合格
20120111,67,44,40,30,80,261,不合格
20120112,35,77,82,1,28,223,不合格
20120113,71,27,44,47,0,189,不合格
20120114,30,40,5,15,69,159,不合格
20120115,72,79,1,85,92,329,合格
20120116,20,31,96,95,61,303,合格
20120117,34,49,66,93,43,285,不合格
20120118,62,27,45,42,9,185,不合格
20120119,10,98,29,92,91,320,合格
20120120,22,45,3,3,60,133,不合格
20120121,97,28,85,44,5,259,不合格
20120122,30,35,78,73,24,240,不合格
20120123,27,17,1,32,8,85,不合格
20120124,80,72,1,92,4,249,不合格
20120125,99,69,27,94,53,342,合格
20120126,4,23,16,97,80,220,不合格
20120127,23,4,73,40,25,165,不合格
20120128,81,81,71,49,85,367,合格
20120129,74,21,46,85,53,279,不合格
20120130,46,48,52,32,36,214,不合格
20120131,89,90,42,45,36,302,合格
20120132,74,46,82,66,35,303,合格
20120133,27,18,72,69,54,240,不合格
20120134,42,52,68,91,50,303,合格
20120135,23,83,20,56,38,220,不合格
20120136,93,7,51,53,36,240,不合格
20120137,65,39,22,47,96,269,不合格
20120138,71,77,71,72,47,338,合格
20120139,74,31,83,97,40,325,合格
20120140,65,18,69,24,6,182,不合格
20120141,23,88,74,47,1,233,不合格
20120142,49,78,47,35,2,211,不合格
20120143,93,34,69,15,17,228,不合格
20120144,62,73,12,68,74,289,不合格
20120145,37,40,23,18,90,208,不合格
20120146,65,17,62,81,87,312,合格
20120147,58,44,48,47,63,260,不合格
20120148,82,22,87,62,11,264,不合格
20120149,57,56,58,54,49,274,不合格
20120150,64,17,41,44,29,195,不合格
20120151,67,73,41,65,15,261,不合格
20120152,81,66,38,3,43,231,不合格
20120153,51,27,45,6,84,213,不合格
20120154,10,32,53,55,67,217,不合格
20120155,59,49,6,99,19,232,不合格
20120156,2,12,67,0,33,114,不合格
20120157,81,63,3,57,29,233,不合格
20120158,0,83,84,55,25,247,不合格
20120159,59,52,81,19,93,304,合格
20120160,44,99,80,99,70,392,合格
20120161,12,38,54,92,96,292,不合格
20120162,20,73,45,89,8,235,不合格
20120163,19,87,95,30,11,242,不合格
20120164,57,79,82,79,3,300,合格
20120165,80,91,40,38,38,287,不合格
20120166,28,26,8,40,29,131,不合格
20120167,29,36,94,13,41,213,不合格
20120168,6,78,99,47,75,305,合格
20120169,76,83,12,75,14,260,不合格
20120170,24,70,6,62,79,241,不合格
20120171,37,0,82,23,26,168,不合格
20120172,5,21,62,7,33,128,不合格
20120173,43,13,75,57,80,268,不合格
20120174,46,11,53,30,48,188,不合格
20120175,27,75,41,95,2,240,不合格
20120176,55,19,60,21,19,174,不合格
20120177,14,88,97,9,24,232,不合格
20120178,64,1,45,48,18,176,不合格
20120179,86,22,35,70,40,253,不合格
20120180,26,3,25,43,72,169,不合格
20120181,22,8,33,75,98,236,不合格
20120182,83,15,93,9,99,299,不合格
20120183,13,31,47,92,90,273,不合格
20120184,73,80,29,96,85,363,合格
20120185,73,32,25,50,30,210,不合格
20120186,30,27,47,29,18,151,不合格
20120187,6,61,96,38,76,277,不合格
20120188,41,35,92,15,82,265,不合格
20120189,5,3,39,80,6,133,不合格
20120190,31,24,2,41,49,147,不合格
20120191,4,56,90,29,69,248,不合格
20120192,10,57,37,69,2,175,不合格
20120193,34,74,1,8,19,136,不合格
20120194,47,14,94,49,30,234,不合格
20120195,29,38,35,85,22,209,不合格
20120196,22,94,73,36,62,287,不合格
20120197,24,93,92,0,50,259,不合格
20120198,36,13,39,88,37,213,不合格
20120199,50,82,40,30,42,244,不合格
20120200,27,42,10,91,89,259,不合格
20120201,12,86,76,57,0,231,不合格
20120202,27,92,79,38,71,307,合格
20120203,17,86,53,20,23,199,不合格
20120204,74,69,23,75,61,302,合格
20120205,98,30,24,21,68,241,不合格
20120206,11,41,34,14,84,184,不合格
20120207,70,88,62,0,32,252,不合格
20120208,68,67,73,60,17,285,不合格
20120209,61,48,7,3,70,189,不合格
20120210,5,64,6,90,3,168,不合格
20120211,33,1,84,58,1,177,不合格
20120212,41,54,6,78,97,276,不合格
20120213,81,52,63,56,30,282,不合格
20120214,45,83,75,90,56,349,合格
20120215,82,6,64,85,23,260,不合格
20120216,20,44,44,9,0,117,不合格
20120217,62,21,14,81,85,263,不合格
20120218,51,69,84,38,39,281,不合格
20120219,78,1,62,38,63,242,不合格
20120220,58,92,60,91,86,387,合格
20120221,79,81,25,69,45,299,不合格
20120222,1,32,45,42,62,182,不合格
20120223,18,46,67,2,18,151,不合格
20120224,98,12,23,37,7,177,不合格
20120225,8,33,84,71,80,276,不合格
20120226,18,9,45,24,5,101,不合格
20120227,86,81,9,85,95,356,合格
20120228,11,36,65,21,68,201,不合格
20120229,55,52,4,22,29,162,不合格
20120230,51,70,21,39,48,229,不合格
20120231,88,76,55,51,8,278,不合格
20120232,31,2,83,58,64,238,不合格
20120233,62,29,49,48,81,269,不合格
20120234,81,90,58,27,61,317,合格
20120235,97,98,5,56,13,269,不合格
20120236,86,35,91,74,67,353,合格
20120237,37,58,44,89,13,241,不合格
20120238,2,15,10,0,71,98,不合格
20120239,0,69,61,31,97,258,不合格
20120240,18,14,88,59,95,274,不合格
20120241,8,53,6,72,23,162,不合格
20120242,21,34,9,57,74,195,不合格
20120243,11,28,9,26,47,121,不合格
20120244,56,83,30,29,79,277,不合格
20120245,86,26,66,84,27,289,不合格
20120246,92,51,73,43,57,316,合格
20120247,7,26,3,14,53,103,不合格
20120248,89,52,89,5,72,307,合格
20120249,51,39,75,79,96,340,合格
20120250,38,30,51,62,60,241,不合格
20120251,61,48,6,71,55,241,不合格
20120252,68,11,30,5,24,138,不合格
20120253,90,29,50,63,83,315,合格
20120254,54,71,83,61,32,301,合格
20120255,82,37,99,53,7,278,不合格
20120256,90,15,35,20,81,241,不合格
20120257,75,66,99,85,44,369,合格
20120258,21,3,24,27,45,120,不合格
20120259,40,78,13,65,58,254,不合格
20120260,91,52,18,11,29,201,不合格
20120261,25,51,49,34,35,194,不合格
20120262,15,81,70,88,14,268,不合格
20120263,80,76,16,86,80,338,合格
20120264,81,46,77,91,57,352,合格
20120265,12,93,97,85,5,292,不合格
20120266,47,88,9,40,51,235,不合格
20120267,13,80,84,80,28,285,不合格
20120268,17,61,49,16,35,178,不合格
20120269,47,39,71,73,28,258,不合格
20120270,97,85,28,92,20,322,合格
20120271,87,99,88,37,28,339,合格
20120272,82,76,49,81,17,305,合格
20120273,69,78,93,17,87,344,合格
20120274,62,42,70,44,89,307,合格
20120275,12,98,54,17,91,272,不合格
20120276,26,14,71,70,39,220,不合格
20120277,17,95,33,44,93,282,不合格
20120278,3,76,76,25,95,275,不合格
20120279,13,76,78,93,2,262,不合格
20120280,2,23,61,98,84,268,不合格
20120281,6,19,96,11,0,132,不合格
20120282,21,78,15,49,81,244,不合格
20120283,16,75,67,76,70,304,合格
20120284,34,58,4,60,78,234,不合格
20120285,4,96,57,70,53,280,不合格
20120286,97,61,98,76,16,348,合格
20120287,16,44,87,43,23,213,不合格
20120288,7,29,73,92,51,252,不合格
20120289,54,12,67,9,62,204,不合格
20120290,27,24,79,67,98,295,不合格
20120291,1,44,76,74,99,294,不合格
20120292,6,42,23,41,76,188,不合格
20120293,93,36,9,49,16,203,不合格
20120294,62,86,42,56,90,336,合格
20120295,96,53,60,92,35,336,合格
20120296,23,38,69,2,63,195,不合格
20120297,52,70,60,2,0,184,不合格
20120298,36,97,4,85,74,296,不合格
20120299,92,12,15,36,10,165,不合格
20120300,98,78,91,18,6,291,不合格
20120301,67,16,17,77,9,186,不合格
20120302,28,39,35,98,93,293,不合格
20120303,29,27,96,26,94,272,不合格
20120304,3,42,50,21,40,156,不合格
20120305,80,47,69,15,30,241,不合格
20120306,13,4,11,2,31,61,不合格
20120307,68,71,57,9,18,223,不合格
20120308,59,9,14,23,55,160,不合格
20120309,35,23,62,67,34,221,不合格
20120310,33,90,67,92,5,287,不合格
20120311,91,58,13,61,49,272,不合格
20120312,46,10,44,62,68,230,不合格
20120313,89,77,60,84,19,329,合格
20120314,45,37,6,75,65,228,不合格
20120315,34,69,52,14,15,184,不合格
20120316,53,72,22,91,31,269,不合格
20120317,74,62,13,2,11,162,不合格
20120318,13,92,69,71,5,250,不合格
20120319,17,96,21,67,59,260,不合格
20120320,90,50,63,67,67,337,合格
20120321,88,33,19,68,5,213,不合格
20120322,43,14,43,82,39,221,不合格
20120323,70,95,45,1,37,248,不合格
20120324,27,30,80,65,52,254,不合格
20120325,12,34,91,81,81,299,不合格
20120326,38,70,76,54,0,238,不合格
20120327,13,88,94,78,89,362,合格
20120328,53,24,80,9,6,172,不合格
20120329,18,77,76,24,94,289,不合格
20120330,11,12,85,31,69,208,不合格
20120331,98,8,15,82,64,267,不合格
20120332,91,91,8,9,47,246,不合格
20120333,67,2,37,1,91,198,不合格
20120334,33,14,11,47,49,154,不合格
20120335,73,56,68,68,64,329,合格
20120336,18,97,39,75,67,296,不合格
20120337,62,96,4,58,59,279,不合格
20120338,14,40,50,23,30,157,不合格
20120339,50,67,60,85,26,288,不合格
20120340,7,40,8,65,58,178,不合格
20120341,49,36,1,12,28,126,不合格
20120342,97,64,4,43,64,272,不合格
20120343,36,63,30,64,12,205,不合格
20120344,48,44,94,95,81,362,合格
20120345,80,77,98,58,89,402,合格
20120346,0,45,16,4,70,135,不合格
20120347,42,59,79,59,40,279,不合格
20120348,41,81,37,51,16,226,不合格
20120349,49,55,3,99,59,265,不合格
20120350,43,13,86,78,72,292,不合格
20120351,12,2,99,22,2,137,不合格
20120352,13,74,4,87,64,242,不合格
20120353,20,20,4,42,73,159,不合格
20120354,42,1,47,17,69,176,不合格
20120355,87,19,53,18,47,224,不合格
20120356,49,9,91,75,6,230,不合格
20120357,25,94,83,36,26,264,不合格
20120358,19,53,41,84,34,231,不合格
20120359,73,77,51,12,27,240,不合格
20120360,32,83,39,56,0,210,不合格
20120361,86,41,26,70,23,246,不合格
20120362,50,27,73,44,51,245,不合格
20120363,18,6,60,99,87,270,不合格
20120364,32,92,61,53,93,331,合格
20120365,45,36,53,32,50,216,不合格
20120366,35,19,28,98,99,279,不合格
20120367,64,99,70,50,80,363,合格
20120368,36,41,7,92,65,241,不合格
20120369,51,9,53,98,40,251,不合格
20120370,34,37,24,25,41,161,不合格
20120371,31,5,50,54,0,140,不合格
20120372,48,31,21,48,26,174,不合格
20120373,40,26,28,27,31,152,不合格
20120374,76,12,81,64,42,275,不合格
20120375,98,88,60,92,68,406,合格
20120376,59,81,14,80,33,267,不合格
20120377,33,87,27,72,99,318,合格
20120378,41,41,50,0,37,169,不合格
20120379,51,78,66,22,23,240,不合格
20120380,8,31,68,81,18,206,不合格
20120381,21,5,51,43,59,179,不合格
20120382,83,85,10,4,3,185,不合格
20120383,27,23,66,26,80,222,不合格
20120384,97,3,10,12,29,151,不合格
20120385,71,84,79,98,49,381,合格
20120386,78,33,57,31,61,260,不合格
20120387,49,71,42,17,5,184,不合格
20120388,72,58,62,58,74,324,合格
20120389,85,81,53,9,82,310,合格
20120390,64,98,68,3,41,274,不合格
20120391,91,60,84,87,82,404,合格
20120392,9,84,52,30,14,189,不合格
20120393,22,6,51,46,46,171,不合格
20120394,11,85,39,69,75,279,不合格
20120395,8,85,45,65,25,228,不合格
20120396,74,41,95,21,88,319,合格
20120397,81,98,28,39,87,333,合格
20120398,46,91,29,69,68,303,合格
20120399,98,7,93,38,69,305,合格
20120400,67,12,57,22,14,172,不合格
20120401,77,10,70,58,29,244,不合格
20120402,97,95,7,86,57,342,合格
20120403,34,63,79,43,78,297,不合格
20120404,91,73,50,16,50,280,不合格
20120405,33,75,71,30,15,224,不合格
20120406,35,18,1,16,97,167,不合格
20120407,27,47,62,61,95,292,不合格
20120408,42,36,85,34,66,263,不合格
20120409,35,40,24,44,95,238,不合格
20120410,94,56,18,25,58,251,不合格
20120411,16,65,29,16,90,216,不合格
20120412,63,26,35,74,89,287,不合格
20120413,55,17,14,76,68,230,不合格
20120414,64,37,90,34,43,268,不合格
20120415,30,57,49,38,50,224,不合格
20120416,63,1,96,82,22,264,不合格
20120417,91,26,64,5,39,225,不合格
20120418,25,87,93,11,51,267,不合格
20120419,17,98,19,95,14,243,不合格
20120420,67,0,5,66,13,151,不合格
20120421,42,21,57,95,78,293,不合格
20120422,89,26,71,75,21,282,不合格
20120423,89,2,97,36,14,238,不合格
20120424,75,39,97,60,36,307,合格
20120425,23,83,88,47,63,304,合格
20120426,94,11,10,76,26,217,不合格
20120427,95,42,48,49,28,262,不合格
20120428,3,0,54,47,87,191,不合格
20120429,20,34,42,17,75,188,不合格
20120430,25,93,91,31,87,327,合格
20120431,60,22,61,84,46,273,不合格
20120432,4,71,87,90,96,348,合格
20120433,70,54,61,63,78,326,合格
20120434,39,78,75,54,15,261,不合格
20120435,12,98,25,63,60,258,不合格
20120436,64,39,41,18,79,241,不合格
20120437,25,17,55,18,97,212,不合格
20120438,73,73,7,42,90,285,不合格
20120439,47,65,61,83,67,323,合格
20120440,26,22,11,96,54,209,不合格
20120441,69,34,48,79,70,300,合格
20120442,15,3,41,88,29,176,不合格
20120443,27,81,58,17,65,248,不合格
20120444,63,99,90,84,7,343,合格
20120445,63,82,60,27,60,292,不合格
20120446,20,65,44,71,38,238,不合格
20120447,19,5,84,55,91,254,不合格
20120448,9,74,20,52,4,159,不合格
20120449,95,42,63,94,92,386,合格
20120450,51,20,78,29,70,248,不合格
20120451,53,65,57,90,80,345,合格
20120452,14,1,68,23,35,141,不合格
20120453,91,42,85,69,33,320,合格
20120454,70,64,34,35,85,288,不合格
20120455,63,92,3,54,71,283,不合格
20120456,6,13,71,83,35,208,不合格
20120457,14,67,68,57,18,224,不合格
20120458,43,29,46,57,68,243,不合格
20120459,29,50,70,49,99,297,不合格
20120460,27,34,28,96,45,230,不合格
20120461,1,34,54,94,27,210,不合格
20120462,8,69,25,24,72,198,不合格
20120463,55,42,19,34,23,173,不合格
20120464,43,73,2,21,63,202,不合格
20120465,67,77,81,77,12,314,合格
20120466,3,28,87,86,92,296,不合格
