ID,国語,数学,英語,理科,社会,合計,判定
20050001,41,4,22,34,8,109,不合格
20050002,82,29,29,30,75,245,不合格
20050003,1,21,0,7,43,72,不合格
20050004,17,63,84,70,1,235,不合格
20050005,86,70,87,59,81,383,合格
20050006,84,5,84,30,48,251,不合格
20050007,79,61,85,77,23,325,合格
20050008,84,94,23,74,65,340,合格
20050009,96,99,38,49,9,291,不合格
20050010,62,51,42,41,30,226,不合格
20050011,5,98,21,25,11,160,不合格
20050012,7,37,36,47,29,156,不合格
20050013,25,95,24,54,94,292,不合格
20050014,35,49,22,51,9,166,不合格
20050015,75,13,74,65,13,240,不合格
20050016,49,79,1,21,27,177,不合格
20050017,13,28,58,42,17,158,不合格
20050018,98,47,89,9,64,307,合格
20050019,14,66,53,99,92,324,合格
20050020,84,50,17,37,55,243,不合格
20050021,62,97,90,65,22,336,合格
20050022,44,89,19,9,14,175,不合格
20050023,84,87,70,32,36,309,合格
20050024,33,29,28,98,14,202,不合格
20050025,65,70,45,3,98,281,不合格
20050026,29,51,51,63,33,227,不合格
20050027,85,78,89,97,32,381,合格
20050028,54,97,50,39,46,286,不合格
20050029,36,44,22,32,32,166,不合格
20050030,56,92,35,75,79,337,合格
20050031,74,14,96,23,1,208,不合格
20050032,76,80,20,40,89,305,合格
20050033,48,36,4,52,19,159,不合格
20050034,59,3,48,1,35,146,不合格
20050035,92,78,74,94,44,382,合格
20050036,93,0,92,8,26,219,不合格
20050037,6,63,36,89,33,227,不合格
20050038,39,91,20,6,54,210,不合格
20050039,78,74,44,42,22,260,不合格
20050040,50,63,7,15,98,233,不合格
20050041,70,69,93,58,55,345,合格
20050042,56,39,36,19,8,158,不合格
20050043,59,83,53,36,1,232,不合格
20050044,73,99,21,2,12,207,不合格
20050045,62,82,79,27,22,272,不合格
20050046,36,77,22,91,83,309,合格
20050047,7,10,39,72,57,185,不合格
20050048,70,37,66,30,43,246,不合格
20050049,69,7,49,69,32,226,不合格
20050050,76,37,33,76,8,230,不合格
20050051,68,16,10,72,80,246,不合格
20050052,61,32,99,92,76,360,合格
20050053,7,65,83,26,71,252,不合格
20050054,11,56,3,60,65,195,不合格
20050055,23,38,38,72,67,238,不合格
20050056,45,72,72,68,59,316,合格
20050057,64,43,88,96,62,353,合格
20050058,53,92,97,25,90,357,合格
20050059,79,81,88,44,34,326,合格
20050060,16,49,76,95,81,317,合格
20050061,5,53,50,16,94,218,不合格
20050062,68,26,72,27,4,197,不合格
20050063,84,31,2,28,14,159,不合格
20050064,7,92,80,69,17,265,不合格
20050065,59,38,53,86,75,311,合格
20050066,43,20,15,34,38,150,不合格
20050067,7,4,90,10,20,131,不合格
20050068,61,49,47,97,79,333,合格
20050069,72,52,3,13,48,188,不合格
20050070,21,72,81,14,7,195,不合格
20050071,96,39,84,10,47,276,不合格
20050072,13,51,76,59,87,286,不合格
20050073,46,19,3,89,28,185,不合格
20050074,76,23,73,28,43,243,不合格
20050075,75,12,36,93,94,310,合格
20050076,94,96,92,7,49,338,合格
20050077,29,60,67,13,91,260,不合格
20050078,14,22,49,32,60,177,不合格
20050079,55,43,21,80,46,245,不合格
20050080,40,76,90,71,61,338,合格
20050081,36,62,44,23,14,179,不合格
20050082,95,93,11,80,47,326,合格
20050083,23,47,71,10,55,206,不合格
20050084,42,57,7,50,19,175,不合格
20050085,50,37,91,46,2,226,不合格
20050086,43,83,58,96,93,373,合格
20050087,0,2,62,16,7,87,不合格
20050088,17,59,18,93,75,262,不合格
20050089,24,61,13,98,20,216,不合格
20050090,23,79,23,88,72,285,不合格
20050091,56,26,67,95,17,261,不合格
20050092,65,17,95,89,63,329,合格
20050093,37,34,52,19,11,153,不合格
20050094,34,76,16,4,97,227,不合格
20050095,89,5,84,79,39,296,不合格
20050096,77,99,13,15,62,266,不合格
20050097,61,28,82,73,69,313,合格
20050098,59,13,61,87,94,314,合格
20050099,49,99,11,58,79,296,不合格
20050100,32,40,51,7,37,167,不合格
20050101,56,35,14,46,70,221,不合格
20050102,28,55,70,96,68,317,合格
20050103,9,87,88,16,57,257,不合格
20050104,28,80,83,98,76,365,合格
20050105,73,86,64,12,94,329,合格
20050106,38,64,49,54,10,215,不合格
20050107,87,47,18,8,73,233,不合格
20050108,59,53,52,53,88,305,合格
20050109,11,21,43,66,43,184,不合格
20050110,71,70,47,54,62,304,合格
20050111,22,74,17,5,72,190,不合格
20050112,7,25,13,13,26,84,不合格
20050113,3,65,39,28,64,199,不合格
20050114,50,24,24,46,69,213,不合格
20050115,82,6,13,91,68,260,不合格
20050116,52,93,18,2,84,249,不合格
20050117,64,82,93,89,32,360,合格
20050118,49,76,22,77,18,242,不合格
20050119,18,88,92,93,21,312,合格
20050120,61,89,5,40,36,231,不合格
20050121,17,55,82,86,82,322,合格
20050122,87,13,47,34,50,231,不合格
20050123,13,64,66,54,18,215,不合格
20050124,47,80,52,68,66,313,合格
20050125,39,38,66,36,11,190,不合格
20050126,91,11,62,69,22,255,不合格
20050127,33,56,42,87,10,228,不合格
20050128,80,44,89,20,15,248,不合格
20050129,43,12,96,1,22,174,不合格
20050130,92,14,76,64,51,297,不合格
20050131,2,74,79,20,34,209,不合格
20050132,37,5,1,10,9,62,不合格
20050133,49,33,75,28,49,234,不合格
20050134,69,61,7,42,71,250,不合格
20050135,54,5,22,94,87,262,不合格
20050136,23,99,72,2,54,250,不合格
20050137,45,73,16,5,24,163,不合格
20050138,59,36,15,15,21,146,不合格
20050139,11,37,35,94,48,225,不合格
20050140,9,32,37,57,40,175,不合格
20050141,88,17,33,67,34,239,不合格
20050142,6,50,16,36,58,166,不合格
20050143,14,24,59,2,79,178,不合格
20050144,78,29,57,91,35,290,不合格
20050145,27,28,77,38,61,231,不合格
20050146,94,66,60,37,31,288,不合格
20050147,83,65,87,72,57,364,合格
20050148,79,5,98,73,77,332,合格
20050149,97,81,72,66,24,340,合格
20050150,43,59,34,18,92,246,不合格
20050151,74,99,96,23,93,385,合格
20050152,13,42,10,7,19,91,不合格
20050153,5,49,89,47,70,260,不合格
20050154,86,6,55,62,7,216,不合格
20050155,23,5,4,77,28,137,不合格
20050156,3,40,3,7,10,63,不合格
20050157,12,42,36,27,45,162,不合格
20050158,10,87,89,5,19,210,不合格
20050159,91,37,44,51,87,310,合格
20050160,87,53,31,10,25,206,不合格
20050161,90,7,56,99,60,312,合格
20050162,15,68,22,53,44,202,不合格
20050163,14,16,22,77,74,203,不合格
20050164,27,64,82,12,78,263,不合格
20050165,6,83,3,56,30,178,不合格
20050166,80,85,28,62,86,341,合格
20050167,3,99,49,8,16,175,不合格
20050168,63,38,71,60,38,270,不合格
20050169,30,79,57,49,71,286,不合格
20050170,16,72,68,47,91,294,不合格
20050171,90,19,81,46,76,312,合格
20050172,30,37,80,63,78,288,不合格
20050173,34,15,59,87,89,284,不合格
20050174,24,91,5,29,67,216,不合格
20050175,18,48,6,8,70,150,不合格
20050176,73,37,32,25,10,177,不合格
20050177,32,8,59,28,15,142,不合格
20050178,20,10,2,92,61,185,不合格
20050179,33,85,97,79,0,294,不合格
20050180,34,29,32,61,46,202,不合格
20050181,6,33,41,30,26,136,不合格
20050182,81,46,32,48,36,243,不合格
20050183,69,18,90,13,56,246,不合格
20050184,15,72,43,67,95,292,不合格
20050185,58,23,62,67,48,258,不合格
20050186,46,22,0,88,63,219,不合格
20050187,29,68,88,7,29,221,不合格
20050188,33,68,55,46,8,210,不合格
20050189,83,11,87,27,40,248,不合格
20050190,15,6,80,31,82,214,不合格
20050191,42,61,72,75,59,309,合格
20050192,36,56,81,66,68,307,合格
20050193,60,79,65,64,76,344,合格
20050194,49,88,92,10,50,289,不合格
20050195,57,91,80,7,22,257,不合格
20050196,66,43,80,60,54,303,合格
20050197,65,69,20,0,64,218,不合格
20050198,79,17,37,57,80,270,不合格
20050199,93,45,85,60,27,310,合格
20050200,87,47,38,58,19,249,不合格
20050201,71,28,35,60,68,262,不合格
20050202,28,79,63,48,19,237,不合格
20050203,49,40,44,91,11,235,不合格
20050204,71,29,67,62,52,281,不合格
20050205,91,0,93,74,7,265,不合格
20050206,34,10,67,48,92,251,不合格
20050207,92,92,82,29,83,378,合格
20050208,91,0,84,56,31,262,不合格
20050209,84,82,18,46,58,288,不合格
20050210,57,87,26,70,4,244,不合格
20050211,52,84,92,93,93,414,合格
20050212,38,13,76,18,20,165,不合格
20050213,11,32,0,90,98,231,不合格
20050214,7,46,86,75,60,274,不合格
20050215,94,21,33,50,40,238,不合格
20050216,69,80,64,5,68,286,不合格
20050217,40,83,48,33,86,290,不合格
20050218,30,69,89,67,2,257,不合格
20050219,50,0,33,32,56,171,不合格
20050220,6,84,29,4,73,196,不合格
20050221,69,35,7,94,82,287,不合格
20050222,54,33,61,58,43,249,不合格
20050223,30,90,85,3,35,243,不合格
20050224,75,22,2,77,93,269,不合格
20050225,13,5,14,94,20,146,不合格
20050226,50,70,37,5,81,243,不合格
20050227,32,72,43,65,36,248,不合格
20050228,79,23,70,19,30,221,不合格
20050229,59,36,7,95,21,218,不合格
20050230,27,69,11,0,28,135,不合格
20050231,24,96,37,47,47,251,不合格
20050232,70,49,11,50,89,269,不合格
20050233,16,66,8,40,17,147,不合格
20050234,36,59,24,42,64,225,不合格
20050235,96,55,73,40,84,348,合格
20050236,42,27,42,75,32,218,不合格
20050237,16,75,26,47,5,169,不合格
20050238,55,6,26,10,74,171,不合格
20050239,64,73,78,56,13,284,不合格
20050240,12,97,37,32,35,213,不合格
20050241,72,0,68,63,59,262,不合格
20050242,23,12,4,72,49,160,不合格
20050243,19,4,56,90,81,250,不合格
20050244,4,6,35,54,9,108,不合格
20050245,55,27,14,83,73,252,不合格
20050246,39,71,72,51,41,274,不合格
20050247,50,4,23,79,70,226,不合格
20050248,10,44,17,21,27,119,不合格
20050249,71,63,78,49,58,319,合格
20050250,83,16,73,46,22,240,不合格
20050251,27,15,82,47,71,242,不合格
20050252,14,53,13,92,51,223,不合格
20050253,8,90,11,10,35,154,不合格
20050254,21,28,40,53,31,173,不合格
20050255,42,84,69,30,19,244,不合格
20050256,81,67,63,45,2,258,不合格
20050257,40,83,74,70,83,350,合格
20050258,88,18,32,45,26,209,不合格
20050259,30,70,96,0,45,241,不合格
20050260,11,25,48,17,22,123,不合格
20050261,41,9,46,20,6,122,不合格
20050262,28,98,1,55,55,237,不合格
20050263,24,1,54,98,82,259,不合格
20050264,64,68,19,94,27,272,不合格
20050265,58,79,40,20,10,207,不合格
20050266,8,90,99,96,72,365,合格
20050267,8,21,51,69,96,245,不合格
20050268,15,57,33,98,96,299,不合格
20050269,79,92,16,48,72,307,合格
20050270,88,2,33,94,49,266,不合格
20050271,66,34,20,95,9,224,不合格
20050272,5,70,43,25,67,210,不合格
20050273,19,78,54,64,20,235,不合格
20050274,65,54,86,72,4,281,不合格
20050275,47,36,64,21,28,196,不合格
20050276,27,40,83,2,8,160,不合格
20050277,36,13,69,31,41,190,不合格
20050278,2,2,56,38,58,156,不合格
20050279,5,18,77,17,4,121,不合格
20050280,96,16,0,15,41,168,不合格
20050281,5,38,98,25,99,265,不合格
20050282,62,48,12,22,27,171,不合格
20050283,65,51,36,78,93,323,合格
20050284,32,91,39,22,55,239,不合格
20050285,45,4,0,11,34,94,不合格
20050286,65,85,87,90,88,415,合格
20050287,90,14,98,53,93,348,合格
20050288,61,12,61,91,20,245,不合格
20050289,88,69,43,8,40,248,不合格
20050290,18,57,40,75,97,287,不合格
20050291,59,6,38,84,33,220,不合格
20050292,65,40,54,17,87,263,不合格
20050293,82,25,8,37,47,199,不合格
20050294,46,35,49,83,12,225,不合格
20050295,21,33,1,13,50,118,不合格
20050296,49,29,43,25,28,174,不合格
20050297,45,1,6,10,19,81,不合格
20050298,14,38,21,13,54,140,不合格
20050299,40,53,98,56,30,277,不合格
20050300,35,59,72,31,49,246,不合格
20050301,85,89,39,98,14,325,合格
20050302,35,38,26,54,88,241,不合格
20050303,20,40,77,92,98,327,合格
20050304,13,11,29,37,36,126,不合格
20050305,37,25,59,45,82,248,不合格
20050306,52,45,86,89,19,291,不合格
20050307,29,61,87,15,70,262,不合格
20050308,91,97,51,32,98,369,合格
20050309,81,63,38,93,36,311,合格
20050310,37,90,64,7,65,263,不合格
20050311,10,69,69,33,41,222,不合格
20050312,1,33,63,40,91,228,不合格
20050313,36,21,84,70,69,280,不合格
20050314,97,39,17,69,82,304,合格
20050315,40,74,96,89,94,393,合格
20050316,83,7,55,15,79,239,不合格
20050317,33,53,69,63,52,270,不合格
20050318,41,97,55,8,45,246,不合格
20050319,88,80,72,42,77,359,合格
20050320,87,4,62,49,5,207,不合格
20050321,20,38,28,40,11,137,不合格
20050322,37,61,27,38,76,239,不合格
20050323,50,48,30,87,5,220,不合格
20050324,80,83,7,93,16,279,不合格
20050325,51,56,56,73,22,258,不合格
20050326,29,14,42,51,98,234,不合格
20050327,57,12,16,68,69,222,不合格
20050328,1,13,47,26,66,153,不合格
20050329,57,58,82,34,84,315,合格
20050330,0,35,26,94,77,232,不合格
20050331,59,32,48,7,25,171,不合格
20050332,66,66,9,76,1,218,不合格
20050333,82,43,73,12,59,269,不合格
20050334,32,64,13,53,5,167,不合格
20050335,41,27,12,53,10,143,不合格
20050336,41,8,84,17,21,171,不合格
20050337,97,93,94,81,69,434,合格
20050338,84,59,95,40,93,371,合格
20050339,55,19,94,52,93,313,合格
20050340,88,98,47,58,81,372,合格
20050341,24,34,96,27,49,230,不合格
20050342,39,45,18,66,54,222,不合格
20050343,47,57,19,79,93,295,不合格
20050344,96,93,71,88,22,370,合格
